"","token","tag","pos","category","funct","case","pers","num","gender","tense","mode"
"1","Klagen","N.Reg.Nom.Pl.Fem","N","Reg",NA,"Nom",NA,"Pl","Fem",NA,NA
"2",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"3","nichts","PRO.Indef.Subst.-.*.*.Neut","PRO","Indef","Subst",NA,NA,NA,"Neut",NA,NA
"4","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"5","Klagen","N.Reg.Nom.Pl.Fem","N","Reg",NA,"Nom",NA,"Pl","Fem",NA,NA
"6","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"7","Bittschriften","N.Reg.Nom.Pl.Fem","N","Reg",NA,"Nom",NA,"Pl","Fem",NA,NA
"8",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"9","nichts","PRO.Indef.Subst.-.*.*.Neut","PRO","Indef","Subst",NA,NA,NA,"Neut",NA,NA
"10","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"11","Bittschriften","N.Reg.Nom.Pl.Fem","N","Reg",NA,"Nom",NA,"Pl","Fem",NA,NA
"12","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"13","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"14","Die","ART.Def.Nom.Pl.Neut","ART","Def",NA,"Nom",NA,"Pl","Neut",NA,NA
"15","traurigen","ADJA.Pos.Nom.Pl.Neut","ADJA","Pos",NA,"Nom",NA,"Pl","Neut",NA,NA
"16","Geschäfte","N.Reg.Nom.Pl.Neut","N","Reg",NA,"Nom",NA,"Pl","Neut",NA,NA
"17",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"18","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"19","man","PRO.Indef.Subst.-.Nom.Sg.*","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"20","beneidet","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"21","uns","PRO.Pers.Subst.1.Acc.Pl.*","PRO","Pers","Subst","Acc","1","Pl",NA,NA,NA
"22","noch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"23","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"24","–","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"25","Das","ART.Def.Nom.Sg.Neut","ART","Def",NA,"Nom",NA,"Sg","Neut",NA,NA
"26","glaub","VIMP.Full.2.Sg","VIMP","Full",NA,NA,"2","Sg",NA,NA,NA
"27","'","SYM.Quot.Right","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"28","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"29",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"30","wenn","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"31","wir","PRO.Pers.Subst.1.Nom.Pl.*","PRO","Pers","Subst","Nom","1","Pl",NA,NA,NA
"32","allen","PRO.Indef.Subst.-.Dat.Pl.*","PRO","Indef","Subst","Dat",NA,"Pl",NA,NA,NA
"33","helfen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"34","könnten","VFIN.Mod.1.Pl.Past.Subj","VFIN","Mod",NA,NA,"1","Pl",NA,"Past","Subj"
"35",":","SYM.Pun.Colon","SYM","Pun",NA,NA,NA,NA,NA,NA,NA
"36","dann","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"37","wären","VFIN.Sein.1.Pl.Past.Subj","VFIN",NA,NA,NA,"1","Pl",NA,"Past","Subj"
"38","wir","PRO.Pers.Subst.1.Nom.Pl.*","PRO","Pers","Subst","Nom","1","Pl",NA,NA,NA
"39","zu","PART.Zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"40","beneiden","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"41",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"42","–","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"43","Emilia","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"44","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"45","Eine","ART.Indef.Acc.Sg.*","ART","Indef",NA,"Acc",NA,"Sg",NA,NA,NA
"46","Emilia","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"47","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"48","–","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"49","Aber","CONJ.Coord.Aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"50","eine","PRO.Indef.Subst.-.Nom.Sg.Fem","PRO","Indef","Subst","Nom",NA,"Sg","Fem",NA,NA
"51","Emilia","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"52","Bruneschi","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"53","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"54","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"55","Galotti","N.Reg.Acc.Sg.*","N","Reg",NA,"Acc",NA,"Sg",NA,NA,NA
"56",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"57","Nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"58","Emilia","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"59","Galotti","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"60","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"61","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"62","Was","PRO.Indef.Subst.-.*.*.*","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"63","will","VFIN.Mod.3.Sg.Pres.Ind","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"64","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"65",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"66","diese","PRO.Dem.Attr.-.Acc.Sg.Fem","PRO","Dem","Attr","Acc",NA,"Sg","Fem",NA,NA
"67","Emilia","N.Name.Nom.Sg.Fem","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"68","Bruneschi","N.Name.Nom.Sg.Fem","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"69","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"70","Viel","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"71","gefodert","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"72",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"73","sehr","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"74","viel","PRO.Indef.Subst.-.*.*.*","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"75",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"76","–","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"77","Doch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"78","sie","PRO.Pers.Subst.3.Acc.Pl.*","PRO","Pers","Subst","Acc","3","Pl",NA,NA,NA
"79","heißt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"80","Emilia","N.Name.Nom.Sg.Fem","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"81",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"82","Gewährt","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"83","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"84","Es","PRO.Pers.Subst.3.Nom.Sg.Neut","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"85","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"86","wohl","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"87","noch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"88","keiner","PRO.Indef.Subst.-.Nom.Sg.Masc","PRO","Indef","Subst","Nom",NA,"Sg","Masc",NA,NA
"89","von","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"90","den","ART.Def.Dat.Pl.Masc","ART","Def",NA,"Dat",NA,"Pl","Masc",NA,NA
"91","Räten","N.Reg.Dat.Pl.Masc","N","Reg",NA,"Dat",NA,"Pl","Masc",NA,NA
"92","in","APPR.In","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"93","dem","ART.Def.Dat.Sg.Neut","ART","Def",NA,"Dat",NA,"Sg","Neut",NA,NA
"94","Vorzimmer","N.Reg.Dat.Sg.Neut","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"95","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"96","Nein","PART.Ans","PART","Ans",NA,NA,NA,NA,NA,NA,NA
"97",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"98","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"99","habe","VFIN.Haben.1.Sg.Pres.Ind","VFIN",NA,NA,NA,"1","Sg",NA,"Pres","Ind"
"100","zu","PART.Deg","PART","Deg",NA,NA,NA,NA,NA,NA,NA
"101","früh","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"102","Tag","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"103","gemacht","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"104",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"105","–","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"106","Der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"107","Morgen","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"108","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"109","so","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"110","schön","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"111",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"112","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"113","will","VFIN.Mod.1.Sg.Pres.Ind","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"114","ausfahren","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"115",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"116","Marchese","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"117","Marinelli","N.Name.Nom.Sg.Masc","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"118","soll","VFIN.Mod.3.Sg.Pres.Ind","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"119","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"120","begleiten","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"121",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"122","Laßt","VIMP.Full.2.Pl","VIMP","Full",NA,NA,"2","Pl",NA,NA,NA
"123","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"124","rufen","VFIN.Full.3.Pl.Pres.Ind","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"125",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"126","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"127","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"128","kann","VFIN.Mod.1.Sg.Pres.Ind","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"129","doch","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"130","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"131","mehr","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"132","arbeiten","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"133",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"134","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"135","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"136","war","VFIN.Sein.1.Sg.Past.Ind","VFIN",NA,NA,NA,"1","Sg",NA,"Past","Ind"
"137","so","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"138","ruhig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"139",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"140","bild","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"141","'","SYM.Quot.Right","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"142","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"143","mir","PRO.Pers.Subst.1.Dat.Sg.*","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"144","ein","PART.Verb","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"145",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"146","so","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"147","ruhig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"148","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"149","Auf","APPR.Auf","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"150","einmal","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"151","muß","VFIN.Mod.3.Sg.Pres.Ind","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"152","eine","ART.Indef.Nom.Sg.Fem","ART","Indef",NA,"Nom",NA,"Sg","Fem",NA,NA
"153","arme","ADJA.Pos.Nom.Sg.Fem","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"154","Bruneschi","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"155",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"156","Emilia","N.Name.Nom.Sg.Fem","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"157","heißen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"158",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"159","–","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"160","weg","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"161","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"162","meine","PRO.Poss.Attr.-.Nom.Sg.Fem","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"163","Ruhe","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"164",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"165","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"166","alles","PRO.Indef.Subst.-.Acc.Sg.Neut","PRO","Indef","Subst","Acc",NA,"Sg","Neut",NA,NA
"167","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"168","–","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"169","Nach","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"170","dem","ART.Def.Dat.Sg.Neut","ART","Def",NA,"Dat",NA,"Sg","Neut",NA,NA
"171","Marchese","N.Reg.Dat.Sg.Neut","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"172","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"173","geschickt","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"174",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"175","Und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"176","hier","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"177",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"178","ein","ART.Indef.Nom.Sg.Masc","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"179","Brief","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"180","von","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"181","der","ART.Def.Dat.Sg.Fem","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"182","Gräfin","N.Reg.Dat.Sg.Fem","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"183","Orsina","N.Name.Nom.Sg.Neut","N","Name",NA,"Nom",NA,"Sg","Neut",NA,NA
"184",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"185","Der","ART.Def.Dat.Sg.Fem","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"186","Orsina","N.Name.Dat.Sg.Fem","N","Name",NA,"Dat",NA,"Sg","Fem",NA,NA
"187","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"188","Legt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"189","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"190","hin","PART.Verb","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"191",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"192","Ihr","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"193","Läufer","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"194","wartet","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"195",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"196","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"197","will","VFIN.Mod.1.Sg.Pres.Ind","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"198","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"199","Antwort","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"200","senden","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"201",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"202","wenn","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"203","es","PRO.Pers.Subst.3.Nom.Sg.Neut","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"204","einer","PRO.Indef.Subst.-.Nom.Sg.Masc","PRO","Indef","Subst","Nom",NA,"Sg","Masc",NA,NA
"205","bedarf","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"206",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"207","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"208","Wo","PROADV.Inter","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"209","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"210","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"211","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"212","In","APPR.In","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"213","der","ART.Def.Dat.Sg.Fem","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"214","Stadt","N.Reg.Dat.Sg.Fem","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"215","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"216","oder","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"217","auf","APPR.Auf","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"218","ihrer","PRO.Poss.Attr.-.Dat.Sg.Fem","PRO","Poss","Attr","Dat",NA,"Sg","Fem",NA,NA
"219","Villa","N.Reg.Dat.Sg.Fem","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"220","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"221","Sie","PRO.Pers.Subst.3.Nom.Sg.Fem","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"222","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"223","gestern","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"224","in","APPR.In","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"225","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"226","Stadt","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"227","gekommen","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"228",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"229","Desto","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"230","schlimmer","ADJD.Comp","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"231","–","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"232","besser","ADJD.Comp","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"233",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"234","wollt","VFIN.Mod.2.Pl.Pres.Ind","VFIN","Mod",NA,NA,"2","Pl",NA,"Pres","Ind"
"235","'","SYM.Quot.Right","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"236","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"237","sagen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"238",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"239","So","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"240","braucht","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"241","der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"242","Läufer","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"243","um","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"244","so","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"245","weniger","PRO.Indef.Subst.-.*.*.*","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"246","zu","PART.Zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"247","warten","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"248",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"249","Meine","PRO.Poss.Attr.-.Nom.Sg.Fem","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"250","teure","ADJA.Pos.Nom.Sg.Fem","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"251","Gräfin","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"252","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"253","So","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"254","gut","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"255",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"256","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"257","gelesen","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"258","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"259","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"260","Nun","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"261","ja","PART.Ans","PART","Ans",NA,NA,NA,NA,NA,NA,NA
"262",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"263","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"264","habe","VFIN.Haben.1.Sg.Pres.Ind","VFIN",NA,NA,NA,"1","Sg",NA,"Pres","Ind"
"265","sie","PRO.Pers.Subst.3.Acc.Sg.Fem","PRO","Pers","Subst","Acc","3","Sg","Fem",NA,NA
"266","zu","PART.Zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"267","lieben","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"268","geglaubt","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"269","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"270","Was","PRO.Inter.Subst.-.Acc.Sg.Neut","PRO","Inter","Subst","Acc",NA,"Sg","Neut",NA,NA
"271","glaubt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
