"","word","stop"
"1172","hält? ",NA
"1173","hält.",NA
"1174","halten ",NA
"1175","haltest ",NA
"1176","haltestelle. ",NA
"1177","hämmern, ",NA
"1178","hand ",NA
"1179","hand, ",NA
"1180","handapparat ",NA
"1181","hände ",NA
"1182","händen, ",NA
"1183","handschuhschnüren.",NA
"1184","hang ",NA
"1185","hängten, ",NA
"1186","hart ",NA
"1187","has ",NA
"1188","has 
",NA
"1189","hat ",NA
"1190","hat, ",NA
"1191","hat. ",NA
"1192","hatte ",NA
"1193","hätte ",NA
"1194","hatten ",NA
"1195","hatten, ",NA
"1196","häubchen, ",NA
"1197","häubte ",NA
"1198","hauch. ",NA
"1199","häufig, ",NA
"1200","hauptbarde ",NA
"1201","hauptgang ",NA
"1202","hauptort ",NA
"1203","haus, ",NA
"1204","hause ",NA
"1205","haut, ",NA
"1206","haut! ",NA
"1207","häutig, ",NA
"1208","have ",NA
"1209","he ",NA
"1210","he, ",NA
"1211","heben ",NA
"1212","heben, ",NA
"1213","hechelzentrum ",NA
"1214","hecke ",NA
"1215","hecken ",NA
"1216","hef ",NA
"1217","heft, ",NA
"1218","heim. ",NA
"1219","Heimatland ",NA
"1220","heimatländer ",NA
"1221","heimis ",NA
"1222","heimischer ",NA
"1223","heimliche ",NA
"1224","heimliche 
",NA
"1225","heimliches ",NA
"1226","heimweh ",NA
"1227","heiratsscheine, ",NA
"1228","heißt ",NA
"1229","heißt 
",NA
"1230","heißt, ",NA
"1231","heißt: ",NA
"1232","hellen ",NA
"1233","heller ",NA
"1234","her ",NA
"1235","her 
",NA
"1236","her, ",NA
"1237","her. ",NA
"1238","heran, ",NA
"1239","herfallen, ",NA
"1240","hergetragen ",NA
"1241","herkunft ",NA
"1242","herrschte ",NA
"1243","herum ",NA
"1244","herumkauen ",NA
"1245","heute ",NA
"1246","hführungszeichen,",NA
"1247","hielt, ",NA
"1248","hielte ",NA
"1249","hier ",NA
"1250","hier, ",NA
"1251","hier. ",NA
"1252","hieß ",NA
"1253","hin ",NA
"1254","hin: ",NA
"1255","hinein ",NA
"1256","hinein, ",NA
"1257","hineinfiel ",NA
"1258","hinsichtlich ",NA
"1259","hinten ",NA
"1260","hinter ",NA
"1261","hintergrund. ",NA
"1262","hinterland ",NA
"1263","hinterlassende ",NA
"1264","hinterlässt, ",NA
"1265","hinterm ",NA
"1266","hinüberschaute, ",NA
"1267","hinzu, ",NA
"1268","hirn ",NA
"1269","hisse: ",NA
"1270","hoch, ",NA
"1271","hochblätter, ",NA
"1272","höchstens ",NA
"1273","hohen ",NA
"1274","hoher ",NA
"1275","hol ",NA
"1276","holes ",NA
"1277","holz 
",NA
"1278","holz. 
",NA
"1279","home",NA
"1280","hoppelten ",NA
"1281","hoppla, ",NA
"1282","höre ",NA
"1283","höre: ",NA
"1284","höre. ",NA
"1285","hört ",NA
"1286","hren ",NA
"1287","hten, ",NA
"1288","huckelt ",NA
"1289","hüftblassen, ",NA
"1290","hund ",NA
"1291","hunde, ",NA
"1292","hundefreund? ",NA
"1293","hundezunge, ",NA
"1294","hundezunge. ",NA
"1295","hunger ",NA
"1296","hungerstreik. ",NA
"1297","hungrige ",NA
"1298","hüpfen 
",NA
"1299","husse, ",NA
"1300","husten, ",NA
"1301","hut. ",NA
"1302","i ",NA
"1303","I ",NA
"1304","i, ",NA
"1305","i(• ",NA
"1306","ich ",NA
"1307","ich 
",NA
"1308","ich, ",NA
"1309","ich: ",NA
"1310","ich? ",NA
"1311","icht ",NA
"1312","idee ",NA
"1313","identischen ",NA
"1314","identität ",NA
"1315","ie ",NA
"1316","if ",NA
"1317","ihn ",NA
"1318","ihr ",NA
"1319","ihr, ",NA
"1320","ihr? ",NA
"1321","ihre ",NA
"1322","ihrem ",NA
"1323","ihren ",NA
"1324","ihrer ",NA
"1325","im ",NA
"1326","im 
",NA
"1327","im! ",NA
"1328","immer ",NA
"1329","immerhin ",NA
"1330","in ",NA
"1331","in.",NA
"1332","in. ",NA
"1333","indielufthauen, ",NA
"1334","indogermanischen ",NA
"1335","ineinander ",NA
"1336","innen ",NA
"1337","inneres ",NA
"1338","ins ",NA
"1339","ins 
",NA
"1340","inscriptions ",NA
"1341","insel ",NA
"1342","insel, ",NA
"1343","Insel, ",NA
"1344","inseln, ",NA
"1345","interessanterweise ",NA
"1346","into ",NA
"1347","inventar, ",NA
"1348","irgendwas ",NA
"1349","irgendwie ",NA
"1350","irisierende ",NA
"1351","irre ",NA
"1352","irritierend ",NA
"1353","irritierende ",NA
"1354","is ",NA
"1355","isch ",NA
"1356","isst, ",NA
"1357","ist ",NA
"1358","ist, ",NA
"1359","it ",NA
"1360","it's ",NA
"1361","ja ",NA
"1362","ja, ",NA
"1363","ja: ",NA
"1364","jaffa, ",NA
"1365","jagen ",NA
"1366","jahre ",NA
"1367","jahrelang ",NA
"1368","jahren ",NA
"1369","jahren 
",NA
"1370","jahres, ",NA
"1371","jakobson, ",NA
"1372","jauchzen ",NA
"1373","je ",NA
"1374","jede ",NA
"1375","jede ,naß ",NA
"1376","jede, ",NA
"1377","jedem 
",NA
"1378","jeden ",NA
"1379","jedenfalls ",NA
"1380","jedes ",NA
"1381","jemand ",NA
"1382","jetzt ",NA
"1383","jetzt, ",NA
"1384","jetzt) ",NA
"1385","juckt ",NA
"1386","juckte ",NA
"1387","juckte, ",NA
"1388","jugend! ",NA
"1389","jungen ",NA
"1390","jungend ",NA
"1391","just ",NA
"1392","k-",NA
"1393","kaffee ",NA
"1394","kairo, ",NA
"1395","kalk. ",NA
"1396","kalt ",NA
"1397","kalt, ",NA
"1398","kalte ",NA
"1399","kaltes ",NA
"1400","kam ",NA
"1401","käm ",NA
"1402","kam, ",NA
"1403","Kamel ",NA
"1404","kamen ",NA
"1405","kann ",NA
"1406","kann, ",NA
"1407","kannst, ",NA
"1408","kannten ",NA
"1409","kanzlerin, ",NA
"1410","kapernnest? ",NA
"1411","kapier ",NA
"1412","karren ",NA
"1413","karrte, ",NA
"1414","karte ",NA
"1415","karten? ",NA
"1416","kartenspiel ",NA
"1417","kassetten ",NA
"1418","kauend, ",NA
"1419","kaum ",NA
"1420","keeps ",NA
"1421","kein ",NA
"1422","keine ",NA
"1423","keinem ",NA
"1424","keinen ",NA
"1425","keiner ",NA
"1426","keins, ",NA
"1427","keks ",NA
"1428","kelle, ",NA
"1429","keller ",NA
"1430","kenne, ",NA
"1431","kennt ",NA
"1432","kennt, ",NA
"1433","kern ",NA
"1434","kerngrammatik, ",NA
"1435","kernnähe ",NA
"1436","kerze ",NA
"1437","kerzen 
",NA
"1438","kiefergarten ",NA
"1439","kiefern ",NA
"1440","kiefern, ",NA
"1441","kiesel ",NA
"1442","kind ",NA
"1443","kind, ",NA
"1444","kinder ",NA
"1445","kindermund: ",NA
"1446","kindersprache, ",NA
"1447","kinderwagens, ",NA
"1448","kindes ",NA
"1449","kindhaben ",NA
"1450","kindheit ",NA
"1451","kindliche ",NA
"1452","kindlichen ",NA
"1453","kinn",NA
"1454","kissen ",NA
"1455","kissen. ",NA
"1456","kl. ",NA
"1457","kl. 
",NA
"1458","klackert ",NA
"1459","klafft ",NA
"1460","klamm ",NA
"1461","klamotten, ",NA
"1462","klang, ",NA
"1463","klappen, ",NA
"1464","klassen ",NA
"1465","klaviere! ",NA
"1466","klebrigen ",NA
"1467","klee, ",NA
"1468","kleid 
",NA
"1469","klein, ",NA
"1470","kleine ",NA
"1471","kleine, ",NA
"1472","kleinen ",NA
"1473","kleiner ",NA
"1474","kleiner, ",NA
"1475","kleines ",NA
"1476","klinge ",NA
"1477","klingt, ",NA
"1478","klobige ",NA
"1479","knarzigem ",NA
"1480","knarzte, ",NA
"1481","knie, ",NA
"1482","knie. ",NA
"1483","kniffe, ",NA
"1484","knistern, ",NA
"1485","knöpfe ",NA
"1486","knoten ",NA
"1487","knoten, ",NA
"1488","knötgen 
",NA
"1489","know : 
",NA
"1490","knows. ",NA
"1491","knüpffen 
",NA
"1492","knüpft ",NA
"1493","koffer ",NA
"1494","kokolores",NA
"1495","kolonne ",NA
"1496","kolonnenleiter, ",NA
"1497","komitee, ",NA
"1498","kommen ",NA
"1499","kommen, ",NA
"1500","kommendem, ",NA
"1501","kommendes ",NA
"1502","kommendes, ",NA
"1503","kommt ",NA
"1504","kommt, ",NA
"1505","kommunizieren, ",NA
"1506","kompakt, ",NA
"1507","kompass. ",NA
"1508","komplott 
",NA
"1509","könig ",NA
"1510","königin ",NA
"1511","königs: ",NA
"1512","können ",NA
"1513","konnotation, ",NA
"1514","könnte ",NA
"1515","könnten ",NA
"1516","konnten, ",NA
"1517","konstantinopel, ",NA
"1518","konversation 
",NA
"1519","konversion 
",NA
"1520","konzept ",NA
"1521","kopf ",NA
"1522","kopf, ",NA
"1523","kopf. ",NA
"1524","köpfchen ",NA
"1525","köpfe ",NA
"1526","kopflose ",NA
"1527","kopfsteinpflaster ",NA
"1528","kopier ",NA
"1529","koppelbrüder ",NA
"1530","koppelzwilling, ",NA
"1531","koppelzwillings. ",NA
"1532","körbe, ",NA
"1533","körbe: ",NA
"1534","korn ",NA
"1535","körner, ",NA
"1536","körper ",NA
"1537","körper, ",NA
"1538","körperatem, ",NA
"1539","kost ",NA
"1540","kostüm, ",NA
"1541","kräftigen ",NA
"1542","krähen, ",NA
"1543","kran, ",NA
"1544","kräne ",NA
"1545","kreide ",NA
"1546","kreisrunden ",NA
"1547","kreisstadt, ",NA
"1548","kreiste, ",NA
"1549","kreiste"" 
",NA
"1550","kressekästchen ",NA
"1551","kreuze ",NA
"1552","kreuzung ",NA
"1553","kreuzung? 
",NA
"1554","kreuzzehn. ",NA
"1555","krieg ",NA
"1556","kriterien ",NA
"1557","krumen. ",NA
"1558","krummen ",NA
"1559","krümmen, ",NA
"1560","küchen. ",NA
"1561","kugeln ",NA
"1562","kugelsturm, ",NA
"1563","kühl ",NA
"1564","kuhle, ",NA
"1565","kühler? ",NA
"1566","kühner ",NA
"1567","kühneres ",NA
"1568","kummersieb ",NA
"1569","künste, ",NA
"1570","kuppe ",NA
"1571","kurt ",NA
"1572","kurz ",NA
"1573","kurze ",NA
"1574","kurzem ",NA
"1575","küsten ",NA
"1576","küstendüne ",NA
"1577","küstenwärter ",NA
"1578","l ",NA
"1579","L ",NA
"1580","l6. ",NA
"1581","lace ",NA
"1582","lace 
",NA
"1583","lack ",NA
"1584","lacking. ",NA
"1585","lag ",NA
"1586","lage ",NA
"1587","lage, ",NA
"1588","lage. ",NA
"1589","lagen ",NA
"1590","lagen, ",NA
"1591","lahm ",NA
"1592","lähmung, ",NA
"1593","lallen, ",NA
"1594","lallphase, ",NA
"1595","lampen ",NA
"1596","land ",NA
"1597","land, ",NA
"1598","landarten 
",NA
"1599","landen ",NA
"1600","länder ",NA
"1601","landstrich"". ",NA
"1602","lang ",NA
"1603","lange ",NA
"1604","langhin ",NA
"1605","lanzettlicher ",NA
"1606","lassen ",NA
"1607","lassen, ",NA
"1608","lassen. ",NA
"1609","lässt ",NA
"1610","lasten ",NA
"1611","lasten, ",NA
"1612","laster ",NA
"1613","lateinisch ",NA
"1614","laterne ",NA
"1615","lauf ",NA
"1616","lauf, ",NA
"1617","lauschen ",NA
"1618","lauschte, ",NA
"1619","laut 
",NA
"1620","lautackerchen ",NA
"1621","lautbauen ",NA
"1622","lautbaustörung ",NA
"1623","lautbestandes ",NA
"1624","laute ",NA
"1625","laute, ",NA
"1626","lauten, ",NA
"1627","lauter ",NA
"1628","lauteres ",NA
"1629","lautet ",NA
"1630","läutete ",NA
"1631","lautkette, ",NA
"1632","lautlichen ",NA
"1633","lautwechsel ",NA
"1634","ld ",NA
"1635","least ",NA
"1636","lebensmittelpunkt. ",NA
"1637","lebenszweck ",NA
"1638","leer, ",NA
"1639","leere ",NA
"1640","leere. ",NA
"1641","lege ",NA
"1642","legen ",NA
"1643","legen, ",NA
"1644","lehre. ",NA
"1645","leicht ",NA
"1646","leichtere ",NA
"1647","leichtfuß, ",NA
"1648","leiden ",NA
"1649","leiden 
",NA
"1650","leiser ",NA
"1651","leiseren 
",NA
"1652","leit ",NA
"1653","lemberg, ",NA
"1654","lengevitch ",NA
"1655","lengevitch, ",NA
"1656","lerne, ",NA
"1657","lernen, ",NA
"1658","Lerrine. ",NA
"1659","lesamt, ",NA
"1660","lets ",NA
"1661","letztem ",NA
"1662","letzten ",NA
"1663","Leuchten",NA
"1664","leuchten. ",NA
"1665","leuchtend, ",NA
"1666","leuchtende ",NA
"1667","leuchtet ",NA
"1668","leute ",NA
"1669","lexik, ",NA
"1670","licht 
",NA
"1671","licht. ",NA
"1672","lichtwerk, ",NA
"1673","lid, 
",NA
"1674","liebe ",NA
"1675","liebkosten, ",NA
"1676","lieder ",NA
"1677","liefen ",NA
"1678","liefert ",NA
"1679","lieferte, ",NA
"1680","lieg ",NA
"1681","liegen ",NA
"1682","liegen, ",NA
"1683","liegt ",NA
"1684","liegt, ",NA
"1685","ließ ",NA
"1686","ließ, ",NA
"1687","liest ",NA
"1688","like ",NA
"1689","linen ",NA
"1690","linien, ",NA
"1691","lining ",NA
"1692","links ",NA
"1693","links? ",NA
"1694","lippen, ",NA
"1695","listen, ",NA
"1696","littlegitter, ",NA
"1697","loch 
",NA
"1698","löcher ",NA
"1699","löcher 
",NA
"1700","long ",NA
"1701","look ",NA
"1702","looking ",NA
"1703","looping ",NA
"1704","loosen ",NA
"1705","los. ",NA
"1706","löschblatt ",NA
"1707","lose ",NA
"1708","lösen ",NA
"1709","losen 
",NA
"1710","lu ",NA
"1711","lu-",NA
"1712","lücke ",NA
"1713","lücken, ",NA
"1714","luft ",NA
"1715","luft, ",NA
"1716","luftblasensprache, ",NA
"1717","lüften ",NA
"1718","luld ",NA
"1719","lurken, ",NA
"1720","m ",NA
"1721","mach ",NA
"1722","machen ",NA
"1723","machen, ",NA
"1724","macht ",NA
"1725","machte ",NA
"1726","machte, ",NA
"1727","mädchen ",NA
"1728","mädchen, ",NA
"1729","made ",NA
"1730","make ",NA
"1731","making ",NA
"1732","mal ",NA
"1733","mal 
",NA
"1734","mal? ",NA
"1735","mal? 
",NA
"1736","mal.",NA
"1737","malheur. ",NA
"1738","man ",NA
"1739","man, ",NA
"1740","man. ",NA
"1741","manche ",NA
"1742","manchen ",NA
"1743","manches, ",NA
"1744","manchmal ",NA
"1745","mangel, ",NA
"1746","mann. ",NA
"1747","mantels ",NA
"1748","mäppchen ",NA
"1749","mäppchen? ",NA
"1750","märchen, ",NA
"1751","märchen) ",NA
"1752","mariniert: ",NA
"1753","marktplatz ",NA
"1754","märz, ",NA
"1755","märzlese: ",NA
"1756","märzsonne. ",NA
"1757","mästen, ",NA
"1758","material, ",NA
"1759","mauern, ",NA
"1760","maul, ",NA
"1761","mäusezähnen ",NA
"1762","me ",NA
"1763","mean ",NA
"1764","means ",NA
"1765","meer ",NA
"1766","meer 
",NA
"1767","meer, ",NA
"1768","mehr ",NA
"1769","mehr. ",NA
"1770","mehrsprachig ",NA
"1771","mehrspuriges ",NA
"1772","mehrzimmeretage, ",NA
"1773","mein ",NA
"1774","meine ",NA
"1775","meinem ",NA
"1776","meinen ",NA
"1777","meiner ",NA
"1778","meinliche ",NA
"1779","meint ",NA
"1780","menschen, ",NA
"1781","menschenblüte ",NA
"1782","merely ",NA
"1783","merkwürdiges ",NA
"1784","mesmer ",NA
"1785","mich ",NA
"1786","milchbahnen ",NA
"1787","milchiger ",NA
"1788","milchmolarklee, ",NA
"1789","milchwangig, ",NA
"1790","mildern 
",NA
"1791","milz ",NA
"1792","mind ",NA
"1793","mingeln, ",NA
"1794","mir ",NA
"1795","mir, ",NA
"1796","mischung ",NA
"1797","mit ",NA
"1798","mit 
",NA
"1799","mit, ",NA
"1800","miteinander ",NA
"1801","mitführen 
",NA
"1802","mittag, ",NA
"1803","mitte ",NA
"1804","mittendrin ",NA
"1805","mittens. ",NA
"1806","mn.* 
",NA
"1807","mnrkenware"", ",NA
"1808","mobiles ",NA
"1809","möglich ",NA
"1810","möglich. ",NA
"1811","moi, ",NA
"1812","molare, ",NA
"1813","moosweiches ",NA
"1814","more ",NA
"1815","more. ",NA
"1816","morgen ",NA
"1817","morgen, ",NA
"1818","morgens, ",NA
"1819","morphende ",NA
"1820","morphoformen ",NA
"1821","movable ",NA
"1822","moving ",NA
"1823","mr. ",NA
"1824","mrs. ",NA
"1825","mücke ",NA
"1826","müder 
",NA
"1827","müdes ",NA
"1828","mühsames ",NA
"1829","multipli, ",NA
"1830","mund ",NA
"1831","mund- ",NA
"1832","mund, ",NA
"1833","mund. ",NA
"1834","mundart ",NA
"1835","munddach, ",NA
"1836","münder ",NA
"1837","mundhimmel ",NA
"1838","mündige 
",NA
"1839","mundstülpen ",NA
"1840","muscheln ",NA
"1841","muss ",NA
"1842","muss ...",NA
"1843","muss, ",NA
"1844","muss. ",NA
"1845","musst ",NA
"1846","muster ",NA
"1847","mustern ",NA
"1848","mutter, ",NA
"1849","müttern ",NA
"1850","muttersprach, ",NA
"1851","muttersprache ",NA
"1852","mützen ",NA
"1853","my ",NA
"1854","n ",NA
"1855","na ",NA
"1856","nach ",NA
"1857","nach? ",NA
"1858","nach), 
",NA
"1859","nachbarliche ",NA
"1860","nachmittag ",NA
"1861","nachricht, ",NA
"1862","nachrichten ",NA
"1863","nächsten ",NA
"1864","nacht, ",NA
"1865","nacht. ",NA
"1866","nachtneben, ",NA
"1867","nachts ",NA
"1868","nachts, ",NA
"1869","nachtsagen ",NA
"1870","nadel ",NA
"1871","nadeln ",NA
"1872","Nadelöhr?) 
",NA
"1873","nah ",NA
"1874","nähe ",NA
"1875","nähe, ",NA
"1876","näher ",NA
"1877","nahes ",NA
"1878","nähesprache ",NA
"1879","nahezu ",NA
"1880","nahm ",NA
"1881","Nahrung 
",NA
"1882","nahrung. ",NA
"1883","nähst ",NA
"1884","naht ",NA
"1885","name 
",NA
"1886","namely ",NA
"1887","namen ",NA
"1888","namenlosere ",NA
"1889","nämlich ",NA
"1890","nannte ",NA
"1891","närrchen.",NA
"1892","nase ",NA
"1893","nase, ",NA
"1894","nase. ",NA
"1895","nasse ",NA
"1896","nasses 
",NA
"1897","native ",NA
"1898","naturmagische ",NA
"1899","nbwesenheiten, ",NA
"1900","nd ",NA
"1901","nebel ",NA
"1902","nebelschwaden ",NA
"1903","nebelstränge ",NA
"1904","neben ",NA
"1905","nebenblätter, ",NA
"1906","nebendraußen, ",NA
"1907","nebenzimmer, ",NA
"1908","need ",NA
"1909","nehm ",NA
"1910","nehmen, ",NA
"1911","neigen ",NA
"1912","nein, ",NA
"1913","Nelly ",NA
"1914","nenne ",NA
"1915","nennen ",NA
"1916","nennsport, ",NA
"1917","nennt ",NA
"1918","nennt, ",NA
"1919","nervenenden ",NA
"1920","netz ",NA
"1921","netze ",NA
"1922","netzen ",NA
"1923","netzten ",NA
"1924","neue ",NA
"1925","neuguinea ",NA
"1926","ng ",NA
"1927","nice. ",NA
"1928","nicht ",NA
"1929","nicht 
",NA
"1930","nicht, ",NA
"1931","nicht: ",NA
"1932","nicht. ",NA
"1933","nicht) ",NA
"1934","nichts ",NA
"1935","nichts. ",NA
"1936","nichts."" ",NA
"1937","nie ",NA
"1938","niedergelegt, ",NA
"1939","niederkommen, ",NA
"1940","niederkunft ",NA
"1941","niemals ",NA
"1942","niemand ",NA
"1943","nimmt ",NA
"1944","nische, ",NA
"1945","nisten, ",NA
"1946","no ",NA
"1947","NO ",NA
"1948","noch ",NA
"1949","noch-",NA
"1950","noch, ",NA
"1951","noch. ",NA
"1952","non, ",NA
"1953","nostalgische ",NA
"1954","not ",NA
"1955","notation, ",NA
"1956","notieren: ",NA
"1957","notunterkunft, ",NA
"1958","nthielten ",NA
"1959","nu ",NA
"1960","nuckernder ",NA
"1961","nuf. ",NA
"1962","null ",NA
"1963","nummern ",NA
"1964","nur ",NA
"1965","nutzen. ",NA
"1966","o ",NA
"1967","o'clock ",NA
"1968","ob ",NA
"1969","oberen 
",NA
"1970","object)"" 
",NA
"1971","obwohl, ",NA
"1972","occhi 
",NA
"1973","occhifötzchen 
",NA
"1974","occhispitze ",NA
"1975","och ",NA
"1976","oder ",NA
"1977","oder 
",NA
"1978","of ",NA
"1979","offen ",NA
"1980","offen, ",NA
"1981","öffentlichen ",NA
"1982","öffnen ",NA
"1983","offnes ",NA
"1984","öffnung ",NA
"1985","oflärm 
",NA
"1986","oft ",NA
"1987","ofthings. ",NA
"1988","ofwhat. ",NA
"1989","oh ",NA
"1990","ohne ",NA
"1991","öhr 
",NA
"1992","ohr. ",NA
"1993","ohren ",NA
"1994","öhren 
",NA
"1995","ohrgespitzt, ",NA
"1996","old ",NA
"1997","olles ",NA
"1998","one",NA
"1999","one ",NA
"2000","or ",NA
"2001","orange ",NA
"2002","Orange ",NA
"2003","orangen",NA
"2004","orangen ",NA
"2005","orangen, ",NA
"2006","orangenpoetiqqqqq 
",NA
"2007","order",NA
"2008","ordnungen. ",NA
"2009","organ ",NA
"2010","organe, ",NA
"2011","organs, ",NA
"2012","organs. ",NA
"2013","orphans ",NA
"2014","örtlich. ",NA
"2015","Ösen ",NA
"2016","osterglocken, ",NA
"2017","östliches ",NA
"2018","other ",NA
"2019","otherweiß, ",NA
"2020","ouschn, ",NA
"2021","p. ",NA
"2022","paar ",NA
"2023","paarige ",NA
"2024","päckchen, ",NA
"2025","packte ",NA
"2026","pailletten ",NA
"2027","pakete, ",NA
"2028","palmenlücken ",NA
"2029","paperflowern: ",NA
"2030","papiere. ",NA
"2031","papiervorgänge. ",NA
"2032","papillen, ",NA
"2033","parat. ",NA
"2034","parks, ",NA
"2035","parole ",NA
"2036","part ",NA
"2037","parts 
",NA
"2038","passten, 
",NA
"2039","pattern ",NA
"2040","pause ",NA
"2041","periphere ",NA
"2042","permutiert, ",NA
"2043","person 
",NA
"2044","personal, ",NA
"2045","personen ",NA
"2046","pfeifen ",NA
"2047","pferdchen ",NA
"2048","pflanze ",NA
"2049","pflanze, ",NA
"2050","pflicht. ",NA
"2051","phantasieren, ",NA
"2052","phantomartiges ",NA
"2053","phase ",NA
"2054","philosophen. ",NA
"2055","picknickbrigaden, ",NA
"2056","picot ",NA
"2057","Pin, ",NA
"2058","pine ",NA
"2059","pinkle, ",NA
"2060","pinseln ",NA
"2061","pionierlager, ",NA
"2062","planen, ",NA
"2063","platten ",NA
"2064","platzt",NA
"2065","plaua ",NA
"2066","plosiven, ",NA
"2067","plötzlich ",NA
"2068","plötzlichen ",NA
"2069","poesie. ",NA
"2070","poison, ",NA
"2071","poisson, 
",NA
"2072","politisch, ",NA
"2073","polymorphholpern ",NA
"2074","pralle ",NA
"2075","principle ",NA
"2076","prison. ",NA
"2077","pro ",NA
"2078","probier ",NA
"2079","probten ",NA
"2080","projekt, ",NA
"2081","prozedur, ",NA
"2082","prrr ",NA
"2083","prrr 
",NA
"2084","psychopathologischen ",NA
"2085","puckerten ",NA
"2086","putzen, ",NA
"2087","quadranten, ",NA
"2088","quaken ",NA
"2089","quellen ",NA
"2090","querulanten, ",NA
"2091","r ",NA
"2092","r-",NA
"2093","racker, ",NA
"2094","rädchen ",NA
"2095","radiese ",NA
"2096","rage, ",NA
"2097","ragten ",NA
"2098","rahmen ",NA
"2099","rahmen, ",NA
"2100","ran, ",NA
"2101","ran. ",NA
"2102","rand ",NA
"2103","rand, ",NA
"2104","ränder ",NA
"2105","rändern ",NA
"2106","rändern, ",NA
"2107","rändlicher ",NA
"2108","range ",NA
"2109","rangieren ",NA
"2110","rangiermaterial. ",NA
"2111","rattern ",NA
"2112","rattled 
",NA
"2113","rau ",NA
"2114","raum, ",NA
"2115","räumen ",NA
"2116","raus ",NA
"2117","raus, ",NA
"2118","raus: ",NA
"2119","rechenzentrum, ",NA
"2120","recht ",NA
"2121","rechte ",NA
"2122","rechts ",NA
"2123","recke, ",NA
"2124","recogniziert. ",NA
"2125","recognizing ",NA
"2126","rede, ",NA
"2127","regalen, ",NA
"2128","regel ",NA
"2129","regen ",NA
"2130","regen, ",NA
"2131","regung. ",NA
"2132","reibefläche, ",NA
"2133","reichen ",NA
"2134","reichen. ",NA
"2135","reigen ",NA
"2136","reihenfolge ",NA
"2137","rein, ",NA
"2138","rein, ,,it ",NA
"2139","Reisen ",NA
"2140","reisen, ",NA
"2141","reiter ",NA
"2142","reiterahnung, ",NA
"2143","reiz 
",NA
"2144","relief) ",NA
"2145","reliefs 
",NA
"2146","remember. ",NA
"2147","repeat",NA
"2148","repeat, ",NA
"2149","repeating 
",NA
"2150","residenz. ",NA
"2151","residenzpflicht. ",NA
"2152","revolte: ",NA
"2153","ribbelt, ",NA
"2154","ribbit, ",NA
"2155","richtet ",NA
"2156","richtete ",NA
"2157","richtung ",NA
"2158","richtung, ",NA
"2159","riddle. ",NA
"2160","rideren ",NA
"2161","rief ",NA
"2162","riffel ",NA
"2163","rindermarkt. ",NA
"2164","ring ",NA
"2165","ringbildung 
",NA
"2166","ringding, ",NA
"2167","rippelnder ",NA
"2168","rippig, ",NA
"2169","rlc-",NA
"2170","rluzu., ",NA
"2171","rn ",NA
"2172","robbt, ",NA
"2173","rock.",NA
"2174","rollen, ",NA
"2175","rostigem ",NA
"2176","rote ",NA
"2177","roten ",NA
"2178","ruckelbrücke, ",NA
"2179","rücken ",NA
"2180","Rückkehr ",NA
"2181","ruckt ",NA
"2182","ruf ",NA
"2183","rufe ",NA
"2184","ruft ",NA
"2185","ruhe ",NA
"2186","ruhiger ",NA
"2187","rum ",NA
"2188","rum, ",NA
"2189","rumpelt ",NA
"2190","runde ",NA
"2191","rundgeschliffenen ",NA
"2192","rundum ",NA
"2193","runter 
",NA
"2194","rupfe ",NA
"2195","rutschen, ",NA
"2196","sache ",NA
"2197","sache ) ",NA
"2198","sache, ",NA
"2199","sachen ",NA
"2200","sächlich 
",NA
"2201","Sachs",NA
"2202","sack, ",NA
"2203","saftig ",NA
"2204","sag ",NA
"2205","sage ",NA
"2206","sage: ",NA
"2207","sagen ",NA
"2208","sagen, ",NA
"2209","sagen: ",NA
"2210","sagen: 
",NA
"2211","sagen.",NA
"2212","sagen. ",NA
"2213","sagt ",NA
"2214","sagt 
",NA
"2215","sägt, ",NA
"2216","sagt: ",NA
"2217","sagte ",NA
"2218","sagte 
",NA
"2219","sagten, ",NA
"2220","sagtest ",NA
"2221","sagtest: ",NA
"2222","sah ",NA
"2223","sahen ",NA
"2224","sailor 
",NA
"2225","salzig, ",NA
"2226","samen ",NA
"2227","sammeln, ",NA
"2228","sammelnder ",NA
"2229","samt ",NA
"2230","samtiges, ",NA
"2231","sand ",NA
"2232","sand, ",NA
"2233","sandgefälle, ",NA
"2234","sandkiddies, ",NA
"2235","sandkörnern ",NA
"2236","sanft ",NA
"2237","sanft .chwappten. ",NA
"2238","saßen ",NA
"2239","sat. ",NA
"2240","satz ",NA
"2241","satz. ",NA
"2242","sauberes ",NA
"2243","saugend. ",NA
"2244","sauglaut, ",NA
"2245","saum ",NA
"2246","saures ",NA
"2247","say ",NA
"2248","says ",NA
"2249","schabracke ",NA
"2250","schabracke, ",NA
"2251","schalen ",NA
"2252","schalen, ",NA
"2253","schält ",NA
"2254","scharfe, ",NA
"2255","scharfer ",NA
"2256","schärpe ",NA
"2257","schartigen ",NA
"2258","schatten ",NA
"2259","schatten, ",NA
"2260","schaufliger ",NA
"2261","schaukeln ",NA
"2262","schaukelstücke, ",NA
"2263","schaun) ",NA
"2264","schaut ",NA
"2265","scheide 
",NA
"2266","scheiden ",NA
"2267","scheidungsbriefe. ",NA
"2268","schein. ",NA
"2269","scheit? ",NA
"2270","schenkt ",NA
"2271","schichten, ",NA
"2272","schickt ",NA
"2273","schiebt ",NA
"2274","schiefe ",NA
"2275","schiefes 
",NA
"2276","schiffchen ",NA
