corpus,drama,figure_surface,figure_id,Gender,Age
drst,001hhp571.0,Jao,jao,MALE,
drst,001hhp571.0,Kang-Schu,kang-schu,MALE,
drst,001hhp571.0,Hoang-Puff,hoang-puff,MALE,
drst,001hhp571.0,Zimar,zimar,MALE,
drst,001hhp571.0,Nadir,nadir,MALE,
drst,001hhp571.0,Oali,oali,FEMALE,
