corpus,drama,Entity.surface,Entity.id,Entity.group_members
drst,001jk578.0,duport,0,
drst,001jk578.0,louis,1,
drst,001jk578.0,madam_duport,2,
drst,001jk578.0,la_brie,3,
drst,001jk578.0,julie,4,
drst,001jk578.0,antoinette,5,
drst,001jk578.0,marquis,6,
drst,001jk578.0,erste_dame,7,
drst,001jk578.0,zweyte_dame,8,
drst,001jk578.0,dritte_dame,9,
drst,001jk578.0,vierte_dame,10,
drst,001jk578.0,fuenfte_dame,11,
drst,001jk578.0,sechste_dame,12,
drst,001jk578.0,eine_dame,13,
drst,001jk578.0,erster_herr,14,
drst,001jk578.0,zweyter_herr,15,
drst,001jk578.0,dritter_herr,16,
drst,001jk578.0,vierter_herr,17,
drst,001jk578.0,fuenfter_herr,18,
drst,001jk578.0,sechster_herr,19,
