"brentano_die-gruendung-prags-1814" "brentano_ponce-de-leon-1803" "goethe_der-buergergeneral-1793" "goethe_der-grosskophta-1791" "goethe_die-natuerliche-tochter-1803" "goethe_faust-der-tragoedie-zweiter-teil-1832" "goethe_torquato-tasso-1790" "iffland_das-erbtheil-des-vaters-1802" "iffland_der-spieler-1796" "kleist_amphitryon-1807" "kleist_der-zerbrochene-krug-1808" "kleist_die-familie-schroffenstein-1803" "kleist_die-hermannsschlacht-1808" "kleist_penthesilea-1808" "kleist_prinz-friedrich-von-homburg-1810" "kotzebue_der-hyperboreische-esel-1799" "kotzebue_die-deutschen-kleinstaedter-1802" "kotzebue_menschenhass-und-reue-1788" "schiller_die-braut-von-messina-1803" "schiller_die-jungfrau-von-orleans-1801" "schiller_die-piccolomini-1799" "schiller_kabale-und-liebe-1784" "schiller_maria-stuart-1800" "schiller_wallensteins-lager-1798" "schiller_wallensteins-tod-1799" "schiller_wilhelm-tell-1804" "schlegel_alarcos-1802" "tieck_der-gestiefelte-kater-1797" "tieck_die-verkehrte-welt-1800" "tieck_prinz-zerbino-1799" "tieck_ritter-blaubart-1797" "werner_der-vierundzwanzigste-februar-1809"
"zur" 0.249228020126338 0.0653940771650111 0.0458295142071494 0.049079754601227 0.127356087620988 0.175596578117965 0.056392491742528 0.04999500049995 0.0846784863720561 0.112273237605625 0.193140193140193 0.0832965848400216 0.167314335060449 0.125868257890075 0.138959994149053 0.122799836266885 0.053138492195284 0.0377287304282211 0.114080834419817 0.113876687815194 0.139335476956056 0.0885775254660386 0.0881024925663522 0.0987584650112867 0.0694927032661571 0.0635647088736334 0.15785319652723 0.104249708714049 0.15892545883318 0.133295785224819 0.0472713903041126 0.197005516154452
"nein" 0.0532940420395943 0.130788154330022 0.229147571035747 0.0441717791411043 0.0254712175241977 0.0225123818099955 0.0604205268669943 0.14998500149985 0.275205080709182 0.0768185309933227 0.11988011988012 0.264589151844774 0.161917098445596 0.0606032352804065 0.226724200980034 0.0818665575112567 0.245765526403188 0.268817204301075 0.0434593654932638 0.0650723930372539 0.0696677384780279 0.193260055562266 0.0954443669468815 0.0564334085778781 0.102410299550126 0.0805152979066023 0.0789265982636148 0.122646716134176 0.189685225058956 0.123908758096311 0.141814170912338 0.328342526924087
"ganz" 0.0674012884618399 0.161928191075265 0.168041552092881 0.157055214723926 0.0611309220580744 0.0945520036019811 0.185289615725449 0.16998300169983 0.0952632971685631 0.0531820599184542 0.0466200466200466 0.122494977705914 0.107944732297064 0.0745885972681926 0.109705258538726 0.0409332787556283 0.192627034207904 0.117902282588191 0.0651890482398957 0.0610053684724256 0.123258306538049 0.116761283568869 0.0770896809955582 0.0987584650112867 0.0621776818697195 0.0508517670989067 0.177584846093133 0.220764089041516 0.179431969650364 0.165211677461748 0.183833184515993 0.0394011032308905
"einem" 0.103453140429801 0.124560146980973 0.106935533150015 0.161963190184049 0.0305654610290372 0.0180099054479964 0.157093369854185 0.06999300069993 0.10584810796507 0.135909708680494 0.106560106560107 0.117595178597677 0.156519861830743 0.167824343853433 0.117018942441308 0.122799836266885 0.106276984390568 0.202791926051688 0.0977835723598435 0.0772734667317391 0.139335476956056 0.189233804404719 0.0770896809955582 0.112866817155756 0.0658351925679383 0.110178828714298 0.0591949486977111 0.141043723554302 0.179431969650364 0.120153947244908 0.131309417511424 0.0656685053848174
"am" 0.166152013417559 0.0622800734904867 0.0611060189428659 0.0539877300613497 0.122261844116149 0.191355245384962 0.116813018609522 0.094990500949905 0.0740936755755491 0.0354547066123028 0.106560106560107 0.0881963839482581 0.172711571675302 0.0745885972681926 0.182842097564543 0.0409332787556283 0.13284623048821 0.0990379173740804 0.0597566275532377 0.0691394176020823 0.0911039657020364 0.10065627893868 0.0550640578539701 0.141083521444695 0.0585201711715007 0.161030595813205 0.0986582478295185 0.110382044520758 0.133292320311699 0.112644325542101 0.126057040810967 0.275807722616233
"immer" 0.0282144928444911 0.168156198424314 0.183318056828598 0.132515337423313 0.0713194090677534 0.112561909049977 0.0966728429871909 0.074992500749925 0.0582164593807886 0.0413638243810199 0.01998001998002 0.0440981919741291 0.026986183074266 0.0419560859633583 0.0438821034154904 0.225133033155956 0.106276984390568 0.165063195623467 0.0380269448066058 0.032536196518627 0.0857449088960343 0.0402625115754721 0.022025623141588 0.112866817155756 0.0768077246625946 0.0254258835494533 0.0986582478295185 0.30048445452873 0.297344406849175 0.247817516192622 0.472713903041126 0.288941423693197
"bist" 0.0815085348840855 0.221094260891228 0.0611060189428659 0.0736196319018405 0.117167600611309 0.130571814497974 0.149037299605253 0.024997500249975 0.10584810796507 0.277728535129705 0.03996003996004 0.235190357195355 0.151122625215889 0.0792503845974547 0.190155781467125 0.24559967253377 0.026569246097642 0.0801735521599698 0.0814863102998696 0.17488205628762 0.0803858520900322 0.124813785883963 0.0477221834734408 0.0564334085778781 0.0768077246625946 0.0932282396813289 0.0887924230465667 0.0674556938737965 0.0974059263816262 0.0769736224537689 0.157571301013709 0.0394011032308905
"meinen" 0.0736711757606157 0.121446143306449 0.0458295142071494 0.0883435582822086 0.188487009679063 0.0495272399819901 0.120841053733989 0.184981501849815 0.185234188938873 0.0650002954558884 0.0333000333000333 0.0979959821647313 0.0809585492227979 0.0559414479511445 0.0365684195129087 0.102333196889071 0.0996346728661574 0.198075834748161 0.135810517166449 0.0854075158613958 0.0643086816720257 0.161050046301888 0.176204985132704 0.0141083521444695 0.117040342343001 0.0720400033901178 0.0493291239147593 0.159440730974428 0.138418948015995 0.125786163522013 0.105047534009139 0.0394011032308905
"meiner" 0.0689687602865339 0.130788154330022 0.0763825236785823 0.157055214723926 0.132450331125828 0.024763619990995 0.084588737613792 0.104989501049895 0.121725324159831 0.171364415292797 0.0865800865800866 0.0685971875153119 0.0647668393782383 0.125868257890075 0.109705258538726 0.0818665575112567 0.112919295914978 0.202791926051688 0.124945675793133 0.0976085895558809 0.07502679528403 0.20131255787736 0.22025623141588 0.0282167042889391 0.0694927032661571 0.0720400033901178 0.128255722178374 0.0981173729073404 0.138418948015995 0.088238055007979 0.136561794211881 0.0394011032308905
"vom" 0.139504992397762 0.018684022047146 0.0611060189428659 0.0588957055214724 0.10697911360163 0.186852769022963 0.0483364214935954 0.03999600039996 0.0529240539825351 0.112273237605625 0.17982017982018 0.0930961830564947 0.102547495682211 0.18180970584122 0.182842097564543 0.102333196889071 0.053138492195284 0.051877004338804 0.0977835723598435 0.105742638685538 0.182207931404073 0.0523412650481137 0.106457178517676 0.0846501128668172 0.128012874437658 0.169505890329689 0.138121546961326 0.0674556938737965 0.0717727878601456 0.101379892987891 0.0262618835022848 0.30207512477016
"hast" 0.0893458940075552 0.155700183726217 0.0763825236785823 0.107975460122699 0.10697911360163 0.0945520036019811 0.189317650849915 0.05999400059994 0.132310134956338 0.153637061986645 0.0732600732600733 0.186192366112989 0.183506044905009 0.0745885972681926 0.109705258538726 0.143266475644699 0.013284623048821 0.0613091869458593 0.114080834419817 0.138278835204165 0.101822079314041 0.120787534726416 0.0954443669468815 0.0141083521444695 0.106067810248345 0.0720400033901178 0.10852407261247 0.055191022260379 0.0717727878601456 0.0506899464939454 0.178580807815537 0.026267402153927
"seine" 0.0783735912346976 0.127674150655498 0.0611060189428659 0.196319018404908 0.10697911360163 0.0337685727149932 0.136953194231854 0.10998900109989 0.121725324159831 0.0650002954558884 0.0532800532800533 0.0636973884070753 0.0809585492227979 0.111882895902289 0.0438821034154904 0.0818665575112567 0.0863500498173364 0.141482739105829 0.103215993046502 0.138278835204165 0.203644158628081 0.165076297459436 0.0954443669468815 0.155191873589165 0.106067810248345 0.139842359521993 0.069060773480663 0.116514380327467 0.0871526709730339 0.0807284333051723 0.0787856505068543 0.0131337010769635
"hab" 0.0721037039359217 0.00622800734904867 0.0305530094714329 0.103067484662577 0.0713194090677534 0.0742908599729851 0.149037299605253 0 0.00529240539825351 0.0590911776871713 0.0932400932400932 0.181292567004753 0.102547495682211 0.0419560859633583 0.0731368390258173 0.0409332787556283 0.166057788110262 0.0943218260705527 0.146675358539765 0.130144786074508 0.209003215434084 0.177155050932077 0.139495613230058 0.169300225733634 0.204820599100252 0.199169421137385 0.10852407261247 0.0735880296805053 0.0666461601558495 0.0488125410682437 0.0787856505068543 0.341476228001051
"ihnen" 0.0391867956173488 0.0965341139102544 0.0458295142071494 0.485889570552147 0 0.0090049527239982 0.0241682107467977 0.42995700429957 0.243450648319661 0.00590911776871713 0 0.0293987946494194 0.0161917098445596 0.0279707239755722 0 0.122799836266885 0.192627034207904 0.278249386908131 0.0271621034332899 0.00813404912965674 0.112540192926045 0.237548818295285 0.011012811570794 0.0282167042889391 0.0475476390768443 0.0211882362912111 0 0.104249708714049 0.215318363580437 0.204637191401483 0.0472713903041126 0.0131337010769635
"welt" 0.0470241547408185 0.0934201102357301 0.0763825236785823 0.107975460122699 0.188487009679063 0.119315623592976 0.161121404978651 0.03999600039996 0.0846784863720561 0.118182355374343 0.0732600732600733 0.0293987946494194 0.053972366148532 0.0512796606218824 0.0585094712206538 0.143266475644699 0.0332115576220525 0.16034710431994 0.152107779226423 0.0894745404262242 0.0696677384780279 0.161050046301888 0.124811864468999 0.112866817155756 0.0914377674554698 0.0466141198406645 0.0591949486977111 0.153308395167719 0.0410130216343689 0.16708908288745 0.0630285204054835 0.118203309692671
"ach" 0.0172421900716335 0.202410238844082 0 0.0736196319018405 0.10697911360163 0.0562809545249887 0.0402803512446629 0.254974502549745 0.185234188938873 0.112273237605625 0.0932400932400932 0.127394776814151 0.053972366148532 0.0745885972681926 0.0950778907335625 0.204666393778142 0.126203918963799 0.235804565176382 0.0217296827466319 0.032536196518627 0.0214362272240086 0.0120787534726416 0.0917734297566169 0.0282167042889391 0.0292600855857503 0.0635647088736334 0.069060773480663 0.0735880296805053 0.102532554085922 0.187740542570168 0.246861704921477 0.210139217231416
"deine" 0.158314654294089 0.133902158004546 0 0.0834355828220859 0.101884870096791 0.0607834308869878 0.0805607024893257 0.054994500549945 0.0476316485842816 0.135909708680494 0.0133200133200133 0.14209417413886 0.124136442141623 0.0932357465852408 0.146273678051635 0.122799836266885 0.0199269345732315 0.0660252782493869 0.184702303346371 0.17488205628762 0.0428724544480171 0.209365060192455 0.0954443669468815 0.0141083521444695 0.117040342343001 0.0847529451648445 0.147987371744278 0.055191022260379 0.0358863939300728 0.0488125410682437 0.0735332738063974 0
"diesen" 0.0830760067087794 0.056052066141438 0.0458295142071494 0.211042944785276 0.11207335710647 0.0787933363349842 0.112784983485056 0.044995500449955 0.0529240539825351 0.118182355374343 0.01998001998002 0.0881963839482581 0.102547495682211 0.121206470560813 0.102391574636144 0.0818665575112567 0.053138492195284 0.113186191284663 0.119513255106475 0.158613958028306 0.128617363344051 0.165076297459436 0.113799052898205 0.0564334085778781 0.113382831644783 0.0847529451648445 0.0591949486977111 0.0490586864536702 0.0820260432687378 0.112644325542101 0.0630285204054835 0.0131337010769635
"hand" 0.131667633274292 0.0311400367452434 0.0152765047357165 0.0932515337423313 0.152827305145186 0.0675371454299865 0.0926448078627246 0.16998300169983 0.0370468377877745 0.0590911776871713 0.0466200466200466 0.0930961830564947 0.129533678756477 0.121206470560813 0.138959994149053 0.0204666393778142 0.0797077382929259 0.0707413695529145 0.0869187309865276 0.191150154546933 0.128617363344051 0.0885775254660386 0.187217796703498 0.0705417607223476 0.106067810248345 0.165268243071447 0.069060773480663 0.055191022260379 0.0410130216343689 0.0281610813855252 0.0367666369031987 0.105069608615708
"diesem" 0.065833816637146 0.0591660698159624 0.0305530094714329 0.18159509202454 0.132450331125828 0.0517784781629896 0.14098122935632 0.074992500749925 0.031754432389521 0.16545529752408 0.03996003996004 0.122494977705914 0.178108808290155 0.139853619877861 0.0950778907335625 0.0409332787556283 0.026569246097642 0.0707413695529145 0.108648413733159 0.158613958028306 0.160771704180064 0.144945041671699 0.216585294225616 0.0141083521444695 0.0914377674554698 0.0974658869395711 0.0591949486977111 0.0306616790335439 0.0666461601558495 0.0581995681967521 0.0210095068018278 0.0131337010769635
"dort" 0.0752386475853097 0.0591660698159624 0.0305530094714329 0.0294478527607362 0.137544574630667 0.159837910850968 0.0926448078627246 0.10998900109989 0.0370468377877745 0.224546475211251 0.286380286380286 0.0538977901906022 0.151122625215889 0.153838981865647 0.0950778907335625 0 0.0464961806708735 0.0896057347670251 0.0434593654932638 0.0976085895558809 0.0214362272240086 0.0362362604179249 0.0624059322344995 0.0846501128668172 0.0548626604732819 0.194931773879142 0.147987371744278 0.0858527012939229 0.0615195324515534 0.0675865953252605 0.0682808971059404 0.170738114000525
"laß" 0.0595639293383701 0.0840780992121571 0.0152765047357165 0.0588957055214724 0.315843097300051 0.0968032417829806 0.149037299605253 0.034996500349965 0.0952632971685631 0.159546179755363 0.0865800865800866 0.181292567004753 0.242875647668394 0.125868257890075 0.160901045856798 0.0409332787556283 0.0199269345732315 0.051877004338804 0.103215993046502 0.142345859768993 0.0964630225080386 0.0845512743084914 0.0403803090929114 0.0846501128668172 0.124355363739439 0.0593270616153911 0.118389897395422 0.0183970074201263 0.0256331385214806 0.0244062705341218 0.0525237670045696 0.197005516154452
"über" 0.0799410630593915 0.112104132282876 0.0916590284142988 0.122699386503067 0.0509424350483953 0.0652859072489869 0.0604205268669943 0.184981501849815 0.0899708917703096 0.118182355374343 0.03996003996004 0.0734969866235484 0.053972366148532 0.0978975339145028 0.0511957873180721 0.102333196889071 0.0929923613417469 0.141482739105829 0.114080834419817 0.0894745404262242 0.0696677384780279 0.209365060192455 0.0624059322344995 0.112866817155756 0.0987527888519074 0.110178828714298 0.0295974743488556 0.134911387747593 0.0563929047472573 0.088238055007979 0.115552287410053 0.0394011032308905
"kommt" 0.0156747182469395 0.0716220845140597 0.168041552092881 0.0785276073619632 0.0305654610290372 0.130571814497974 0.0765326673648594 0.08999100089991 0.0529240539825351 0.088636766530757 0.0732600732600733 0.0685971875153119 0.151122625215889 0.0326325113048343 0.0658231551232356 0.102333196889071 0.0199269345732315 0.0424448217317487 0.0271621034332899 0.231820400195217 0.155412647374062 0.0603937673632081 0.102786241327411 0.112866817155756 0.087780256757251 0.220357657428596 0.00986582478295185 0.0613233580670878 0.0820260432687378 0.138928001501924 0.225852198119649 0.0788022064617809
"wollen" 0.0438892110914306 0.0871921028866814 0.137488542621448 0.122699386503067 0.0254712175241977 0.0270148581719946 0.0322242809957303 0.16998300169983 0.322836729293464 0.0177273533061514 0.03996003996004 0.0636973884070753 0.0215889464594128 0.0326325113048343 0.0219410517077452 0.143266475644699 0.119561607439389 0.132050556498774 0.0434593654932638 0.0406702456482837 0.0696677384780279 0.132866288199058 0.0330384347123821 0.112866817155756 0.0768077246625946 0.0889905924230867 0 0.153308395167719 0.194811852763252 0.161456866610345 0.168076054414623 0.052534804307854
"meinem" 0.111290499553271 0.0529380624669137 0.0611060189428659 0.0343558282208589 0.076413652572593 0.0360198108959928 0.124869088858455 0.0999900009999 0.153479756549352 0.0531820599184542 0.03996003996004 0.132294575922387 0.113341968911917 0.0466178732926204 0.102391574636144 0.102333196889071 0.0863500498173364 0.146198830409357 0.0543242068665797 0.0813404912965674 0.0643086816720257 0.108708781253775 0.146837487610587 0.0846501128668172 0.0987527888519074 0.0635647088736334 0.0591949486977111 0.0490586864536702 0.123039064903107 0.0863606495822773 0.0735332738063974 0.0656685053848174
"oder" 0.0172421900716335 0.108990128608352 0.122212037885732 0.0687116564417178 0.0254712175241977 0.024763619990995 0.0523644566180617 0.084991500849915 0.142894945752845 0.100455002068191 0.173160173160173 0.0293987946494194 0.0431778929188256 0.0699268099389306 0.0219410517077452 0.266066311911584 0.146130853537031 0.249952839086965 0.103215993046502 0.0772734667317391 0.0589496248660236 0.265732576398116 0.0293674975221174 0.0282167042889391 0.0914377674554698 0.0593270616153911 0.0493291239147593 0.134911387747593 0.128165692607403 0.110766920116399 0.115552287410053 0.026267402153927
"gar" 0.0391867956173488 0.0934201102357301 0.213871066300031 0.0245398773006135 0.0611309220580744 0.119315623592976 0.0765326673648594 0.13998600139986 0.0582164593807886 0.0236364710748685 0.00666000666000666 0.0146993973247097 0.0107944732297064 0.0186471493170482 0.0365684195129087 0.306999590667212 0.152773165061441 0.136766647802301 0.00543242068665797 0 0.0589496248660236 0.0644200185207553 0.00367093719026467 0.126975169300226 0.0219450641893128 0.0296635308076956 0.0394632991318074 0.306616790335439 0.25120475751051 0.240307894489815 0.17332843111508 0.052534804307854
"ihre" 0.112857971377964 0.105876124933827 0.0305530094714329 0.304294478527607 0.0458481915435558 0.0270148581719946 0.0402803512446629 0.18998100189981 0.137602540354591 0.0177273533061514 0.01998001998002 0.0293987946494194 0.0377806563039724 0.0559414479511445 0.0438821034154904 0.184199754400327 0.0730654267685154 0.202791926051688 0.0543242068665797 0.0813404912965674 0.0428724544480171 0.205338809034908 0.106457178517676 0.0282167042889391 0.0548626604732819 0.07627765064836 0.0197316495659037 0.0797203654872141 0.0717727878601456 0.0657091898995588 0.0577761437050265 0.052534804307854
"einer" 0.0611314011630641 0.0809640955376327 0.0152765047357165 0.107975460122699 0.0305654610290372 0.0562809545249887 0.116813018609522 0.094990500949905 0.111140513363324 0.106364119836908 0.0799200799200799 0.146993973247097 0.124136442141623 0.144515407207123 0.0292547356103269 0.0818665575112567 0.172700099634673 0.150914921712884 0.0923511516731856 0.0691394176020823 0.107181136120043 0.132866288199058 0.0477221834734408 0.141083521444695 0.0694927032661571 0.03813882532418 0.0197316495659037 0.0919850371006316 0.0768994155644417 0.0675865953252605 0.105047534009139 0.0131337010769635
"seid" 0.0689687602865339 0.311400367452434 0.366636113657195 0.0147239263803681 0.0101884870096791 0.0675371454299865 0.0201401756223314 0 0.0635088647790421 0.0590911776871713 0.193140193140193 0.0440981919741291 0.0161917098445596 0.0186471493170482 0.0292547356103269 0 0.013284623048821 0.00471609130352764 0.0380269448066058 0.0650723930372539 0.0535905680600214 0.00402625115754721 0.16519217356191 0.0564334085778781 0.087780256757251 0.211882362912111 0.0394632991318074 0.0735880296805053 0.107659181790218 0.129540974373416 0.18908556121645 0.183871815077489
"sagen" 0.0156747182469395 0.0778500918631084 0.213871066300031 0.211042944785276 0.0611309220580744 0.045024763619991 0.100700878111657 0.134986501349865 0.179941783540619 0.0709094132246056 0.126540126540127 0.137194375030624 0.0863557858376511 0.0419560859633583 0.0731368390258173 0.204666393778142 0.13284623048821 0.0896057347670251 0.0162972620599739 0.032536196518627 0.0803858520900322 0.10065627893868 0.0550640578539701 0.112866817155756 0.0768077246625946 0.0127129417747267 0.0591949486977111 0.159440730974428 0.107659181790218 0.112644325542101 0.12080466411051 0.0656685053848174
"geht" 0.0470241547408185 0.112104132282876 0.122212037885732 0.0883435582822086 0.00509424350483953 0.0472760018009905 0.0523644566180617 0.154984501549845 0.248743053717915 0.0590911776871713 0.17982017982018 0.0832965848400216 0.0215889464594128 0.0885739592559787 0.0585094712206538 0 0.106276984390568 0.0613091869458593 0.0162972620599739 0.0854075158613958 0.0964630225080386 0.0322100092603777 0.0770896809955582 0.169300225733634 0.106067810248345 0.118654123230782 0.00986582478295185 0.116514380327467 0.09227929867733 0.120153947244908 0.136561794211881 0.052534804307854
"sehr" 0.0172421900716335 0.221094260891228 0.0611060189428659 0.0834355828220859 0.0203769740193581 0.0405222872579919 0.112784983485056 0.284971502849715 0.232865837523154 0.0413638243810199 0.11988011988012 0.112695379489441 0.0593696027633851 0.0279707239755722 0.0146273678051635 0.163733115022513 0.0797077382929259 0.122618373891719 0.00543242068665797 0.0203351228241419 0.037513397642015 0.0523412650481137 0.0513931206637054 0.0423250564334086 0.018287553491094 0.00423764725824222 0 0.147176059361011 0.18455859735466 0.165211677461748 0.0892904039077683 0.0131337010769635
"zeit" 0.0877784221828613 0.0903061065612057 0.0916590284142988 0.0834355828220859 0.086602139582272 0.0832958126969833 0.213485861596713 0.05999400059994 0.0476316485842816 0.047272942149737 0.0799200799200799 0.0489979910823656 0.0431778929188256 0.0279707239755722 0.0146273678051635 0.0409332787556283 0.0730654267685154 0.0801735521599698 0.0977835723598435 0.0569383439075972 0.0911039657020364 0.0523412650481137 0.102786241327411 0.0705417607223476 0.087780256757251 0.0593270616153911 0.0591949486977111 0.0919850371006316 0.112785809494515 0.114521730967802 0.115552287410053 0.052534804307854
"dies" 0.153612238820007 0.0871921028866814 0 0.0294478527607362 0.086602139582272 0.0472760018009905 0.0241682107467977 0 0.0688012701772956 0.218637357442534 0.0532800532800533 0.0587975892988387 0.0431778929188256 0.125868257890075 0.080450522928399 0.0613999181334425 0.0199269345732315 0.0377287304282211 0.168405041286397 0.117943712380023 0.0696677384780279 0.0362362604179249 0.176204985132704 0.0282167042889391 0.0804652353608134 0.0678023561318756 0.118389897395422 0.0367940148402527 0.0820260432687378 0.0826058387308739 0.0105047534009139 0.105069608615708
"glück" 0.0846434785334734 0.0716220845140597 0.0458295142071494 0.103067484662577 0.264900662251656 0.0877982890589824 0.157093369854185 0.0999900009999 0.0793860809738026 0.0413638243810199 0 0.0587975892988387 0.0215889464594128 0.0419560859633583 0.0658231551232356 0.0613999181334425 0.0199269345732315 0.0565930956423316 0.124945675793133 0.113876687815194 0.0857449088960343 0.0644200185207553 0.0770896809955582 0.126975169300226 0.113382831644783 0.0254258835494533 0.0197316495659037 0.110382044520758 0.0666461601558495 0.0826058387308739 0.0525237670045696 0.0131337010769635
"keine" 0.032916908318573 0.1152181359574 0.0916590284142988 0.0883435582822086 0.0560366785532348 0.0427735254389914 0.0483364214935954 0.06999300069993 0.111140513363324 0.0118182355374343 0.0133200133200133 0.0440981919741291 0.053972366148532 0.0326325113048343 0.0219410517077452 0.0818665575112567 0.185984722683494 0.113186191284663 0.114080834419817 0.0854075158613958 0.07502679528403 0.0805250231509442 0.0587349950442348 0.169300225733634 0.0694927032661571 0.0847529451648445 0.128255722178374 0.159440730974428 0.138418948015995 0.123908758096311 0.126057040810967 0.052534804307854
"macht" 0.0924808376569431 0.0871921028866814 0.213871066300031 0.0834355828220859 0.0509424350483953 0.0607834308869878 0.0604205268669943 0.07999200079992 0.0740936755755491 0.047272942149737 0.11988011988012 0.0391983928658925 0.0701640759930915 0.0606032352804065 0.0365684195129087 0.0818665575112567 0.053138492195284 0.0377287304282211 0.0706214689265537 0.0854075158613958 0.15005359056806 0.0523412650481137 0.132153738849528 0.197516930022573 0.12069785304122 0.0508517670989067 0.0493291239147593 0.0858527012939229 0.0871526709730339 0.0901154604336807 0.0420190136036557 0.0394011032308905
"bis" 0.0721037039359217 0.0653940771650111 0.0152765047357165 0.0785276073619632 0.0509424350483953 0.0607834308869878 0.0523644566180617 0.03999600039996 0.0740936755755491 0.0768185309933227 0.13986013986014 0.0587975892988387 0.13493091537133 0.130530045219337 0.146273678051635 0.102333196889071 0.0464961806708735 0.0896057347670251 0.0760538896132116 0.0935415649910525 0.117899249732047 0.0483150138905665 0.0697478066150288 0.0564334085778781 0.113382831644783 0.127129417747267 0.138121546961326 0.0429263506469614 0.0768994155644417 0.0581995681967521 0.0577761437050265 0.0788022064617809
"wort" 0.0783735912346976 0.0217980257216704 0.0611060189428659 0.049079754601227 0.117167600611309 0.0742908599729851 0.132925159107387 0.12998700129987 0.0740936755755491 0.106364119836908 0.0799200799200799 0.137194375030624 0.113341968911917 0.135191832548599 0.204783149272288 0.0204666393778142 0.0597808037196945 0.0330126391246935 0.0651890482398957 0.0935415649910525 0.037513397642015 0.0764987719933969 0.0807606181858228 0.112866817155756 0.087780256757251 0.0466141198406645 0.197316495659037 0.0306616790335439 0.0666461601558495 0.0244062705341218 0.0577761437050265 0.0131337010769635
"lassen" 0.0188096618963274 0.0871921028866814 0.0611060189428659 0.166871165644172 0.0101884870096791 0.024763619990995 0.0644485619914606 0.144985501449855 0.206403810531887 0.0709094132246056 0.0333000333000333 0.0244989955411828 0.0377806563039724 0.0186471493170482 0.0511957873180721 0.0818665575112567 0.152773165061441 0.16034710431994 0.0162972620599739 0.0244021473889702 0.0964630225080386 0.144945041671699 0.0587349950442348 0.183408577878104 0.0950952781536886 0.0169505890329689 0.0295974743488556 0.196234745814681 0.199938480467548 0.088238055007979 0.0840380272073113 0.0656685053848174
"warum" 0.0297819646691851 0.0435960514433407 0.0763825236785823 0.0785276073619632 0.0305654610290372 0.0292660963529941 0.0362523161201966 0.094990500949905 0.0370468377877745 0.0945458842994741 0.173160173160173 0.112695379489441 0.0647668393782383 0.0559414479511445 0.0731368390258173 0.0613999181334425 0.053138492195284 0.16034710431994 0.0651890482398957 0.0772734667317391 0.0643086816720257 0.128840037041511 0.0734187438052935 0.0423250564334086 0.0768077246625946 0.0508517670989067 0.0493291239147593 0.159440730974428 0.148672203424587 0.118276541819206 0.147066547612795 0.052534804307854
"ins" 0.0783735912346976 0.0591660698159624 0.0458295142071494 0.0294478527607362 0.188487009679063 0.121566861773976 0.0241682107467977 0.02999700029997 0.00529240539825351 0.147727944217928 0.17982017982018 0.14209417413886 0.107944732297064 0.111882895902289 0.131646310246471 0 0.053138492195284 0.051877004338804 0.0597566275532377 0.0732064421669107 0.07502679528403 0.0644200185207553 0.0844315553760875 0.126975169300226 0.0658351925679383 0.0720400033901178 0.0493291239147593 0.0367940148402527 0.0615195324515534 0.0488125410682437 0.0472713903041126 0.0788022064617809
"viel" 0.0297819646691851 0.0653940771650111 0.106935533150015 0.0588957055214724 0.101884870096791 0.090049527239982 0.132925159107387 0.17998200179982 0.100555702566817 0.0945458842994741 0.0932400932400932 0.0979959821647313 0.0107944732297064 0.0372942986340963 0.0219410517077452 0.163733115022513 0.0597808037196945 0.113186191284663 0.0162972620599739 0.0488042947779405 0.139335476956056 0.020131255787736 0.0477221834734408 0.0846501128668172 0.0658351925679383 0.0339011780659378 0.00986582478295185 0.110382044520758 0.133292320311699 0.088238055007979 0.110299910709596 0.131337010769635
"menschen" 0.0548615138642883 0.0747360881885841 0.0152765047357165 0.186503067484663 0.0560366785532348 0.0337685727149932 0.132925159107387 0.02999700029997 0.0899708917703096 0.0177273533061514 0.00666000666000666 0.0538977901906022 0.0323834196891192 0.0606032352804065 0.00731368390258173 0.24559967253377 0.0332115576220525 0.127334465195246 0.0651890482398957 0.0691394176020823 0.0803858520900322 0.0644200185207553 0.0660768694247641 0.0282167042889391 0.106067810248345 0.0932282396813289 0.0295974743488556 0.0797203654872141 0.107659181790218 0.122031352670609 0.141814170912338 0.026267402153927
"wäre" 0.031349436493879 0.242892286612898 0.213871066300031 0.122699386503067 0.0356597045338767 0.0360198108959928 0.0644485619914606 0.104989501049895 0.0952632971685631 0.0709094132246056 0.03996003996004 0.0832965848400216 0.0323834196891192 0.0186471493170482 0.0731368390258173 0.184199754400327 0.152773165061441 0.127334465195246 0.0217296827466319 0.00813404912965674 0.0160771704180064 0.0563675162056609 0.0367093719026467 0.0141083521444695 0.0256025748875315 0.0169505890329689 0.0394632991318074 0.122646716134176 0.112785809494515 0.0863606495822773 0.220599821419192 0.0131337010769635
"nie" 0.117560386852046 0.0871921028866814 0.0152765047357165 0.0834355828220859 0.0407539480387163 0.0765420981539847 0.0886167727382583 0.104989501049895 0.100555702566817 0.0118182355374343 0 0.0587975892988387 0.00539723661485319 0.0233089366463102 0.0292547356103269 0.0409332787556283 0.026569246097642 0.141482739105829 0.0760538896132116 0.113876687815194 0.0589496248660236 0.0805250231509442 0.0954443669468815 0.0564334085778781 0.0731502139643758 0.0678023561318756 0.167719021310182 0.0797203654872141 0.046139649338665 0.0506899464939454 0.0577761437050265 0.0394011032308905
