
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","title",NA,NA,2122,2122,"KBD:32","GROUP 1: self paced essai",NA,NA,NA,NA
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","instruction1",NA,NA,3260,1138,"KBD:32","press [space] to continue. [leertaste] drücken, um weiter...",NA,NA,NA,NA
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","instruction2",NA,NA,4281,1021,"KBD:32","Wenn das X erscheint, drücken Sie bitte jedesmal die Leer...",NA,NA,NA,NA
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","practice03","practice03_fixation",NA,5071,790,"KBD:32","X",NA,NA,NA,NA
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","practice03","practice03_0",NA,8112,3041,"KBD:32","Es geht bei den folgenden Texten nicht um schnelles Lesen.",NA,NA,NA,NA
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","practice03","practice03_1",NA,8910,798,"KBD:32"," Ihre Lesegeschwindigkeit wird zwar erfasst, hat aber keinen Einflusz auf den weiteren Verlauf des Tests.",NA,NA,NA,NA
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","practice03","practice03_2",NA,9514,604,"KBD:32"," Sie können den Test auch jederzeit abbrechen.",NA,NA,NA,NA
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","instruction3",NA,NA,10035,521,"KBD:32","Lesen Sie:",NA,NA,NA,NA
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","SM11","SM11_fixation",NA,10504,469,"KBD:32","X","all","SM","RUB","11SM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","SM11","SM11_0",-2,49604,39100,"KBD:32","Petra besuchte letzte Woche ihr Lieblingsmuseum, in dem sie schon lange nicht mehr gewesen war.","all","SM","RUB","11SM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","SM11","SM11_1",-1,50331,727,"KBD:32"," Sie verbrachte Stunden damit, sich die Bilder, Kunstwerke, Ausstellungstücke und Info-Texte durchzulesen und alles in Erfahrung zu bringen, was sie konnte.","all","SM","RUB","11SM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","SM11","SM11_2",0,50694,363,"KBD:32"," Es war ein heftiger Rausch.","all","SM","RUB","11SM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","SM11","SM11_3",1,51062,368,"KBD:32"," Petra vergaß schnell die Zeit und wurde fast im Museum eingeschlossen, doch der Hausmeister bemerkte sie zum Glück noch rechtzeitig.","all","SM","RUB","11SM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","MM18","MM18_fixation",NA,51560,498,"KBD:32","X","all","MM","RUB","18MM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","MM18","MM18_0",-2,52547,987,"KBD:32","Für Lars war das Aufstehen eine Zwangsarbeit.","all","MM","RUB","18MM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","MM18","MM18_1",-1,52910,363,"KBD:32"," Jeden Morgen weigerte er sich so lange, das Steuer seines Lebens zu übernehmen,","all","MM","RUB","18MM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","MM18","MM18_2",0,53604,694,"KBD:32"," bis Xenia ihn wachrüttelte.","all","MM","RUB","18MM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","MM18","MM18_3",1,54035,431,"KBD:32"," Bis ins hohe Alter wuchs er aus seinen Kinderschuhen nie ganz heraus.","all","MM","RUB","18MM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","MM18","MM18_4",2,54459,424,"KBD:32"," Aber zu seinem Glück setzte Xenia ihm auch nie die Pistole auf die Brust.","all","MM","RUB","18MM"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","LC12","LC12_fixation",NA,55903,1444,"KBD:32","X","all","LC","RUB","12LC"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","LC12","LC12_0",-2,57407,1504,"KBD:32","Harry war sich sicher, dass er seinen ersten Fallschirmsprung gut meistern würde.","all","LC","RUB","12LC"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","LC12","LC12_1",-1,58074,667,"KBD:32"," Es war sein größter Traum, wenn auch zugleich seine größte Angst, einmal mit dem Fallschirm aus einem Flugzeug zu springen.","all","LC","RUB","12LC"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","LC12","LC12_2",0,58768,694,"KBD:32"," Es war ein turbulenter Fall.","all","LC","RUB","12LC"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","LC12","LC12_3",1,59649,881,"KBD:32"," Harry hatte jedoch den Spaß seines Lebens.","all","LC","RUB","12LC"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","LC12","LC12_4",2,60433,784,"KBD:32"," Mächtig durchgeschüttelt kam er wieder heil am Boden an und sprang sofort nochmal.","all","LC","RUB","12LC"
"Tue Sep 14 2021 18:59:02 GMT+0200 (CEST)","instruction4",NA,NA,64104,3671,"KBD:32","ENDE des test. danke....",NA,NA,NA,NA

"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","title",NA,NA,2894,2894,"KBD:32","GROUP 1: self paced essai",NA,NA,NA,NA
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","instruction1",NA,NA,3728,834,"KBD:32","press [space] to continue. [leertaste] drücken, um weiter...",NA,NA,NA,NA
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","instruction2",NA,NA,4456,728,"KBD:32","Wenn das X erscheint, drücken Sie bitte jedesmal die Leer...",NA,NA,NA,NA
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","practice03","practice03_fixation",NA,5235,779,"KBD:32","X",NA,NA,NA,NA
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","practice03","practice03_0",NA,5694,459,"KBD:32","Es geht bei den folgenden Texten nicht um schnelles Lesen.",NA,NA,NA,NA
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","practice03","practice03_1",NA,6090,396,"KBD:32"," Ihre Lesegeschwindigkeit wird zwar erfasst, hat aber keinen Einflusz auf den weiteren Verlauf des Tests.",NA,NA,NA,NA
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","practice03","practice03_2",NA,6526,436,"KBD:32"," Sie können den Test auch jederzeit abbrechen.",NA,NA,NA,NA
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","instruction3",NA,NA,7531,1005,"KBD:32","Lesen Sie:",NA,NA,NA,NA
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","SM11","SM11_fixation",NA,8270,739,"KBD:32","X","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","SM11","SM11_0",-2,8813,543,"KBD:32","Petra besuchte letzte Woche ihr Lieblingsmuseum, in dem sie schon lange nicht mehr gewesen war.","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","SM11","SM11_1",-1,9271,458,"KBD:32"," Sie verbrachte Stunden damit, sich die Bilder, Kunstwerke, Ausstellungstücke und Info-Texte durchzulesen und alles in Erfahrung zu bringen, was sie konnte.","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","SM11","SM11_2",0,9714,443,"KBD:32"," Es war ein heftiger Rausch.","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","SM11","SM11_3",1,10126,412,"KBD:32"," Petra vergaß schnell die Zeit und wurde fast im Museum eingeschlossen, doch der Hausmeister bemerkte sie zum Glück noch rechtzeitig.","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","MM18","MM18_fixation",NA,10939,813,"KBD:32","X","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","MM18","MM18_0",-2,11454,515,"KBD:32","Für Lars war das Aufstehen eine Zwangsarbeit.","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","MM18","MM18_1",-1,11863,409,"KBD:32"," Jeden Morgen weigerte er sich so lange, das Steuer seines Lebens zu übernehmen,","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","MM18","MM18_2",0,12241,378,"KBD:32"," bis Xenia ihn wachrüttelte.","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","MM18","MM18_3",1,12650,409,"KBD:32"," Bis ins hohe Alter wuchs er aus seinen Kinderschuhen nie ganz heraus.","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","MM18","MM18_4",2,13029,379,"KBD:32"," Aber zu seinem Glück setzte Xenia ihm auch nie die Pistole auf die Brust.","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","LC12","LC12_fixation",NA,13651,622,"KBD:32","X","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","LC12","LC12_0",-2,14311,660,"KBD:32","Harry war sich sicher, dass er seinen ersten Fallschirmsprung gut meistern würde.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","LC12","LC12_1",-1,14708,397,"KBD:32"," Es war sein größter Traum, wenn auch zugleich seine größte Angst, einmal mit dem Fallschirm aus einem Flugzeug zu springen.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","LC12","LC12_2",0,15223,515,"KBD:32"," Es war ein turbulenter Fall.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","LC12","LC12_3",1,15719,496,"KBD:32"," Harry hatte jedoch den Spaß seines Lebens.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","LC12","LC12_4",2,16730,1011,"KBD:32"," Mächtig durchgeschüttelt kam er wieder heil am Boden an und sprang sofort nochmal.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:01:01 GMT+0200 (CEST)","instruction4",NA,NA,18916,2186,"KBD:32","ENDE des test. danke....",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","title",NA,NA,2347,2347,"KBD:32","GROUP 1: self paced essai",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","instruction1",NA,NA,2958,611,"KBD:32","press [space] to continue. [leertaste] drücken, um weiter...",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","instruction2",NA,NA,3993,1035,"KBD:32","Wenn das X erscheint, drücken Sie bitte jedesmal die Leer...",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","practice03","practice03_fixation",NA,4417,424,"KBD:32","X",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","practice03","practice03_0",NA,4769,352,"KBD:32","Es geht bei den folgenden Texten nicht um schnelles Lesen.",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","practice03","practice03_1",NA,5114,345,"KBD:32"," Ihre Lesegeschwindigkeit wird zwar erfasst, hat aber keinen Einflusz auf den weiteren Verlauf des Tests.",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","practice03","practice03_2",NA,5466,352,"KBD:32"," Sie können den Test auch jederzeit abbrechen.",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","instruction3",NA,NA,6141,675,"KBD:32","Lesen Sie:",NA,NA,NA,NA
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","SM11","SM11_fixation",NA,6464,323,"KBD:32","X","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","SM11","SM11_0",-2,6794,330,"KBD:32","Petra besuchte letzte Woche ihr Lieblingsmuseum, in dem sie schon lange nicht mehr gewesen war.","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","SM11","SM11_1",-1,7150,356,"KBD:32"," Sie verbrachte Stunden damit, sich die Bilder, Kunstwerke, Ausstellungstücke und Info-Texte durchzulesen und alles in Erfahrung zu bringen, was sie konnte.","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","SM11","SM11_2",0,7536,386,"KBD:32"," Es war ein heftiger Rausch.","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","SM11","SM11_3",1,7927,391,"KBD:32"," Petra vergaß schnell die Zeit und wurde fast im Museum eingeschlossen, doch der Hausmeister bemerkte sie zum Glück noch rechtzeitig.","all","SM","RUB","11SM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","MM18","MM18_fixation",NA,8605,678,"KBD:32","X","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","MM18","MM18_0",-2,8962,357,"KBD:32","Für Lars war das Aufstehen eine Zwangsarbeit.","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","MM18","MM18_1",-1,9314,352,"KBD:32"," Jeden Morgen weigerte er sich so lange, das Steuer seines Lebens zu übernehmen,","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","MM18","MM18_2",0,9648,334,"KBD:32"," bis Xenia ihn wachrüttelte.","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","MM18","MM18_3",1,10000,352,"KBD:32"," Bis ins hohe Alter wuchs er aus seinen Kinderschuhen nie ganz heraus.","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","MM18","MM18_4",2,10469,469,"KBD:32"," Aber zu seinem Glück setzte Xenia ihm auch nie die Pistole auf die Brust.","all","MM","RUB","18MM"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","LC12","LC12_fixation",NA,11170,701,"KBD:32","X","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","LC12","LC12_0",-2,11561,391,"KBD:32","Harry war sich sicher, dass er seinen ersten Fallschirmsprung gut meistern würde.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","LC12","LC12_1",-1,11913,352,"KBD:32"," Es war sein größter Traum, wenn auch zugleich seine größte Angst, einmal mit dem Fallschirm aus einem Flugzeug zu springen.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","LC12","LC12_2",0,12337,424,"KBD:32"," Es war ein turbulenter Fall.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","LC12","LC12_3",1,12824,487,"KBD:32"," Harry hatte jedoch den Spaß seines Lebens.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","LC12","LC12_4",2,13631,807,"KBD:32"," Mächtig durchgeschüttelt kam er wieder heil am Boden an und sprang sofort nochmal.","all","LC","RUB","12LC"
"Tue Sep 14 2021 19:03:53 GMT+0200 (CEST)","instruction4",NA,NA,16976,3345,"KBD:32","ENDE des test. danke....",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","title",NA,NA,1504,1504,"KBD:32","GROUP 1: self paced essai",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","instruction1",NA,NA,2168,664,"KBD:32","press [space] to continue. [leertaste] drücken, um weiter...",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","instruction2",NA,NA,2873,705,"KBD:32","Wenn das X erscheint, drücken Sie bitte jedesmal die Leer...",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","practice03","practice03_fixation",NA,3124,251,"KBD:32","X",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","practice03","practice03_0",NA,3345,221,"KBD:32","Es geht bei den folgenden Texten nicht um schnelles Lesen.",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","practice03","practice03_1",NA,3563,218,"KBD:32"," Ihre Lesegeschwindigkeit wird zwar erfasst, hat aber keinen Einflusz auf den weiteren Verlauf des Tests.",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","practice03","practice03_2",NA,3773,210,"KBD:32"," Sie können den Test auch jederzeit abbrechen.",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","instruction3",NA,NA,4485,712,"KBD:32","Lesen Sie:",NA,NA,NA,NA
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","SM11","SM11_fixation",NA,4705,220,"KBD:32","X","all","SM","RUB","11SM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","SM11","SM11_0",-2,4935,230,"KBD:32","Petra besuchte letzte Woche ihr Lieblingsmuseum, in dem sie schon lange nicht mehr gewesen war.","all","SM","RUB","11SM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","SM11","SM11_1",-1,5145,210,"KBD:32"," Sie verbrachte Stunden damit, sich die Bilder, Kunstwerke, Ausstellungstücke und Info-Texte durchzulesen und alles in Erfahrung zu bringen, was sie konnte.","all","SM","RUB","11SM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","SM11","SM11_2",0,5384,239,"KBD:32"," Es war ein heftiger Rausch.","all","SM","RUB","11SM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","SM11","SM11_3",1,5595,211,"KBD:32"," Petra vergaß schnell die Zeit und wurde fast im Museum eingeschlossen, doch der Hausmeister bemerkte sie zum Glück noch rechtzeitig.","all","SM","RUB","11SM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","MM18","MM18_fixation",NA,5835,240,"KBD:32","X","all","MM","RUB","18MM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","MM18","MM18_0",-2,6079,244,"KBD:32","Für Lars war das Aufstehen eine Zwangsarbeit.","all","MM","RUB","18MM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","MM18","MM18_1",-1,6318,239,"KBD:32"," Jeden Morgen weigerte er sich so lange, das Steuer seines Lebens zu übernehmen,","all","MM","RUB","18MM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","MM18","MM18_2",0,6551,233,"KBD:32"," bis Xenia ihn wachrüttelte.","all","MM","RUB","18MM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","MM18","MM18_3",1,6769,218,"KBD:32"," Bis ins hohe Alter wuchs er aus seinen Kinderschuhen nie ganz heraus.","all","MM","RUB","18MM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","MM18","MM18_4",2,7024,255,"KBD:32"," Aber zu seinem Glück setzte Xenia ihm auch nie die Pistole auf die Brust.","all","MM","RUB","18MM"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","LC12","LC12_fixation",NA,7478,454,"KBD:32","X","all","LC","RUB","12LC"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","LC12","LC12_0",-2,7778,300,"KBD:32","Harry war sich sicher, dass er seinen ersten Fallschirmsprung gut meistern würde.","all","LC","RUB","12LC"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","LC12","LC12_1",-1,8006,228,"KBD:32"," Es war sein größter Traum, wenn auch zugleich seine größte Angst, einmal mit dem Fallschirm aus einem Flugzeug zu springen.","all","LC","RUB","12LC"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","LC12","LC12_2",0,8262,256,"KBD:32"," Es war ein turbulenter Fall.","all","LC","RUB","12LC"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","LC12","LC12_3",1,8513,251,"KBD:32"," Harry hatte jedoch den Spaß seines Lebens.","all","LC","RUB","12LC"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","LC12","LC12_4",2,9060,547,"KBD:32"," Mächtig durchgeschüttelt kam er wieder heil am Boden an und sprang sofort nochmal.","all","LC","RUB","12LC"
"Mon Sep 27 2021 11:16:55 GMT+0200 (CEST)","instruction4",NA,NA,13474,4414,"KBD:32","ENDE des test. danke....",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","title",NA,NA,1327,1327,"KBD:32","GROUP 1: self paced essai",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","instruction1",NA,NA,1967,640,"KBD:32","press [space] to continue. [leertaste] drücken, um weiter...",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","instruction2",NA,NA,2586,619,"KBD:32","Wenn das X erscheint, drücken Sie bitte jedesmal die Leer...",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","practice03","practice03_fixation",NA,2848,262,"KBD:32","X",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","practice03","practice03_0",NA,3092,244,"KBD:32","Es geht bei den folgenden Texten nicht um schnelles Lesen.",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","practice03","practice03_1",NA,3354,262,"KBD:32"," Ihre Lesegeschwindigkeit wird zwar erfasst, hat aber keinen Einflusz auf den weiteren Verlauf des Tests.",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","practice03","practice03_2",NA,3598,244,"KBD:32"," Sie können den Test auch jederzeit abbrechen.",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","instruction3",NA,NA,4125,527,"KBD:32","Lesen Sie:",NA,NA,NA,NA
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","LC12","LC12_fixation",NA,4377,252,"KBD:32","X","all","LC","RUB","12LC"
"Mon Sep 27 2021 11:24:37 GMT+0200 (CEST)","LC12","LC12_0",-2,4633,256,"KBD:32","Harry war sich sicher, dass er seinen ersten Fallschirmsprung gut meistern würde.","all","LC","RUB","12LC"
