"participant","itemId","regionId","roiRelPosition","elapsedTime","timeInterval","keyCode","string","setName","groupName","tag1","tag2"
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc23","fillerlc23_2",NA,652931,7513,"KBD:32"," Tom und seine FreundInnen reihten sich wieder und wieder in die Schlangen der Wartenden. ","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc23","fillerlc23_3",NA,654938,2007,"KBD:32"," Sie ließen keines der Fahrgeschäfte aus. ","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc23","fillerlc23_4",NA,657452,2514,"KBD:32"," Ihr Highlight war ein Ritt auf der Achterbahn.","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_fixation",NA,658003,551,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_0",NA,661603,3600,"KBD:32","Helen hatte acht Jahre an der medizinischen Fakultät verbracht","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_1",NA,664181,2578,"KBD:32"," und weitere vier Jahre mit der Ausbildung zur Herzchirurgin,","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_2",NA,665350,1169,"KBD:32"," bevor sie ihren ersten Job bekam.","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_3",NA,668935,3585,"KBD:32"," Trotz dieser langen Zeit hat sie ihre Entscheidungen nie in Frage gestellt.","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_4",NA,670146,1211,"KBD:32"," Schon als Kind wollte sie Ärztin werden.","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_5",NA,674181,4035,"KBD:32"," Am stärksten fühlte Helen sich immer zu Beginn einer Operation,","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_6",NA,675893,1712,"KBD:32"," wenn sie ihr Skalpell nahe am Herzen ansetzte,","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","fillerlc03","fillerlc03_7",NA,678591,2698,"KBD:32"," das Leben ihrer PatientInnen in ihren Händen.","all","filleritems",NA,NA
"Wed Jul 14 2021 09:06:58 GMT+0200 (Mitteleuropäische Sommerzeit)","instruction4",NA,NA,682725,4134,"KBD:32","ENDE des Test. Drücken Sie bitte noch einmal die [Leertas...",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","title",NA,NA,6273,6273,"KBD:32","GROUP 1: self paced essai",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","instruction1",NA,NA,10705,4432,"KBD:32","press [space] to continue. [leertaste] drücken, um weiter...",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","instruction2",NA,NA,14632,3927,"KBD:32","Wenn das X erscheint, drücken Sie bitte jedesmal die Leer...",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice01","practice01_fixation",NA,15899,1267,"KBD:32","X",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice01","practice01_0",NA,20083,4184,"KBD:32","Sie bekommen im Folgenden ein paar Texte zu sehen. Jedesmal, wenn Sie die Leertaste drücken, wird ein neuer Abschnitt aufgedeckt.",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice01","practice01_1",NA,23271,3188,"KBD:32"," Es ist notwendig, die einzeln erscheinenden Abschnitte aufmerksam zu lesen.",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice02","practice02_fixation",NA,24270,999,"KBD:32","X",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice02","practice02_0",NA,27143,2873,"KBD:32","Lassen Sie sich Zeit, die Texte und Fragen genau zu lesen.",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice02","practice02_1",NA,30060,2917,"KBD:32"," Lesen Sie diese dennoch im gewohnten Tempo.",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice03","practice03_fixation",NA,30819,759,"KBD:32","X",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice03","practice03_0",NA,33947,3128,"KBD:32","Es geht bei den folgenden Texten nicht um schnelles Lesen.",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice03","practice03_1",NA,39122,5175,"KBD:32"," Ihre Lesegeschwindigkeit wird zwar erfasst, hat aber keinen Einflusz auf den weiteren Verlauf des Tests.",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","practice03","practice03_2",NA,41297,2175,"KBD:32"," Sie können den Test auch jederzeit abbrechen.",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","instruction3",NA,NA,41965,668,"KBD:32","Lesen Sie:",NA,NA,NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_fixation",NA,42524,559,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_0",NA,45757,3233,"KBD:32","Eigentlich sollten die Figuren im Regal dafür sorgen,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_1",NA,50669,4912,"KBD:32"," dass Erna stets alle Hände voll zu tun hatte, wenn sie staubwedelnd durch die Wohnung fegte.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_2",NA,55255,4586,"KBD:32"," Die Putzfee hatte jedoch ein Geistesblitz ereilt,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_3",NA,60833,5578,"KBD:32"," als sie einmal zufällig lange genug vor einem der Staubfänger verweilt war.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_4",NA,63945,3112,"KBD:32"," Man musste bei manchem Reinigungsakt einfach","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_5",NA,65395,1450,"KBD:32"," ein Auge zudrücken,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_6",NA,67763,2368,"KBD:32"," dann säuberten sich die Regale wie von selbst.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem20","fillerem20_7",NA,70196,2433,"KBD:32"," Ihre Kinder waren ohnehin blind für den Schmutz.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","LC5","LC5_fixation",NA,71076,880,"KBD:32","X","all","LC","RUB","5LC"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","LC5","LC5_0",NA,74689,3613,"KBD:32","Die Führungskräfte des Unternehmens waren sehr besorgt über die Stromversorgung.","all","LC","RUB","5LC"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","LC5","LC5_1",NA,78901,4212,"KBD:32"," Alle Daten im Netzwerk waren auf Servern gespeichert, die ständig laufen mussten.","all","LC","RUB","5LC"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","LC5","LC5_2",NA,83311,4410,"KBD:32"," In den vorangegangenen Wochen war es jedoch gelegentlich zu Stromausfällen gekommen.","all","LC","RUB","5LC"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","LC5","LC5_3",NA,86991,3680,"KBD:32"," Schließlich begann das Unternehmen zu überlegen, ob in Backup-Generatoren investiert werden sollte.","all","LC","RUB","5LC"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_fixation",NA,87590,599,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_0",NA,89791,2201,"KBD:32","Nach Martas Meinung war Depression eine Kröte,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_1",NA,92283,2492,"KBD:32"," die schmierig auf deinem Kopf hocken konnte,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_2",NA,94674,2391,"KBD:32"," bis sie endlich doch noch herunterrutschte.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_3",NA,97738,3064,"KBD:32"," Die Traurigkeit aber, in  der sie die letzten zehn Tage verbracht hatte,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_4",NA,98986,1248,"KBD:32"," war eine andere.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_5",NA,101343,2357,"KBD:32"," Hektisch und aggressiv.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_6",NA,102871,1528,"KBD:32"," Mit scharfen Krallen.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_7",NA,105332,2461,"KBD:32"," Sie hatte nicht auf Marta gesessen,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem01","fillerem01_8",NA,106928,1596,"KBD:32"," sondern sie richtig überfallen.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem19","fillerem19_fixation",NA,107705,777,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem19","fillerem19_0",NA,111506,3801,"KBD:32","Hegels Vorstellung vom dialektischen Idealismus war eine Kopfgeburt gewesen.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem19","fillerem19_1",NA,116246,4740,"KBD:32"," Generationen von nachfolgenden PhilosophInnen bekamen Kopfschmerzen von einem derart schwindelerregenden Konstrukt.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem19","fillerem19_2",NA,118031,1785,"KBD:32"," Zum Glück wurde Hegel endlich durch Marx","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem19","fillerem19_3",NA,119858,1827,"KBD:32"," vom Kopf auf die Füße gestellt.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_fixation",NA,120366,508,"KBD:32","X","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_0",NA,124596,4230,"KBD:32","Die SchülerInnen der Klasse 12b waren ein bundgescheckter Flickenteppich.","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_1",NA,127072,2476,"KBD:32"," Fast alle hatten ihre Zotteln bunt getränkt.","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_2",NA,132241,5169,"KBD:32"," Manche hatten sogar ihre Mähne zu bedrohlichen Stacheln geformt und sahen aus wie Seeigel.","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_3",NA,134664,2423,"KBD:32"," Die Dornen waren jedoch ungefährlich und","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_4",NA,137641,2977,"KBD:32"," man konnte sie ohne Schutzhandschuhe anfassen.","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_5",NA,139993,2352,"KBD:32"," Die SchülerInnen waren so friedlich wie Gänseblümchen.","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_6",NA,142247,2254,"KBD:32"," Kopfskulpturen nannten sie ihre Werke.","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","MM6","MM6_7",NA,146556,4309,"KBD:32"," Außenstehende wiederum sprachen gar von offenen Messern, die herumliefen.","all","MM","RUB","6MM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_fixation",NA,147161,605,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_0",NA,149145,1984,"KBD:32","Peter kaufte sich vor kurzem eine Ukulele.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_1",NA,152304,3159,"KBD:32"," Es war schon immer sein Wunsch gewesen, noch ein Instrument zu lernen.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_2",NA,154184,1880,"KBD:32"," Sogar den Nachbarn gefiel die Idee.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_3",NA,156112,1928,"KBD:32"," Er verbrachte ohne Mühe viel Zeit beim Spielen","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_4",NA,157494,1382,"KBD:32"," und der Klang im Wohnzimmer war sehr gut.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_5",NA,159741,2247,"KBD:32"," Dieses hatte eine tolle Resonanz.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_6",NA,161420,1679,"KBD:32"," Seither veranstaltet er kleine Konzerte,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_7",NA,163357,1937,"KBD:32"," was den Zusammenhalt unter den Nachbarn stärkt.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc13","fillerlc13_8",NA,166410,3053,"KBD:32"," Die Ukulele hat Peter zu ganz neuen Ausdrucksmöglichkeiten und FreundInnen verholfen.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem09","fillerem09_fixation",NA,167141,731,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem09","fillerem09_0",NA,169530,2389,"KBD:32","Sören hatte viel Glück im Leben.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem09","fillerem09_1",NA,173882,4352,"KBD:32"," Sein Reichtum war regelrecht vom Himmel gefallen und wenn er Probleme hatte, wurden sie ohne großen Wirbel einfach weggeweht.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem09","fillerem09_2",NA,175439,1557,"KBD:32"," Alles fiel ihm in den Schoß.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem09","fillerem09_3",NA,178787,3348,"KBD:32"," Und all das, ohne dass er dem Glück je entgegenfliegen musste.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem09","fillerem09_4",NA,181994,3207,"KBD:32"," Sören lebte mit den Winden, sagen einige,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem09","fillerem09_5",NA,183771,1777,"KBD:32"," manche nannten ihn einen Luftikus.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem09","fillerem09_6",NA,186042,2271,"KBD:32"," Doch verflogen hatte er sich im Leben nie.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm25","fillersm25_fixation",NA,186773,731,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm25","fillersm25_0",NA,189302,2529,"KBD:32","Die Gefühle seiner Mitmenschen berührten Simon nicht.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm25","fillersm25_1",NA,192138,2836,"KBD:32"," Wenn jemand um ihn herum zu emotional war,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm25","fillersm25_2",NA,194049,1911,"KBD:32"," wurde er zum Stein.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm25","fillersm25_3",NA,197086,3037,"KBD:32"," Er war kein guter Zuhörer,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm25","fillersm25_4",NA,199743,2657,"KBD:32"," der durch seine bloße Anwesenheit Trost und Wärme gespendet hätte.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm25","fillersm25_5",NA,202773,3030,"KBD:32"," Vielmehr blieb er regungslos und ließ sein Gegenüber mit dessen Problemen allein. ","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc21","fillerlc21_fixation",NA,203521,748,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc21","fillerlc21_0",NA,204766,1245,"KBD:32","Inge liebte es, ","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc21","fillerlc21_1",NA,207657,2891,"KBD:32","an den Wochenenden die Flohmärkte nach second hand Kleidung zu durchstöbern","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc21","fillerlc21_2",NA,208955,1298,"KBD:32"," und auf Schnäppchenjagd zu gehen.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc21","fillerlc21_3",NA,209942,987,"KBD:32"," Von der Verkäuferin","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc21","fillerlc21_4",NA,211326,1384,"KBD:32"," wurde ihr der Spiegel vorgehalten,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc21","fillerlc21_5",NA,213422,2096,"KBD:32"," während sie geschickt mit ihr um den Preis feilschte. ","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_fixation",NA,214081,659,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_0",NA,215837,1756,"KBD:32","Martin ist Autor von Kochbüchern.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_1",NA,217247,1410,"KBD:32"," Er kocht nicht nur aus Leidenschaft,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_2",NA,219089,1842,"KBD:32"," sondern ist darin sogar etwas obsessiv.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_3",NA,221280,2191,"KBD:32"," Daher lebt er in einer großen Wohngemeinschaft,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_4",NA,222932,1652,"KBD:32"," damit er große Mengen für viele Menschen kochen kann.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_5",NA,224175,1243,"KBD:32"," Heute gibt es Gans.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_6",NA,225745,1570,"KBD:32"," Schon an der geschlossenen Haustür kann man","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_7",NA,226571,826,"KBD:32"," den Braten riechen.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_8",NA,228584,2013,"KBD:32"," Martin erfindet täglich neue Rezepte und es kommt selten vor,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_9",NA,230676,2092,"KBD:32"," dass es jemanden nicht schmeckt.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_10",NA,232212,1536,"KBD:32"," Daher lädt er auch gerne Gourmets ein,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerlc16","fillerlc16_11",NA,233574,1362,"KBD:32"," die spannend über Essen reden können.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_fixation",NA,234042,468,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_0",NA,237412,3370,"KBD:32","Wenn Ginas Büroangestellte kooperativ waren,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_1",NA,239375,1963,"KBD:32"," konnten sie großartige Dinge zusammen erreichen.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_2",NA,240886,1511,"KBD:32"," Sie waren ein Chor in perfekter Harmonie;","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_3",NA,242409,1523,"KBD:32"," die zarten Töne des Soprans","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_4",NA,244575,2166,"KBD:32"," fügten sich perfekt ein in das mächtige Donnern der Bässe.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_5",NA,245837,1262,"KBD:32"," Nach der Performance musste Gina lediglich","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_6",NA,248318,2481,"KBD:32"," die Blumensträuße aufheben, die man auf die Bühne geworfen hatte.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_7",NA,249762,1444,"KBD:32"," Wenn sie jedoch unkooperativ waren,","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillerem04","fillerem04_8",NA,251907,2145,"KBD:32"," war die sich ergebende Kakophonie ein Angriff auf die Sinne.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_fixation",NA,252346,439,"KBD:32","X","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_0",NA,253780,1434,"KBD:32","John war im Büro grenzenlos ehrgeizig.","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_1",NA,255738,1958,"KBD:32"," Alles, was er bei der Arbeit tat,","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_2",NA,257013,1275,"KBD:32"," war Teil einer Strategie,","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_3",NA,258478,1465,"KBD:32"," um eine weitere Beförderung zu bekommen.","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_4",NA,261239,2761,"KBD:32"," Er war sehr wettbewerbsorientiert","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_5",NA,261991,752,"KBD:32"," und erwartete immer,","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_6",NA,263738,1747,"KBD:32"," dass von der Tribüne stehende Ovationen kamen.","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_7",NA,265563,1825,"KBD:32"," Sein Chef war mit Johns Arbeit zufrieden,","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM2","SM2_8",NA,267935,2372,"KBD:32"," aber seine Kollegen waren seinen Ehrgeiz leid.","all","SM","RUB","2SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM11","SM11_fixation",NA,268361,426,"KBD:32","X","all","SM","RUB","11SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM11","SM11_0",NA,272232,3871,"KBD:32","Petra besuchte letzte Woche ihr Lieblingsmuseum, in dem sie schon lange nicht mehr gewesen war.","all","SM","RUB","11SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM11","SM11_1",NA,278904,6672,"KBD:32"," Sie verbrachte Stunden damit, sich die Bilder, Kunstwerke, Ausstellungstücke und Info-Texte durchzulesen und alles in Erfahrung zu bringen, was sie konnte.","all","SM","RUB","11SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM11","SM11_2",NA,279991,1087,"KBD:32"," Es war ein heftiger Rausch.","all","SM","RUB","11SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","SM11","SM11_3",NA,284231,4240,"KBD:32"," Petra vergaß schnell die Zeit und wurde fast im Museum eingeschlossen, doch der Hausmeister bemerkte sie zum Glück noch rechtzeitig.","all","SM","RUB","11SM"
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm08","fillersm08_fixation",NA,284714,483,"KBD:32","X","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm08","fillersm08_0",NA,288264,3550,"KBD:32","Silas ist Kriminologe und interessiert sich schon seit seiner Kindheit für Kriminalfälle.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm08","fillersm08_1",NA,293211,4947,"KBD:32"," Da Silas parallel ein Interesse in Naturwissenschaften entwickelte, war Kriminologie das Beste, was er studieren konnte.","all","filleritems",NA,NA
"Wed Jul 14 2021 12:03:47 GMT+0200 (CEST)","fillersm08","fillersm08_2",NA,295722,2511,"KBD:32"," Er hatte schon immer wissen wollen, wie es dazu kommt, dass sich Menschen","all","filleritems",NA,NA
