"klemm_celimene" "klemm_chlorinde" "klemm_cydalise" "klemm_damis" "klemm_ein_bedienter" "klemm_erast" "klemm_finette"
"dem" 0.52710843373494 0 0 0.338983050847458 0 0.851063829787234 0.505050505050505
"gnaden" 0 0 0 0.338983050847458 11.7647058823529 0 4.04040404040404
"muß" 0.150602409638554 0.373134328358209 0.776699029126214 0.338983050847458 0 0.851063829787234 0
"nur" 0.451807228915663 0.373134328358209 0.388349514563107 0 0 0.425531914893617 0
"sehr" 0.451807228915663 0.559701492537313 0.194174757281553 0 0 0.425531914893617 0
"wieder" 0.150602409638554 0.559701492537313 0.58252427184466 0.677966101694915 0 0 0.505050505050505
"wollen" 0.150602409638554 0 0.58252427184466 0.338983050847458 0 0.851063829787234 1.51515151515152
"kommen" 0.150602409638554 0.373134328358209 1.16504854368932 0 0 0 0
"lassen" 0.52710843373494 0.373134328358209 0 0.338983050847458 0 0 0
"meiner" 0.451807228915663 0 0.194174757281553 0 0 1.27659574468085 0
"weiß" 0.150602409638554 0.186567164179104 0.388349514563107 0 0 0.425531914893617 2.02020202020202
"wir" 0.225903614457831 0.186567164179104 0.58252427184466 1.01694915254237 0 0 0
"aus" 0.376506024096386 0 0.194174757281553 0.338983050847458 0 0.851063829787234 0
"chlorinde" 0.225903614457831 0 0.970873786407767 0.338983050847458 0 0 0
"herr" 0.451807228915663 0.373134328358209 0.194174757281553 0 0 0 0
"mein" 0.52710843373494 0 0 0 0 0.851063829787234 0
"werden" 0.376506024096386 0.373134328358209 0 0 0 0.851063829787234 0
"bitte" 0.451807228915663 0 0.194174757281553 0 0 0.425531914893617 0
"cydalisen" 0.376506024096386 0 0 0.338983050847458 0 0.851063829787234 0
"ehre" 0.150602409638554 0.559701492537313 0.58252427184466 0 0 0 0
"heute" 0.301204819277108 0.186567164179104 0.58252427184466 0 0 0 0
"kann" 0.150602409638554 0 0.58252427184466 0.677966101694915 0 0 0.505050505050505
"machen" 0.225903614457831 0.373134328358209 0 0.338983050847458 0 0.425531914893617 0.505050505050505
"war" 0.301204819277108 0 0.194174757281553 0 0 0.851063829787234 0.505050505050505
"wird" 0.301204819277108 0 0 0.338983050847458 0 0 1.51515151515152
"bey" 0 0.373134328358209 0.58252427184466 0 0 0.425531914893617 0.505050505050505
"einmal" 0.225903614457831 0.186567164179104 0.194174757281553 0 0 0.851063829787234 0
"gar" 0.150602409638554 0.559701492537313 0.388349514563107 0 0 0 0
"hätte" 0.225903614457831 0 0.58252427184466 0 0 0 0.505050505050505
"immer" 0.301204819277108 0.186567164179104 0 0 0 0 1.01010101010101
"itzt" 0.225903614457831 0.373134328358209 0 0.338983050847458 0 0.425531914893617 0
"kömmt" 0.451807228915663 0.186567164179104 0 0 0 0 0
"lange" 0.376506024096386 0.186567164179104 0 0.338983050847458 0 0 0
"mag" 0.225903614457831 0.186567164179104 0.58252427184466 0 0 0 0
"mehr" 0.225903614457831 0 0.388349514563107 0.677966101694915 0 0 0
"sehn" 0.225903614457831 0.186567164179104 0.194174757281553 0 0 0.425531914893617 0.505050505050505
"uns" 0.301204819277108 0 0.388349514563107 0.338983050847458 0 0 0
"warum" 0.225903614457831 0 0.58252427184466 0 0 0 0.505050505050505
"will" 0.376506024096386 0.373134328358209 0 0 0 0 0
"celimene" 0.150602409638554 0.373134328358209 0.388349514563107 0 0 0 0
"einen" 0.0753012048192771 0.373134328358209 0.388349514563107 0.338983050847458 0 0 0
"heyrathen" 0.225903614457831 0 0.194174757281553 0.338983050847458 0 0 0.505050505050505
"ihren" 0.150602409638554 0.186567164179104 0.194174757281553 0.338983050847458 0 0.425531914893617 0
"keinen" 0 0.373134328358209 0.388349514563107 0.338983050847458 0 0 0.505050505050505
"meinen" 0.301204819277108 0.186567164179104 0 0.338983050847458 0 0 0
"vor" 0.225903614457831 0.186567164179104 0.194174757281553 0 0 0.425531914893617 0
"wäre" 0.150602409638554 0.373134328358209 0 0 0 0.425531914893617 0.505050505050505
"zärtlichkeit" 0.150602409638554 0.186567164179104 0.194174757281553 0.338983050847458 0 0.425531914893617 0
"etwas" 0.225903614457831 0.186567164179104 0 0 0 0 0.505050505050505
"frauenzimmer" 0.150602409638554 0.373134328358209 0.194174757281553 0 0 0 0
"glaube" 0.0753012048192771 0.559701492537313 0 0 0 0 0.505050505050505
"glücklich" 0.301204819277108 0.186567164179104 0 0 0 0 0
"gut" 0.225903614457831 0 0 0.677966101694915 0 0 0
"halten" 0.301204819277108 0 0 0.338983050847458 0 0 0
"hand" 0.225903614457831 0 0 0.338983050847458 0 0.425531914893617 0
"hause" 0.0753012048192771 0.373134328358209 0.388349514563107 0 0 0 0
"hier" 0.150602409638554 0.186567164179104 0.388349514563107 0 0 0 0
"im" 0.150602409638554 0 0 0.677966101694915 0 0 0.505050505050505
"können" 0.150602409638554 0.373134328358209 0.194174757281553 0 0 0 0
"lieben" 0.225903614457831 0.186567164179104 0 0.338983050847458 0 0 0
"mann" 0.301204819277108 0 0 0 0 0.425531914893617 0
"nach" 0.225903614457831 0 0.388349514563107 0 0 0 0
"setzen" 0.225903614457831 0 0.388349514563107 0 0 0 0
"soll" 0.150602409638554 0.559701492537313 0 0 0 0 0
"wahr" 0.150602409638554 0 0.194174757281553 0 0 0.851063829787234 0
"zeit" 0.376506024096386 0 0 0 0 0 0
"ach" 0.150602409638554 0 0.194174757281553 0.338983050847458 0 0 0
"andere" 0.150602409638554 0.186567164179104 0.194174757281553 0 0 0 0
"augen" 0.150602409638554 0.186567164179104 0 0 0 0.425531914893617 0
"darf" 0.0753012048192771 0 0 1.01694915254237 0 0 0
"diesen" 0 0.373134328358209 0 0.338983050847458 0 0 0.505050505050505
"einem" 0.0753012048192771 0 0.194174757281553 0.338983050847458 0 0.425531914893617 0
"ewige" 0 0.186567164179104 0.194174757281553 0.677966101694915 0 0 0
"fällt" 0.0753012048192771 0.186567164179104 0 0.338983050847458 0 0.425531914893617 0
"gemahlin" 0.150602409638554 0 0 0.338983050847458 0 0.425531914893617 0
"gemüthsart" 0.225903614457831 0.186567164179104 0 0 0 0 0
"gesehn" 0.150602409638554 0.186567164179104 0.194174757281553 0 0 0 0
"gewiß" 0.150602409638554 0.373134328358209 0 0 0 0 0
"giebt" 0.0753012048192771 0.186567164179104 0.388349514563107 0 0 0 0
"ha" 0.0753012048192771 0 0 0.338983050847458 0 0.851063829787234 0
"herzen" 0.150602409638554 0 0 0.338983050847458 0 0.425531914893617 0
"ihrem" 0.0753012048192771 0.186567164179104 0.194174757281553 0 0 0.425531914893617 0
"ihrer" 0.225903614457831 0.186567164179104 0 0 0 0 0
"kopf" 0.0753012048192771 0 0.388349514563107 0 0 0.425531914893617 0
"mensch" 0.150602409638554 0.373134328358209 0 0 0 0 0
"niemals" 0.0753012048192771 0.186567164179104 0.388349514563107 0 0 0 0
"sagen" 0.150602409638554 0.186567164179104 0.194174757281553 0 0 0 0
"sehe" 0.0753012048192771 0 0.194174757281553 0.338983050847458 0 0.425531914893617 0
"sollte" 0.150602409638554 0.186567164179104 0 0 0 0.425531914893617 0
"sonst" 0.225903614457831 0 0 0.338983050847458 0 0 0
"welt" 0.150602409638554 0.373134328358209 0 0 0 0 0
"wenig" 0.225903614457831 0 0.194174757281553 0 0 0 0
"werde" 0.150602409638554 0.186567164179104 0.194174757281553 0 0 0 0
"wissen" 0.225903614457831 0 0.194174757281553 0 0 0 0
"wohl" 0.150602409638554 0.186567164179104 0 0.338983050847458 0 0 0
"allein" 0 0.559701492537313 0 0 0 0 0
"andern" 0.0753012048192771 0 0.194174757281553 0 0 0 0.505050505050505
"begleiten" 0.0753012048192771 0 0.388349514563107 0 0 0 0
"beständig" 0.150602409638554 0.186567164179104 0 0 0 0 0
"besten" 0.225903614457831 0 0 0 0 0 0
"beyde" 0.225903614457831 0 0 0 0 0 0
"bleiben" 0.225903614457831 0 0 0 0 0 0
"davon" 0.0753012048192771 0.373134328358209 0 0 0 0 0
"dich" 0.150602409638554 0 0 0.338983050847458 0 0 0
"dienerin" 0 0.373134328358209 0.194174757281553 0 0 0 0
"dir" 0.0753012048192771 0 0 0.677966101694915 0 0 0
"eben" 0.0753012048192771 0 0.194174757281553 0.338983050847458 0 0 0
"einander" 0.225903614457831 0 0 0 0 0 0
"einer" 0.0753012048192771 0.186567164179104 0 0.338983050847458 0 0 0
"geben" 0.0753012048192771 0.186567164179104 0 0 0 0.425531914893617 0
"gedacht" 0.150602409638554 0 0.194174757281553 0 0 0 0
"gefallen" 0.150602409638554 0.186567164179104 0 0 0 0 0
"gehabt" 0.150602409638554 0 0 0 0 0 0.505050505050505
"gerne" 0.0753012048192771 0.186567164179104 0.194174757281553 0 0 0 0
"gesagt" 0 0.186567164179104 0.194174757281553 0.338983050847458 0 0 0
"gesellschaft" 0.0753012048192771 0 0.194174757281553 0 0 0 0.505050505050505
"gewisse" 0.0753012048192771 0.186567164179104 0.194174757281553 0 0 0 0
"glück" 0.0753012048192771 0.186567164179104 0.194174757281553 0 0 0 0
"gott" 0 0.186567164179104 0 0 0 0.851063829787234 0
"hast" 0.225903614457831 0 0 0 0 0 0
"hören" 0 0 0.388349514563107 0.338983050847458 0 0 0
"ihm" 0.150602409638554 0.186567164179104 0 0 0 0 0
"jedes" 0.150602409638554 0.186567164179104 0 0 0 0 0
"kein" 0.225903614457831 0 0 0 0 0 0
"keine" 0.225903614457831 0 0 0 0 0 0
"leute" 0.150602409638554 0 0 0 0 0 0.505050505050505
"liebenswürdig" 0 0 0.388349514563107 0.338983050847458 0 0 0
"lieber" 0.225903614457831 0 0 0 0 0 0
"möchte" 0 0 0.194174757281553 0 0 0.851063829787234 0
"nein" 0.150602409638554 0 0 0 0 0.425531914893617 0
"nichts" 0.150602409638554 0 0 0.338983050847458 0 0 0
"ob" 0.0753012048192771 0 0.388349514563107 0 0 0 0
"personen" 0.0753012048192771 0.186567164179104 0.194174757281553 0 0 0 0
"platz" 0.0753012048192771 0.373134328358209 0 0 0 0 0
"sache" 0.0753012048192771 0 0 0.338983050847458 0 0 0.505050505050505
"teufel" 0 0 0 1.01694915254237 0 0 0
"that" 0 0 0.388349514563107 0.338983050847458 0 0 0
"um" 0.150602409638554 0 0.194174757281553 0 0 0 0
"vergebung" 0.0753012048192771 0 0.194174757281553 0 0 0.425531914893617 0
"verspreche" 0.0753012048192771 0 0 0.677966101694915 0 0 0
"viele" 0.0753012048192771 0.186567164179104 0.194174757281553 0 0 0 0
"vielleicht" 0.0753012048192771 0 0.388349514563107 0 0 0 0
"wer" 0.150602409638554 0.186567164179104 0 0 0 0 0
"wetter" 0.0753012048192771 0.373134328358209 0 0 0 0 0
"willkommen" 0.225903614457831 0 0 0 0 0 0
"zeigen" 0.225903614457831 0 0 0 0 0 0
"allerliebst" 0 0.186567164179104 0.194174757281553 0 0 0 0
"am" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"auftritt" 0.0753012048192771 0 0 0 0 0 0.505050505050505
"aufwarten" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"augenblick" 0 0 0.388349514563107 0 0 0 0
"bald" 0 0 0.194174757281553 0.338983050847458 0 0 0
"besser" 0.150602409638554 0 0 0 0 0 0
"beständigkeit" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"betrüger" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"bis" 0 0 0 0 0 0.851063829787234 0
"brav" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"danke" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"denken" 0.150602409638554 0 0 0 0 0 0
"diese" 0 0.186567164179104 0 0 0 0 0.505050505050505
"dieser" 0.150602409638554 0 0 0 0 0 0
"drey" 0 0 0 0 0 0 1.01010101010101
"eher" 0 0 0 0 0 0.851063829787234 0
"elend" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"erasten" 0.150602409638554 0 0 0 0 0 0
"ewig" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"fehlt" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"finden" 0 0 0.194174757281553 0.338983050847458 0 0 0
"frey" 0 0 0 0.677966101694915 0 0 0
"füßen" 0.0753012048192771 0 0 0 0 0.425531914893617 0
"gefällt" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"geglaubt" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"geh" 0.0753012048192771 0 0 0 0 0.425531914893617 0
"gehe" 0 0.186567164179104 0.194174757281553 0 0 0 0
"gehn" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"geliebt" 0 0.186567164179104 0 0 0 0.425531914893617 0
"geliebte" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"gerade" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"gesund" 0 0.186567164179104 0.194174757281553 0 0 0 0
"gesunde" 0 0 0.388349514563107 0 0 0 0
"getroffen" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"geworden" 0 0 0 0 0 0.425531914893617 0.505050505050505
"glauben" 0 0.373134328358209 0 0 0 0 0
"gleich" 0.150602409638554 0 0 0 0 0 0
"gleichwohl" 0.0753012048192771 0 0 0 0 0 0.505050505050505
"groß" 0 0 0.388349514563107 0 0 0 0
"großmüthig" 0.150602409638554 0 0 0 0 0 0
"herum" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"herz" 0.150602409638554 0 0 0 0 0 0
"himmel" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"hm" 0 0.186567164179104 0.194174757281553 0 0 0 0
"hoffe" 0.150602409638554 0 0 0 0 0 0
"höre" 0 0 0 0.338983050847458 0 0 0.505050505050505
"ihn" 0.150602409638554 0 0 0 0 0 0
"könnte" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"kreutzer" 0 0.186567164179104 0 0 0 0 0.505050505050505
"kriegen" 0 0.186567164179104 0 0.338983050847458 0 0 0
"kurz" 0.150602409638554 0 0 0 0 0 0
"küssen" 0 0 0.194174757281553 0.338983050847458 0 0 0
"länger" 0 0 0.388349514563107 0 0 0 0
"lauter" 0 0.186567164179104 0.194174757281553 0 0 0 0
"leben" 0.0753012048192771 0 0 0 0 0 0.505050505050505
"liebhaber" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"mädel" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"mannspersonen" 0.150602409638554 0 0 0 0 0 0
"meinem" 0.0753012048192771 0 0 0 0 0 0.505050505050505
"narr" 0 0.186567164179104 0 0 0 0.425531914893617 0
"närrin" 0 0.186567164179104 0 0 0 0.425531914893617 0
"nehmen" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"neuigkeit" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"niemanden" 0 0 0.388349514563107 0 0 0 0
"oder" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"prüden" 0.150602409638554 0 0 0 0 0 0
"reizungen" 0.150602409638554 0 0 0 0 0 0
"ruhig" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"schätze" 0.150602409638554 0 0 0 0 0 0
"schicken" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"schön" 0 0.186567164179104 0.194174757281553 0 0 0 0
"schöne" 0 0.186567164179104 0.194174757281553 0 0 0 0
"sehen" 0.0753012048192771 0 0 0 0 0 0.505050505050505
"seine" 0.150602409638554 0 0 0 0 0 0
"seiner" 0.0753012048192771 0 0 0 0 0.425531914893617 0
"selber" 0 0.186567164179104 0 0 0 0 0.505050505050505
"siehst" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"sollen" 0.150602409638554 0 0 0 0 0 0
"stehn" 0.150602409638554 0 0 0 0 0 0
"tod" 0 0 0.194174757281553 0 0 0 0.505050505050505
"trägt" 0 0.373134328358209 0 0 0 0 0
"über" 0.150602409638554 0 0 0 0 0 0
"unglücklich" 0.150602409638554 0 0 0 0 0 0
"unmöglichkeiten" 0.150602409638554 0 0 0 0 0 0
"unter" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"unvermuthet" 0 0 0.388349514563107 0 0 0 0
"unwürdig" 0.0753012048192771 0 0 0 0 0.425531914893617 0
"vergessen" 0.150602409638554 0 0 0 0 0 0
"vergnügen" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"verheyrathen" 0.0753012048192771 0 0 0 0 0 0.505050505050505
"vermählung" 0.150602409638554 0 0 0 0 0 0
"vermuthet" 0 0.186567164179104 0.194174757281553 0 0 0 0
"vernunft" 0.0753012048192771 0 0 0 0 0.425531914893617 0
"verräther" 0.150602409638554 0 0 0 0 0 0
"versprechen" 0.0753012048192771 0 0 0 0 0.425531914893617 0
"versprochen" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"verstand" 0.0753012048192771 0.186567164179104 0 0 0 0 0
"vollkommen" 0 0 0.194174757281553 0 0 0 0.505050505050505
"wahrheit" 0 0 0.388349514563107 0 0 0 0
"weder" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"weh" 0 0 0.388349514563107 0 0 0 0
"weil" 0.150602409638554 0 0 0 0 0 0
"weißt" 0.150602409638554 0 0 0 0 0 0
"wirst" 0.0753012048192771 0 0 0.338983050847458 0 0 0
"wort" 0 0 0 0.338983050847458 0 0.425531914893617 0
"wunder" 0.150602409638554 0 0 0 0 0 0
"wünschen" 0.0753012048192771 0 0.194174757281553 0 0 0 0
"würde" 0 0.186567164179104 0 0.338983050847458 0 0 0
"würdig" 0.150602409638554 0 0 0 0 0 0
"zärtliche" 0.150602409638554 0 0 0 0 0 0
"zum" 0 0 0.194174757281553 0 0 0 0.505050505050505
"a" 0 0.186567164179104 0 0 0 0 0
"abbruch" 0 0 0.194174757281553 0 0 0 0
"abgeleget" 0 0.186567164179104 0 0 0 0 0
"absichten" 0 0 0 0 0 0 0.505050505050505
"acht" 0 0.186567164179104 0 0 0 0 0
"affectirte" 0 0 0 0 0 0.425531914893617 0
"affectirter" 0 0.186567164179104 0 0 0 0 0
"allen" 0.0753012048192771 0 0 0 0 0 0
"allerwenigsten" 0 0 0 0.338983050847458 0 0 0
"alles" 0 0 0 0.338983050847458 0 0 0
"allgemeine" 0.0753012048192771 0 0 0 0 0 0
"älter" 0 0 0 0 0 0 0.505050505050505
"amant" 0 0 0 0 0 0 0.505050505050505
"amanten" 0 0 0 0 0 0 0.505050505050505
"ander" 0 0.186567164179104 0 0 0 0 0
"anfangs" 0 0 0 0.338983050847458 0 0 0
"annimmt" 0.0753012048192771 0 0 0 0 0 0
"arme" 0 0.186567164179104 0 0 0 0 0
"art" 0 0 0 0 0 0 0.505050505050505
"artiger" 0.0753012048192771 0 0 0 0 0 0
"aufgedecket" 0.0753012048192771 0 0 0 0 0 0
"aufgewartet" 0 0 0 0.338983050847458 0 0 0
"aufrichtigkeit" 0.0753012048192771 0 0 0 0 0 0
"aufsetzerin" 0 0.186567164179104 0 0 0 0 0
"aufwartung" 0 0 0 0.338983050847458 0 0 0
"außer" 0 0 0 0 0 0.425531914893617 0
"auszugehn" 0 0.186567164179104 0 0 0 0 0
"auszumachen" 0.0753012048192771 0 0 0 0 0 0
"bauen" 0 0 0 0 0 0 0.505050505050505
"bedanken" 0 0.186567164179104 0 0 0 0 0
"bedingungen" 0 0 0 0.338983050847458 0 0 0
"befahl" 0 0 0 0 0 0.425531914893617 0
"befehl" 0 0 0.194174757281553 0 0 0 0
"befördert" 0.0753012048192771 0 0 0 0 0 0
"begehen" 0.0753012048192771 0 0 0 0 0 0
"begehrte" 0.0753012048192771 0 0 0 0 0 0
"behutsam" 0.0753012048192771 0 0 0 0 0 0
"beklagen" 0 0 0.194174757281553 0 0 0 0
"belebt" 0 0.186567164179104 0 0 0 0 0
"belebter" 0.0753012048192771 0 0 0 0 0 0
"bereits" 0 0.186567164179104 0 0 0 0 0
"beschwerlich" 0 0 0.194174757281553 0 0 0 0
"beständiger" 0 0.186567164179104 0 0 0 0 0
"bestürzung" 0.0753012048192771 0 0 0 0 0 0
"besuche" 0 0 0 0 0 0.425531914893617 0
"besuchen" 0 0 0.194174757281553 0 0 0 0
"besucht" 0.0753012048192771 0 0 0 0 0 0
"betragen" 0 0 0.194174757281553 0 0 0 0
"betrogen" 0.0753012048192771 0 0 0 0 0 0
"betrüben" 0 0 0.194174757281553 0 0 0 0
"bevorstehenden" 0.0753012048192771 0 0 0 0 0 0
"beyden" 0.0753012048192771 0 0 0 0 0 0
"beyfall" 0 0 0 0.338983050847458 0 0 0
"billig" 0.0753012048192771 0 0 0 0 0 0
"bist" 0 0 0 0 0 0.425531914893617 0
"bitten" 0.0753012048192771 0 0 0 0 0 0
"blaß" 0 0 0.194174757281553 0 0 0 0
"bleibe" 0 0 0.194174757281553 0 0 0 0
"bleibt" 0 0 0 0.338983050847458 0 0 0
"blieb" 0.0753012048192771 0 0 0 0 0 0
"blühen" 0.0753012048192771 0 0 0 0 0 0
"blutiger" 0 0 0 0 0 0.425531914893617 0
"brauche" 0.0753012048192771 0 0 0 0 0 0
"bräutigam" 0 0.186567164179104 0 0 0 0 0
"bringen" 0.0753012048192771 0 0 0 0 0 0
"bruder" 0 0 0 0.338983050847458 0 0 0
"brunnen" 0 0 0 0.338983050847458 0 0 0
"bussel" 0 0.186567164179104 0 0 0 0 0
"compliment" 0.0753012048192771 0 0 0 0 0 0
"coquetten" 0 0.186567164179104 0 0 0 0 0
"creatur" 0 0.186567164179104 0 0 0 0 0
"curios" 0 0.186567164179104 0 0 0 0 0
"dabey" 0.0753012048192771 0 0 0 0 0 0
"dachte" 0 0 0.194174757281553 0 0 0 0
"dafür" 0.0753012048192771 0 0 0 0 0 0
"damit" 0 0.186567164179104 0 0 0 0 0
