"klemm_celimene" "klemm_chlorinde" "klemm_cydalise" "klemm_damis" "klemm_ein_bedienter" "klemm_erast" "klemm_finette"
"danken" 0.0753012048192771 0 0 0 0 0 0
"darauf" 0.0753012048192771 0 0 0 0 0 0
"dauert" 0.0753012048192771 0 0 0 0 0 0
"dauret" 0 0.186567164179104 0 0 0 0 0
"dazu" 0 0 0.194174757281553 0 0 0 0
"decke" 0 0 0 0 0 0.425531914893617 0
"dein" 0.0753012048192771 0 0 0 0 0 0
"deine" 0 0 0 0.338983050847458 0 0 0
"denen" 0 0.186567164179104 0 0 0 0 0
"dereinst" 0.0753012048192771 0 0 0 0 0 0
"dero" 0.0753012048192771 0 0 0 0 0 0
"des" 0 0 0 0 0 0.425531914893617 0
"dessen" 0 0 0.194174757281553 0 0 0 0
"desto" 0.0753012048192771 0 0 0 0 0 0
"deswegen" 0.0753012048192771 0 0 0 0 0 0
"dienstboten" 0 0.186567164179104 0 0 0 0 0
"dienstbothen" 0 0.186567164179104 0 0 0 0 0
"dies" 0.0753012048192771 0 0 0 0 0 0
"ding" 0.0753012048192771 0 0 0 0 0 0
"dran" 0.0753012048192771 0 0 0 0 0 0
"dummer" 0 0.186567164179104 0 0 0 0 0
"dummkopf" 0 0 0.194174757281553 0 0 0 0
"durchlesen" 0 0.186567164179104 0 0 0 0 0
"edelmüthig" 0.0753012048192771 0 0 0 0 0 0
"edelmüthiger" 0.0753012048192771 0 0 0 0 0 0
"ehe" 0.0753012048192771 0 0 0 0 0 0
"eigensinnig" 0.0753012048192771 0 0 0 0 0 0
"eindruck" 0.0753012048192771 0 0 0 0 0 0
"einige" 0 0 0 0 0 0.425531914893617 0
"einiger" 0.0753012048192771 0 0 0 0 0 0
"einzig" 0.0753012048192771 0 0 0 0 0 0
"einzige" 0.0753012048192771 0 0 0 0 0 0
"elende" 0 0 0 0 0 0.425531914893617 0
"elenden" 0 0.186567164179104 0 0 0 0 0
"elender" 0 0.186567164179104 0 0 0 0 0
"elendes" 0 0.186567164179104 0 0 0 0 0
"empfehlen" 0 0.186567164179104 0 0 0 0 0
"englische" 0 0.186567164179104 0 0 0 0 0
"entschließen" 0 0.186567164179104 0 0 0 0 0
"entzücken" 0 0 0 0 0 0.425531914893617 0
"entzwey" 0 0 0 0 0 0.425531914893617 0
"ereifern" 0.0753012048192771 0 0 0 0 0 0
"erfahren" 0.0753012048192771 0 0 0 0 0 0
"erfahrung" 0.0753012048192771 0 0 0 0 0 0
"erhalten" 0 0 0 0 0 0.425531914893617 0
"erinnere" 0 0 0.194174757281553 0 0 0 0
"erinnern" 0 0 0.194174757281553 0 0 0 0
"erkenne" 0 0 0 0 0 0.425531914893617 0
"ernsthaften" 0 0 0.194174757281553 0 0 0 0
"eroberungen" 0 0.186567164179104 0 0 0 0 0
"ersinnliche" 0.0753012048192771 0 0 0 0 0 0
"erstemal" 0.0753012048192771 0 0 0 0 0 0
"ersten" 0.0753012048192771 0 0 0 0 0 0
"erwachen" 0 0 0.194174757281553 0 0 0 0
"erwartet" 0.0753012048192771 0 0 0 0 0 0
"erweisen" 0.0753012048192771 0 0 0 0 0 0
"erweißt" 0 0 0.194174757281553 0 0 0 0
"erwiesen" 0 0.186567164179104 0 0 0 0 0
"erwischt" 0 0.186567164179104 0 0 0 0 0
"erzählen" 0.0753012048192771 0 0 0 0 0 0
"erzeigen" 0 0 0.194174757281553 0 0 0 0
"erzeigt" 0 0.186567164179104 0 0 0 0 0
"etwan" 0 0.186567164179104 0 0 0 0 0
"euer" 0 0 0 0 0 0 0.505050505050505
"ewigkeit" 0 0.186567164179104 0 0 0 0 0
"fange" 0 0.186567164179104 0 0 0 0 0
"fangen" 0.0753012048192771 0 0 0 0 0 0
"fängt" 0 0.186567164179104 0 0 0 0 0
"fehler" 0.0753012048192771 0 0 0 0 0 0
"fest" 0 0.186567164179104 0 0 0 0 0
"feuer" 0 0.186567164179104 0 0 0 0 0
"findet" 0.0753012048192771 0 0 0 0 0 0
"fleißig" 0 0 0 0.338983050847458 0 0 0
"flüchtigen" 0 0 0.194174757281553 0 0 0 0
"flüchtling" 0 0.186567164179104 0 0 0 0 0
"foppen" 0 0 0.194174757281553 0 0 0 0
"fortkommen" 0.0753012048192771 0 0 0 0 0 0
"frage" 0 0 0.194174757281553 0 0 0 0
"freue" 0 0 0 0.338983050847458 0 0 0
"freund" 0.0753012048192771 0 0 0 0 0 0
"freundin" 0 0.186567164179104 0 0 0 0 0
"freut" 0.0753012048192771 0 0 0 0 0 0
"freygeist" 0 0.186567164179104 0 0 0 0 0
"freyheit" 0 0 0.194174757281553 0 0 0 0
"freylich" 0 0 0 0 0 0 0.505050505050505
"fromme" 0 0 0 0 0 0 0.505050505050505
"fruchtbarer" 0.0753012048192771 0 0 0 0 0 0
"fühle" 0.0753012048192771 0 0 0 0 0 0
"fürchten" 0.0753012048192771 0 0 0 0 0 0
"ganz" 0.0753012048192771 0 0 0 0 0 0
"gebeten" 0.0753012048192771 0 0 0 0 0 0
"gebohren" 0 0 0.194174757281553 0 0 0 0
"gedreht" 0 0 0 0 0 0 0.505050505050505
"gefährliche" 0 0 0 0 0 0 0.505050505050505
"gefährlicher" 0 0.186567164179104 0 0 0 0 0
"gefalle" 0.0753012048192771 0 0 0 0 0 0
"gefiel" 0.0753012048192771 0 0 0 0 0 0
"gegeben" 0.0753012048192771 0 0 0 0 0 0
"gegen" 0 0 0 0 0 0.425531914893617 0
"gehalten" 0.0753012048192771 0 0 0 0 0 0
"gehen" 0 0 0.194174757281553 0 0 0 0
"geirret" 0.0753012048192771 0 0 0 0 0 0
"geiste" 0 0 0 0.338983050847458 0 0 0
"gekränktes" 0.0753012048192771 0 0 0 0 0 0
"gemacht" 0.0753012048192771 0 0 0 0 0 0
"gemahl" 0.0753012048192771 0 0 0 0 0 0
"gemahle" 0.0753012048192771 0 0 0 0 0 0
"genommen" 0 0 0.194174757281553 0 0 0 0
"genug" 0.0753012048192771 0 0 0 0 0 0
"gerechtigkeit" 0.0753012048192771 0 0 0 0 0 0
"geringsten" 0 0 0 0 0 0 0.505050505050505
"gerücht" 0.0753012048192771 0 0 0 0 0 0
"gesellschafter" 0.0753012048192771 0 0 0 0 0 0
"gesicht" 0.0753012048192771 0 0 0 0 0 0
"gesichte" 0.0753012048192771 0 0 0 0 0 0
"gesichter" 0 0 0.194174757281553 0 0 0 0
"gespenst" 0.0753012048192771 0 0 0 0 0 0
"gestehe" 0 0 0 0 0 0 0.505050505050505
"getöß" 0 0 0 0 0 0 0.505050505050505
"gewesen" 0.0753012048192771 0 0 0 0 0 0
"gewogenheit" 0 0 0 0 0 0.425531914893617 0
"gewunden" 0 0 0 0 0 0 0.505050505050505
"gewußt" 0 0.186567164179104 0 0 0 0 0
"gieng" 0 0.186567164179104 0 0 0 0 0
"gift" 0 0 0 0 0 0.425531914893617 0
"glücklicher" 0.0753012048192771 0 0 0 0 0 0
"glüht" 0.0753012048192771 0 0 0 0 0 0
"gnädigen" 0 0 0 0.338983050847458 0 0 0
"göttlichen" 0 0 0 0 0 0.425531914893617 0
"gratuliren" 0 0.186567164179104 0 0 0 0 0
"größten" 0.0753012048192771 0 0 0 0 0 0
"grundsätze" 0.0753012048192771 0 0 0 0 0 0
"grundsätzen" 0.0753012048192771 0 0 0 0 0 0
"grüß" 0 0 0 0.338983050847458 0 0 0
"gusto" 0 0.186567164179104 0 0 0 0 0
"gute" 0 0 0.194174757281553 0 0 0 0
"guten" 0 0.186567164179104 0 0 0 0 0
"handeln" 0.0753012048192771 0 0 0 0 0 0
"hängt" 0.0753012048192771 0 0 0 0 0 0
"hatte" 0 0.186567164179104 0 0 0 0 0
"hätten" 0.0753012048192771 0 0 0 0 0 0
"häuser" 0 0 0 0 0 0 0.505050505050505
"he" 0 0 0.194174757281553 0 0 0 0
"heftigste" 0.0753012048192771 0 0 0 0 0 0
"heimlich" 0.0753012048192771 0 0 0 0 0 0
"heimlichkeiten" 0.0753012048192771 0 0 0 0 0 0
"heißt" 0.0753012048192771 0 0 0 0 0 0
"henker" 0 0 0 0.338983050847458 0 0 0
"henkers" 0 0 0 0 0 0.425531914893617 0
"herzens" 0.0753012048192771 0 0 0 0 0 0
"heßliche" 0 0 0.194174757281553 0 0 0 0
"heyrath" 0.0753012048192771 0 0 0 0 0 0
"hin" 0 0 0.194174757281553 0 0 0 0
"hochachtung" 0 0.186567164179104 0 0 0 0 0
"hochmuth" 0 0.186567164179104 0 0 0 0 0
"hochzeit" 0.0753012048192771 0 0 0 0 0 0
"hofräthin" 0 0 0 0 5.88235294117647 0 0
"ih" 0 0.186567164179104 0 0 0 0 0
"ihres" 0.0753012048192771 0 0 0 0 0 0
"irthume" 0 0 0 0 0 0.425531914893617 0
"je" 0 0 0.194174757281553 0 0 0 0
"jederman" 0 0 0 0.338983050847458 0 0 0
"jemals" 0.0753012048192771 0 0 0 0 0 0
"jemand" 0 0 0 0 0 0 0.505050505050505
"jung" 0.0753012048192771 0 0 0 0 0 0
"jüngling" 0.0753012048192771 0 0 0 0 0 0
"kapitel" 0 0.186567164179104 0 0 0 0 0
"keiner" 0 0 0 0.338983050847458 0 0 0
"keines" 0 0 0 0 0 0 0.505050505050505
"kennen" 0.0753012048192771 0 0 0 0 0 0
"kennet" 0.0753012048192771 0 0 0 0 0 0
"kennst" 0.0753012048192771 0 0 0 0 0 0
"klugheit" 0.0753012048192771 0 0 0 0 0 0
"knecht" 0 0 0 0.338983050847458 0 0 0
"kömmst" 0 0 0 0.338983050847458 0 0 0
"könen" 0 0 0.194174757281553 0 0 0 0
"könnten" 0 0.186567164179104 0 0 0 0 0
"kopfweh" 0 0 0.194174757281553 0 0 0 0
"kräfte" 0.0753012048192771 0 0 0 0 0 0
"krank" 0 0.186567164179104 0 0 0 0 0
"kränkliche" 0 0 0.194174757281553 0 0 0 0
"kroch" 0.0753012048192771 0 0 0 0 0 0
"kuchelmensch" 0.0753012048192771 0 0 0 0 0 0
"kurze" 0.0753012048192771 0 0 0 0 0 0
"lächerliche" 0 0.186567164179104 0 0 0 0 0
"lamm" 0 0 0 0 0 0 0.505050505050505
"lämmel" 0 0 0 0 0 0 0.505050505050505
"laquey" 0 0 0 0 5.88235294117647 0 0
"läuten" 0.0753012048192771 0 0 0 0 0 0
"lebe" 0.0753012048192771 0 0 0 0 0 0
"lebensart" 0.0753012048192771 0 0 0 0 0 0
"ledig" 0 0 0 0 0 0 0.505050505050505
"leicht" 0 0.186567164179104 0 0 0 0 0
"leiden" 0 0 0.194174757281553 0 0 0 0
"lernen" 0.0753012048192771 0 0 0 0 0 0
"letztemahl" 0 0 0.194174757281553 0 0 0 0
"letzteren" 0 0 0 0 0 0 0.505050505050505
"lieb" 0 0.186567164179104 0 0 0 0 0
"liebwertheste" 0 0.186567164179104 0 0 0 0 0
"lobrede" 0 0.186567164179104 0 0 0 0 0
"lustige" 0 0 0 0 0 0 0.505050505050505
"mache" 0 0.186567164179104 0 0 0 0 0
"machte" 0 0 0 0.338983050847458 0 0 0
"männer" 0.0753012048192771 0 0 0 0 0 0
"mannsbild" 0.0753012048192771 0 0 0 0 0 0
"mannsbilder" 0 0 0 0 0 0 0.505050505050505
"mannsbildern" 0.0753012048192771 0 0 0 0 0 0
"mannsperson" 0.0753012048192771 0 0 0 0 0 0
"meines" 0 0 0.194174757281553 0 0 0 0
"meinung" 0 0 0 0.338983050847458 0 0 0
"menschen" 0 0 0.194174757281553 0 0 0 0
"meyne" 0 0 0 0.338983050847458 0 0 0
"miene" 0.0753012048192771 0 0 0 0 0 0
"miteinander" 0.0753012048192771 0 0 0 0 0 0
"monsieur" 0 0 0.194174757281553 0 0 0 0
"mühe" 0.0753012048192771 0 0 0 0 0 0
"munde" 0 0 0 0.338983050847458 0 0 0
"nachrichten" 0 0.186567164179104 0 0 0 0 0
"namen" 0 0 0 0.338983050847458 0 0 0
"nämlich" 0.0753012048192771 0 0 0 0 0 0
"nasenweis" 0.0753012048192771 0 0 0 0 0 0
"nennen" 0 0 0 0.338983050847458 0 0 0
"neugierig" 0 0 0 0 0 0 0.505050505050505
"neun" 0.0753012048192771 0 0 0 0 0 0
"nieder" 0.0753012048192771 0 0 0 0 0 0
"nu" 0 0 0.194174757281553 0 0 0 0
"nunmehro" 0.0753012048192771 0 0 0 0 0 0
"nutz" 0 0.186567164179104 0 0 0 0 0
"oheim" 0 0 0 0 0 0.425531914893617 0
"ohne" 0 0.186567164179104 0 0 0 0 0
"oper" 0.0753012048192771 0 0 0 0 0 0
"paar" 0 0.186567164179104 0 0 0 0 0
"paris" 0.0753012048192771 0 0 0 0 0 0
"person" 0 0 0.194174757281553 0 0 0 0
"pflanzen" 0 0 0.194174757281553 0 0 0 0
"plagen" 0 0 0 0.338983050847458 0 0 0
"platzregen" 0.0753012048192771 0 0 0 0 0 0
"plaudern" 0.0753012048192771 0 0 0 0 0 0
"post" 0 0 0 0 5.88235294117647 0 0
"preßirt" 0 0 0.194174757281553 0 0 0 0
"princeßinen" 0.0753012048192771 0 0 0 0 0 0
"probe" 0 0.186567164179104 0 0 0 0 0
"prophezeyht" 0.0753012048192771 0 0 0 0 0 0
"propos" 0 0.186567164179104 0 0 0 0 0
"rächen" 0.0753012048192771 0 0 0 0 0 0
"rar" 0.0753012048192771 0 0 0 0 0 0
"rath" 0.0753012048192771 0 0 0 0 0 0
"rechte" 0 0 0.194174757281553 0 0 0 0
"rechtschaffen" 0.0753012048192771 0 0 0 0 0 0
"rede" 0 0 0 0.338983050847458 0 0 0
"reden" 0.0753012048192771 0 0 0 0 0 0
"regnen" 0 0.186567164179104 0 0 0 0 0
"regnet" 0 0.186567164179104 0 0 0 0 0
"reichthum" 0.0753012048192771 0 0 0 0 0 0
"reißen" 0 0 0 0 0 0.425531914893617 0
"reissende" 0.0753012048192771 0 0 0 0 0 0
"reizende" 0 0 0.194174757281553 0 0 0 0
"richtig" 0 0.186567164179104 0 0 0 0 0
"rolle" 0 0.186567164179104 0 0 0 0 0
"romanen" 0.0753012048192771 0 0 0 0 0 0
"rose" 0.0753012048192771 0 0 0 0 0 0
"ruhige" 0.0753012048192771 0 0 0 0 0 0
"sachen" 0.0753012048192771 0 0 0 0 0 0
"sanftmüthig" 0 0 0 0 0 0 0.505050505050505
"scham" 0 0 0 0 0 0.425531914893617 0
"schämen" 0.0753012048192771 0 0 0 0 0 0
"scharmant" 0 0.186567164179104 0 0 0 0 0
"schatz" 0.0753012048192771 0 0 0 0 0 0
"schau" 0 0 0 0.338983050847458 0 0 0
"scheint" 0 0 0.194174757281553 0 0 0 0
"schelm" 0 0 0 0 0 0 0.505050505050505
"schlagen" 0 0 0 0 0 0.425531914893617 0
"schlecht" 0.0753012048192771 0 0 0 0 0 0
"schlechtere" 0 0 0.194174757281553 0 0 0 0
"schlechtes" 0.0753012048192771 0 0 0 0 0 0
"schmeicheln" 0 0 0 0.338983050847458 0 0 0
"schonen" 0 0 0 0 0 0.425531914893617 0
"schönen" 0 0.186567164179104 0 0 0 0 0
"schöner" 0 0.186567164179104 0 0 0 0 0
"schönes" 0.0753012048192771 0 0 0 0 0 0
"schönheit" 0.0753012048192771 0 0 0 0 0 0
"sehnlich" 0.0753012048192771 0 0 0 0 0 0
"seite" 0 0 0.194174757281553 0 0 0 0
"seiten" 0.0753012048192771 0 0 0 0 0 0
"servante" 0 0 0.194174757281553 0 0 0 0
"sessel" 0 0 0.194174757281553 0 0 0 0
"seufzet" 0.0753012048192771 0 0 0 0 0 0
"sicher" 0.0753012048192771 0 0 0 0 0 0
"sieht" 0.0753012048192771 0 0 0 0 0 0
"sinnlich" 0.0753012048192771 0 0 0 0 0 0
"sitzen" 0.0753012048192771 0 0 0 0 0 0
"sollten" 0 0 0.194174757281553 0 0 0 0
"sommer" 0 0.186567164179104 0 0 0 0 0
"sonderbar" 0 0.186567164179104 0 0 0 0 0
"sonderlich" 0 0 0.194174757281553 0 0 0 0
"sonderlichen" 0.0753012048192771 0 0 0 0 0 0
"spielt" 0 0.186567164179104 0 0 0 0 0
"spott" 0 0 0 0 0 0.425531914893617 0
"sprache" 0 0 0 0.338983050847458 0 0 0
"spricht" 0.0753012048192771 0 0 0 0 0 0
"staat" 0 0 0 0.338983050847458 0 0 0
"stellt" 0 0.186567164179104 0 0 0 0 0
"stellung" 0.0753012048192771 0 0 0 0 0 0
"sterbe" 0 0 0 0 0 0.425531914893617 0
"strafbar" 0 0 0 0 0 0 0.505050505050505
"streich" 0 0 0 0 0 0.425531914893617 0
"stunde" 0 0 0.194174757281553 0 0 0 0
"suchen" 0 0 0.194174757281553 0 0 0 0
"sünde" 0 0.186567164179104 0 0 0 0 0
"tag" 0 0.186567164179104 0 0 0 0 0
"tage" 0 0 0 0 0 0 0.505050505050505
"tausch" 0 0 0 0.338983050847458 0 0 0
"tauschen" 0 0 0 0.338983050847458 0 0 0
"tausend" 0.0753012048192771 0 0 0 0 0 0
"tausendmal" 0.0753012048192771 0 0 0 0 0 0
"thun" 0 0 0.194174757281553 0 0 0 0
"thut" 0 0 0.194174757281553 0 0 0 0
"träumen" 0 0 0.194174757281553 0 0 0 0
"traurige" 0.0753012048192771 0 0 0 0 0 0
"treffe" 0 0 0.194174757281553 0 0 0 0
"treu" 0 0 0.194174757281553 0 0 0 0
"triumph" 0.0753012048192771 0 0 0 0 0 0
"triumphiren" 0.0753012048192771 0 0 0 0 0 0
"trösten" 0 0 0 0 0 0.425531914893617 0
"trügt" 0.0753012048192771 0 0 0 0 0 0
"tyrann" 0.0753012048192771 0 0 0 0 0 0
"überhaupt" 0 0 0.194174757281553 0 0 0 0
"umgange" 0.0753012048192771 0 0 0 0 0 0
"umgehen" 0.0753012048192771 0 0 0 0 0 0
"unbeweglich" 0 0 0.194174757281553 0 0 0 0
"unendlichem" 0 0 0 0.338983050847458 0 0 0
"ungefähr" 0.0753012048192771 0 0 0 0 0 0
"ungezwungen" 0.0753012048192771 0 0 0 0 0 0
"unglücklichen" 0 0 0.194174757281553 0 0 0 0
"unglückseligste" 0 0 0 0 0 0.425531914893617 0
"unhöflich" 0.0753012048192771 0 0 0 0 0 0
"unrecht" 0.0753012048192771 0 0 0 0 0 0
"unruhe" 0 0 0 0 0 0.425531914893617 0
"unsere" 0.0753012048192771 0 0 0 0 0 0
"unterhaltung" 0 0 0 0 0 0 0.505050505050505
"unterthänig" 0.0753012048192771 0 0 0 0 0 0
"unterthänige" 0 0.186567164179104 0 0 0 0 0
"unterthäniger" 0 0 0 0.338983050847458 0 0 0
"unvergleichlich" 0 0 0 0.338983050847458 0 0 0
"ursache" 0 0.186567164179104 0 0 0 0 0
"ursachen" 0.0753012048192771 0 0 0 0 0 0
"verabscheue" 0.0753012048192771 0 0 0 0 0 0
"verachte" 0.0753012048192771 0 0 0 0 0 0
"verachtet" 0.0753012048192771 0 0 0 0 0 0
"verbindliches" 0.0753012048192771 0 0 0 0 0 0
"verblühen" 0.0753012048192771 0 0 0 0 0 0
"verbrechen" 0 0 0 0 0 0.425531914893617 0
"verdienen" 0.0753012048192771 0 0 0 0 0 0
"verdient" 0 0.186567164179104 0 0 0 0 0
"verdiente" 0 0 0 0 0 0 0.505050505050505
"vergeben" 0 0 0 0 0 0.425531914893617 0
"vergieb" 0 0.186567164179104 0 0 0 0 0
"verheyrathet" 0.0753012048192771 0 0 0 0 0 0
"verirrung" 0 0 0 0 0 0.425531914893617 0
"verlange" 0.0753012048192771 0 0 0 0 0 0
"verlangen" 0.0753012048192771 0 0 0 0 0 0
"verläßt" 0 0.186567164179104 0 0 0 0 0
"verlegenheit" 0.0753012048192771 0 0 0 0 0 0
"verliebt" 0.0753012048192771 0 0 0 0 0 0
"verluste" 0 0 0 0 0 0.425531914893617 0
"vernünftig" 0 0.186567164179104 0 0 0 0 0
"verrückt" 0 0 0 0.338983050847458 0 0 0
"verschwunden" 0 0 0 0 0 0.425531914893617 0
"versehn" 0 0 0.194174757281553 0 0 0 0
"versichere" 0 0.186567164179104 0 0 0 0 0
"verstehn" 0.0753012048192771 0 0 0 0 0 0
"verstorbener" 0.0753012048192771 0 0 0 0 0 0
"versuchen" 0.0753012048192771 0 0 0 0 0 0
"verweilen" 0.0753012048192771 0 0 0 0 0 0
"vierteljahre" 0.0753012048192771 0 0 0 0 0 0
"vorgenommen" 0.0753012048192771 0 0 0 0 0 0
"vorgesagt" 0.0753012048192771 0 0 0 0 0 0
"vorige" 0 0 0 0 0 0 0.505050505050505
"vortreflich" 0 0.186567164179104 0 0 0 0 0
"votre" 0 0 0.194174757281553 0 0 0 0
"wahre" 0.0753012048192771 0 0 0 0 0 0
"wären" 0 0.186567164179104 0 0 0 0 0
"wärest" 0 0 0 0.338983050847458 0 0 0
"wechsel" 0 0 0 0.338983050847458 0 0 0
"weiden" 0.0753012048192771 0 0 0 0 0 0
"weis" 0 0 0.194174757281553 0 0 0 0
"weitem" 0 0.186567164179104 0 0 0 0 0
"welcher" 0.0753012048192771 0 0 0 0 0 0
"wenden" 0 0 0.194174757281553 0 0 0 0
"werth" 0 0 0 0 0 0 0.505050505050505
"wider" 0.0753012048192771 0 0 0 0 0 0
"widerwillen" 0.0753012048192771 0 0 0 0 0 0
"wiederfahren" 0.0753012048192771 0 0 0 0 0 0
"wien" 0 0.186567164179104 0 0 0 0 0
"wittwen" 0.0753012048192771 0 0 0 0 0 0
"wochen" 0.0753012048192771 0 0 0 0 0 0
"worte" 0 0.186567164179104 0 0 0 0 0
"wundere" 0.0753012048192771 0 0 0 0 0 0
"würden" 0.0753012048192771 0 0 0 0 0 0
"würdiger" 0.0753012048192771 0 0 0 0 0 0
"würklich" 0.0753012048192771 0 0 0 0 0 0
"wußte" 0.0753012048192771 0 0 0 0 0 0
"zärtlich" 0.0753012048192771 0 0 0 0 0 0
"zärtlichen" 0.0753012048192771 0 0 0 0 0 0
"zehnmal" 0 0.186567164179104 0 0 0 0 0
"zeichen" 0 0 0.194174757281553 0 0 0 0
"zeiten" 0.0753012048192771 0 0 0 0 0 0
"zerspringen" 0 0 0.194174757281553 0 0 0 0
"zufall" 0.0753012048192771 0 0 0 0 0 0
"zufrieden" 0 0 0 0.338983050847458 0 0 0
"zwar" 0 0.186567164179104 0 0 0 0 0
"zweifel" 0 0.186567164179104 0 0 0 0 0
"zweifeln" 0.0753012048192771 0 0 0 0 0 0
"zweytemal" 0.0753012048192771 0 0 0 0 0 0
