Source,Target,Weight,Type
heiberg_grevinde,heiberg_todsunden,2,undirected
heiberg_todsunden,heiberg_charaktere,6,undirected
heiberg_todsunden,heiberg_frau,4,undirected
heiberg_todsunden,heiberg_grevinde,2,undirected
hesse_knulp,fontane_irrungen,2,undirected
hesse_knulp,sapper_dummerle,3,undirected
hesse_knulp,sapper_pfaffling,1,undirected
hesse_siddhartha,arnim_kronenwachter1,3,undirected
hesse_siddhartha,arnim_kronenwachter2,2,undirected
hesse_siddhartha,mann_zauberberg,1,undirected
hoffmann_nacht,achleitner_celsissimus,1,undirected
hoffmann_nacht,brentano_rosenkranz,1,undirected
hoffmann_nacht,freytag_ahnen,1,undirected
hoffmann_nacht,hoffmann_topf,4,undirected
hoffmann_nacht,hoffmann_zaches,6,undirected
hoffmann_nacht,meyer_borgia,1,undirected
hoffmann_topf,brentano_rosenkranz,3,undirected
hoffmann_topf,freytag_ahnen,1,undirected
hoffmann_topf,hoffmann_nacht,4,undirected
hoffmann_topf,hoffmann_zaches,5,undirected
hoffmann_zaches,brentano_gockel,4,undirected
hoffmann_zaches,brentano_rosenkranz,2,undirected
hoffmann_zaches,goethe_faust1,1,undirected
hoffmann_zaches,goethe_faust2,1,undirected
hoffmann_zaches,hoffmann_nacht,6,undirected
hoffmann_zaches,hoffmann_topf,5,undirected
kafka_process,goethe_lehr,1,undirected
kafka_process,kafka_schloss,6,undirected
kafka_process,sapper_pfaffling,2,undirected
kafka_schloss,kafka_process,6,undirected
kafka_schloss,may_winnetou,1,undirected
kafka_schloss,sapper_dummerle,1,undirected
kafka_schloss,sapper_pfaffling,2,undirected
kafka_verwandlung,falke_durchschnitt,3,undirected
kafka_verwandlung,keller_seldywla2,2,undirected
kafka_verwandlung,mann_zauberberg,1,undirected
keller_heinrich,bonsels_indien,1,undirected
keller_heinrich,goethe_wander,1,undirected
keller_heinrich,keller_seldywla1,6,undirected
keller_heinrich,keller_seldywla2,5,undirected
keller_seldywla1,heiberg_frau,1,undirected
keller_seldywla1,keller_heinrich,6,undirected
keller_seldywla1,keller_seldywla2,4,undirected
keller_seldywla2,falke_durchschnitt,1,undirected
keller_seldywla2,kafka_verwandlung,2,undirected
keller_seldywla2,keller_heinrich,5,undirected
keller_seldywla2,keller_seldywla1,4,undirected
keller_seldywla2,mann_zauberberg,2,undirected
keller_seldywla2,schnitzler_casanova,2,undirected
keller_seldywla2,wassermann_spiegel,2,undirected
keller_seldywla2,wassermann_vierzig,1,undirected
mann_tonio,mann_tristan,4,undirected
mann_tonio,mann_venedig,3,undirected
mann_tonio,mann_zauberberg,6,undirected
mann_tonio,wassermann_moloch,3,undirected
mann_tristan,heiberg_frau,1,undirected
mann_tristan,mann_tonio,4,undirected
mann_tristan,mann_zauberberg,2,undirected
mann_venedig,mann_tonio,3,undirected
mann_venedig,mann_zauberberg,2,undirected
mann_venedig,meyer_borgia,1,undirected
mann_zauberberg,arnim_kronenwachter1,1,undirected
mann_zauberberg,falke_durchschnitt,3,undirected
mann_zauberberg,gerstacker_reise,1,undirected
mann_zauberberg,gerstacker_tahiti,2,undirected
mann_zauberberg,hesse_siddhartha,1,undirected
mann_zauberberg,kafka_verwandlung,1,undirected
mann_zauberberg,keller_seldywla2,2,undirected
mann_zauberberg,mann_tonio,6,undirected
mann_zauberberg,mann_tristan,2,undirected
mann_zauberberg,mann_venedig,2,undirected
may_winnetou,goethe_wander,2,undirected
may_winnetou,kafka_schloss,1,undirected
may_winnetou,may_wuste,6,undirected
may_wuste,goethe_italiensche,2,undirected
may_wuste,goethe_wander,1,undirected
may_wuste,may_winnetou,6,undirected
meyer_borgia,arnim_kronenwachter2,2,undirected
meyer_borgia,bonsels_indien,2,undirected
meyer_borgia,freytag_ahnen,2,undirected
meyer_borgia,hoffmann_nacht,1,undirected
meyer_borgia,mann_venedig,1,undirected
meyer_borgia,meyer_monchs,6,undirected
meyer_borgia,meyer_pescara,3,undirected
meyer_borgia,meyer_richterin,1,undirected
meyer_monchs,meyer_borgia,6,undirected
meyer_monchs,meyer_pescara,5,undirected
meyer_monchs,meyer_richterin,3,undirected
meyer_pescara,meyer_borgia,3,undirected
meyer_pescara,meyer_monchs,5,undirected
meyer_pescara,meyer_richterin,5,undirected
meyer_richterin,meyer_borgia,1,undirected
meyer_richterin,meyer_monchs,3,undirected
meyer_richterin,meyer_pescara,5,undirected
sapper_dummerle,hesse_knulp,3,undirected
sapper_dummerle,kafka_schloss,1,undirected
sapper_dummerle,sapper_kriegsbuchlein,3,undirected
sapper_dummerle,sapper_pfaffling,6,undirected
sapper_dummerle,sapper_vater,5,undirected
sapper_dummerle,schnitzler_tanzerin,1,undirected
sapper_dummerle,spyri_heidi1,1,undirected
sapper_dummerle,spyri_heidi2,1,undirected
sapper_dummerle,spyri_heimatlos,1,undirected
sapper_kriegsbuchlein,sapper_dummerle,3,undirected
sapper_kriegsbuchlein,sapper_pfaffling,4,undirected
sapper_kriegsbuchlein,sapper_vater,1,undirected
sapper_pfaffling,fontane_birnbaum,1,undirected
sapper_pfaffling,fontane_effi,1,undirected
sapper_pfaffling,fontane_irrungen,1,undirected
sapper_pfaffling,gerstacker_amerika,1,undirected
sapper_pfaffling,hesse_knulp,1,undirected
sapper_pfaffling,kafka_process,2,undirected
sapper_pfaffling,kafka_schloss,2,undirected
sapper_pfaffling,sapper_dummerle,6,undirected
sapper_pfaffling,sapper_kriegsbuchlein,4,undirected
sapper_pfaffling,sapper_vater,4,undirected
sapper_vater,sapper_dummerle,5,undirected
sapper_vater,sapper_kriegsbuchlein,1,undirected
sapper_vater,sapper_pfaffling,4,undirected
sapper_vater,schnitzler_tanzerin,4,undirected
schnitzler_casanova,keller_seldywla2,2,undirected
schnitzler_casanova,wassermann_moloch,3,undirected
schnitzler_casanova,wassermann_spiegel,1,undirected
schnitzler_tanzerin,falke_nebel,5,undirected
schnitzler_tanzerin,sapper_dummerle,1,undirected
schnitzler_tanzerin,sapper_vater,4,undirected
spyri_heidi1,sapper_dummerle,1,undirected
spyri_heidi1,spyri_heidi2,5,undirected
spyri_heidi1,spyri_heimatlos,4,undirected
spyri_heidi2,sapper_dummerle,1,undirected
spyri_heidi2,spyri_heidi1,5,undirected
spyri_heidi2,spyri_heimatlos,6,undirected
spyri_heimatlos,sapper_dummerle,1,undirected
spyri_heimatlos,spyri_heidi1,4,undirected
spyri_heimatlos,spyri_heidi2,6,undirected
wassermann_moloch,falke_nebel,2,undirected
wassermann_moloch,freytag_haben,1,undirected
wassermann_moloch,mann_tonio,3,undirected
wassermann_moloch,schnitzler_casanova,3,undirected
wassermann_moloch,wassermann_spiegel,4,undirected
wassermann_moloch,wassermann_vierzig,5,undirected
wassermann_spiegel,bonsels_himmelsvolk,2,undirected
wassermann_spiegel,bonsels_indien,3,undirected
wassermann_spiegel,keller_seldywla2,2,undirected
wassermann_spiegel,schnitzler_casanova,1,undirected
wassermann_spiegel,wassermann_moloch,4,undirected
wassermann_spiegel,wassermann_vierzig,6,undirected
wassermann_vierzig,arnim_isabella,1,undirected
wassermann_vierzig,keller_seldywla2,1,undirected
wassermann_vierzig,wassermann_moloch,5,undirected
wassermann_vierzig,wassermann_spiegel,6,undirected
