corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,11g5g.0,liebe,15,
qd,11g5g.0,epimenides,1,
qd,11g5g.0,pfaffe,6,
qd,11g5g.0,chor_der_frauen,27,
qd,11g5g.0,unsichtbares_chor,20,
qd,11g5g.0,dämonen_der_list,5,
qd,11g5g.0,genius_i,18,
qd,11g5g.0,chor,12,
qd,11g5g.0,genius_ii,19,
qd,11g5g.0,jurist,7,
qd,11g5g.0,dämon_der_list,14,
qd,11g5g.0,dämon_des_kriegs,4,
qd,11g5g.0,priester,24,
qd,11g5g.0,hofmann,10,
qd,11g5g.0,chor_der_krieger,26,
qd,11g5g.0,lustige_person,11,
qd,11g5g.0,diplomat,8,
qd,11g5g.0,genien,2,
qd,11g5g.0,dame,9,
qd,11g5g.0,sämtliche_chöre,23,
qd,11g5g.0,heereszug,3,
qd,11g5g.0,hoffnung,17,
qd,11g5g.0,die_muse,0,
qd,11g5g.0,jugendfürst,21,
qd,11g5g.0,dämon_der_unterdrückung,13,
qd,11g5g.0,glaube,16,
qd,11g5g.0,landbewohner,22,
qd,11g5g.0,die_einigkeit,25,
