corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,vn2s.0,rosse,40,
qd,vn2s.0,diener_3,15,
qd,vn2s.0,sohn,37,
qd,vn2s.0,alter,38,
qd,vn2s.0,menteth,16,
qd,vn2s.0,arzt_schottisch,8,
qd,vn2s.0,fleance,17,
qd,vn2s.0,erste_hexe,21,
qd,vn2s.0,lords,0,
qd,vn2s.0,diener_2,14,
qd,vn2s.0,der_junge_siward,35,
qd,vn2s.0,dritter_mörder,3,
qd,vn2s.0,cathness,25,
qd,vn2s.0,angus,20,
qd,vn2s.0,pförtner,29,
qd,vn2s.0,dritte_hexe,23,
qd,vn2s.0,erster_mörder,1,
qd,vn2s.0,die_erscheinung,4,
qd,vn2s.0,zweiter_mörder,2,
qd,vn2s.0,lord,6,
qd,vn2s.0,malcolm,39,
qd,vn2s.0,macbeth,27,
qd,vn2s.0,hekate,24,
qd,vn2s.0,seyton,18,
qd,vn2s.0,ein_soldat,11,
qd,vn2s.0,lenox,12,
qd,vn2s.0,kammerfrau,19,
qd,vn2s.0,bote_1,32,
qd,vn2s.0,lady_macduff,30,
qd,vn2s.0,duncan,7,
qd,vn2s.0,arzt_englisch,9,
qd,vn2s.0,lady_macbeth,31,
qd,vn2s.0,bote_2,33,
qd,vn2s.0,gesang,10,
qd,vn2s.0,banquo,28,
qd,vn2s.0,donalbain,5,
qd,vn2s.0,zweite_hexe,22,
qd,vn2s.0,macduff,36,
qd,vn2s.0,krieger,26,
qd,vn2s.0,siward,34,
qd,vn2s.0,diener_1,13,
