corpus,drama,figure_surface,figure_id,Gender,Age
qd,vndf.0,LORENZO,lorenzo,,
qd,vndf.0,ERSTER BEDIENTE 2,erster_bediente_2,,
qd,vndf.0,DER BEDIENTE 3,der_bediente_3,,
qd,vndf.0,EIN BÜRGER 2,ein_bürger_2,,
qd,vndf.0,ZWEITER WÄCHTER,zweiter_wächter,,
qd,vndf.0,ZWEITER BEDIENTE 1,zweiter_bediente_1,,
qd,vndf.0,CAPULET,capulet,,
qd,vndf.0,PRINZ,prinz,,
qd,vndf.0,ERSTER WÄRTER,erster_wärter,,
qd,vndf.0,BEDIENTE,bediente_pl,,
qd,vndf.0,GREGORIO,gregorio,,
qd,vndf.0,JULIA,julia,,
qd,vndf.0,ROMEO,romeo,,
qd,vndf.0,MERCUTIO,mercutio,,
qd,vndf.0,ERSTER MUSIKANT,erster_musikant,,
qd,vndf.0,DRITTER WÄCHTER,dritter_wächter,,
qd,vndf.0,WÄCHTER,wächter_pl,,
qd,vndf.0,PETER,peter,,
qd,vndf.0,ERSTER BEDIENTE 1,erster_bediente_1,,
qd,vndf.0,WÄRTERIN,wärterin,,
qd,vndf.0,ABRAHAM,abraham,,
qd,vndf.0,TYBALT,tybalt,,
qd,vndf.0,PAGE,page,,
qd,vndf.0,EIN BÜRGER 1,ein_bürger_1,,
qd,vndf.0,GRÄFIN MONTAGUE,gräfin_montague,,
qd,vndf.0,MARCUS,marcus,,
qd,vndf.0,ERSTER WÄCHTER,erster_wächter,,
qd,vndf.0,BALTHASAR,balthasar,,
qd,vndf.0,DRITTER MUSIKANT,dritter_musikant,,
qd,vndf.0,DER BEDIENTE 2,der_bediente_2,,
qd,vndf.0,DER BEDIENTE 1,der_bediente_1,,
qd,vndf.0,ZWEITER MUSIKANT,zweiter_musikant,,
qd,vndf.0,SIMSON,simson,,
qd,vndf.0,ZWEITER CAPULET,zweiter_capulet,,
qd,vndf.0,BEDIENTER,bedienter,,
qd,vndf.0,BENVOLIO,benvolio,,
qd,vndf.0,MONTAGUE,montague,,
qd,vndf.0,GRÄFIN,gräfin_capulet,,
qd,vndf.0,ZWEITER BEDIENTE 2,zweiter_bediente_2,,
qd,vndf.0,APOTHEKER,apotheker,,
qd,vndf.0,PARIS,paris,,
