corpus,drama,figure_surface,figure_id,Gender,Age
qd,ksd1.0,EINE ANDERE,eine_andere,,
qd,ksd1.0,MERCIER,mercier,,
qd,ksd1.0,ERSTER HERR,erster_herr,,
qd,ksd1.0,SIMON,simon,,
qd,ksd1.0,SOLDAT,soldat,,
qd,ksd1.0,VIELE STIMMEN,einige_stimmen,,
qd,ksd1.0,SCHLIESSER,schliesser,,
qd,ksd1.0,EIN WEIB,ein_weib,,
qd,ksd1.0,ROBESPIERRE,robespierre,,
qd,ksd1.0,EINE STIMME,die_stimme,,
qd,ksd1.0,LUCILE,lucile,,
qd,ksd1.0,EIN ANDRER GEFANGENER,ein_andrer_gefangener,,
qd,ksd1.0,ADELAIDE,adelaide,,
qd,ksd1.0,LAFLOTTE,laflotte,,
qd,ksd1.0,EIN ANDERER DEPUTIERTER,ein_anderer_deputierter,,
qd,ksd1.0,PAYNE,payne,,
qd,ksd1.0,FOUQUIER,fouquier,,
qd,ksd1.0,EINIGE WEIBER,einige_weiber,,
qd,ksd1.0,EINIGE STIMMEN 2. Akt,einige_stimmen_2,,
qd,ksd1.0,ERSTER HENKER,erster_henker,,
qd,ksd1.0,EUGENIE,eugenie,,
qd,ksd1.0,EIN BÜRGER,bürger,,
qd,ksd1.0,FABRE,fabre,,
qd,ksd1.0,JULIE,julie,,
qd,ksd1.0,BARÈRE,barère,,
qd,ksd1.0,ZWEITER HENKER,zweiter_henker,,
qd,ksd1.0,DANTON,danton,,
qd,ksd1.0,ZWEITES WEIB,zweites_weib,,
qd,ksd1.0,COLLOT D'HERBOIS,collot_d_herbois,,
qd,ksd1.0,HERMAN,herman,,
qd,ksd1.0,JUNGER MENSCH,junger_mensch,,
qd,ksd1.0,LACROIX,lacroix,,
qd,ksd1.0,DIE UMSTEHENDEN,die_umstehenden,,
qd,ksd1.0,EIN WEIB MIT KINDERN,ein_weib_mit_kindern,,
qd,ksd1.0,EIN BETTLER,bettler,,
qd,ksd1.0,HÉRAULT,hérault,,
qd,ksd1.0,DRITTER BÜRGER,dritter_bürger,,
qd,ksd1.0,EIN DEPUTIERTER,ein_deputierter,,
qd,ksd1.0,EINIGE STIMMEN 4. Akt,einige_stimmen_4,,
qd,ksd1.0,PARIS,paris,,
qd,ksd1.0,DUMAS,dumas,,
qd,ksd1.0,AMAR,amar,,
qd,ksd1.0,CAMILLE,camille,,
qd,ksd1.0,WEIB,weib,,
qd,ksd1.0,VOULAND,vouland,,
qd,ksd1.0,LEGENDRE,legendre,,
qd,ksd1.0,DRITTES WEIB,drittes_weib,,
qd,ksd1.0,ST,st,,
qd,ksd1.0,EIN GEFANGENER,der_gefangne,,
qd,ksd1.0,DIE ANDERN,die_andern_bürgersoldaten,,
qd,ksd1.0,ERSTER FUHRMANN,erster_fuhrmann,,
qd,ksd1.0,ERSTER BÜRGER,erster_bürger,,
qd,ksd1.0,EINIGE STIMMEN 3. Akt,viele_stimmen_3,,
qd,ksd1.0,ZWEITER BÜRGER,zweiter_bürger,,
qd,ksd1.0,DILLON,dillon,,
qd,ksd1.0,EIN LYONER,ein_lyoner,,
qd,ksd1.0,COLLOT,collot,,
qd,ksd1.0,DIE JAKOBINER,die_jakobiner,,
qd,ksd1.0,EINE DAME,eine_dame,,
qd,ksd1.0,ZWEITER BÜRGER 3. AKT,zweiter_bürger_3,,
qd,ksd1.0,MARION,marion,,
qd,ksd1.0,EIN JAKOBINER,ein_jakobiner,,
qd,ksd1.0,CHAUMETTE,chaumette,,
qd,ksd1.0,MADAME,madame,,
qd,ksd1.0,BILLAUD,billaud,,
qd,ksd1.0,WÄRTER,wärter,,
qd,ksd1.0,PHILIPPEAU,philippeau,,
qd,ksd1.0,LEUTE,leute,,
qd,ksd1.0,ZWEITER FUHRMANN,zweiter_fuhrmann,,
qd,ksd1.0,BÄNKELSÄNGER,bänkelsänger,,
qd,ksd1.0,ZWEITER BÜRGERSOLDAT,zweiter_bürgersoldat,,
qd,ksd1.0,ZWEITER HERR,zweiter_herr,,
qd,ksd1.0,PRÄSIDENT,der_präsident,,
qd,ksd1.0,ERSTES WEIB,erstes_weib,,
qd,ksd1.0,ROSALIE,rosalie,,
qd,ksd1.0,ERSTER BÜRGERSOLDAT,erster_bürgersoldat,,
qd,ksd1.0,JUNGER HERR,junger_herr,,
qd,ksd1.0,ERSTER BÜRGER 3. AKT,erster_bürger_3,,
