corpus,drama,figure_surface,figure_id,Gender,Age
qd,r0n2.0,DAS MÄDCHEN,das_mädchen,,
qd,r0n2.0,DIE ZWEITE AMAZONE,die_zweite_amazone,,
qd,r0n2.0,DIE DRITTE AMAZONE,die_dritte_amazone,,
qd,r0n2.0,STIMMEN,stimmen,,
qd,r0n2.0,EINE JUNGFRAU,eine_jungfrau,,
qd,r0n2.0,DIE DREI AMAZONEN,die_drei_amazonen,,
qd,r0n2.0,DIE SECHSTE,die_sechste,,
qd,r0n2.0,ERSTE OBERSTE,die_erste_oberste,,
qd,r0n2.0,DAS HEER DER AMAZONEN,das_heer_der_amazonen,,
qd,r0n2.0,EIN ÄTOLIER,ein_ätolier,,
qd,r0n2.0,DIE VIERTE,die_vierte,,
qd,r0n2.0,MEHRERE FRAUEN,mehrere_frauen,,
qd,r0n2.0,DIE GRIECHEN,die_griechen,,
qd,r0n2.0,EIN DRITTES,das_dritte,,
qd,r0n2.0,EINE ANDERE,eine_andere,,
qd,r0n2.0,DER HEROLD,der_herold,,
qd,r0n2.0,MEHRERE,mehrere,,
qd,r0n2.0,DIE SIEBENTE,die_siebente,,
qd,r0n2.0,DIE OBERSTE,die_oberste,,
qd,r0n2.0,ACHILLES,achill,,
qd,r0n2.0,PROTHOE,prothoe,,
qd,r0n2.0,DIE FÜNFTE,die_fünfte_amazone,,
qd,r0n2.0,DIE FRAUEN,die_frauen,,
qd,r0n2.0,EINE DRITTE,eine_dritte,,
qd,r0n2.0,DIE HAUPTMÄNNIN,die_hauptmännin,,
qd,r0n2.0,EINE ANDERE FÜRSTIN,eine_andere_fürstin,,
qd,r0n2.0,DAS ZWEITE MÄDCHEN,das_zweite,,
qd,r0n2.0,ODYSSEUS,odysseus,,
qd,r0n2.0,DIE ACHTE,die_achte,,
qd,r0n2.0,MEROE,meroe,,
qd,r0n2.0,ANTILOCHUS,antilochus,,
qd,r0n2.0,PENTHESILEA,penthesilea,,
qd,r0n2.0,DIE PRIESTERINNEN,die_priesterinnen,,
qd,r0n2.0,DIOMEDES,diomedes,,
qd,r0n2.0,DIE MÄDCHEN,die_mädchen,,
qd,r0n2.0,DIE AMAZONE,die_erste_amazone,,
qd,r0n2.0,EINE AMAZONENFÜRSTIN,eine_amazonenfürstin,,
qd,r0n2.0,EIN DOLOPER,der_doloper,,
qd,r0n2.0,EIN JUNGES MÄDCHEN,ein_junges_mädchen,,
qd,r0n2.0,AUTOMEDON,automedon,,
qd,r0n2.0,DIE OBERPRIESTERIN,die_oberpriesterin,,
qd,r0n2.0,DAS VIERTE MÄDCHEN,das_vierte_mädchen,,
qd,r0n2.0,CHOR DER JUNGFRAUN,chor,,
qd,r0n2.0,GRIECHEN,griechen,,
qd,r0n2.0,DIE PRIESTERIN,eine_priesterin,,
qd,r0n2.0,EINE FÜRSTIN,eine_fürstin,,
qd,r0n2.0,EINE ZWEITE,eine_zweite,,
qd,r0n2.0,ASTERIA,asteria,,
qd,r0n2.0,EIN GRIECHENFÜRST,ein_griechenfürst,,
qd,r0n2.0,DER HAUPTMANN,der_hauptmann,,
qd,r0n2.0,DER MYRMIDONIER,ein_myrmidonier,,
qd,r0n2.0,EIN GRIECHE,der_erste,,
qd,r0n2.0,EINE TRÄGERIN,eine_trägerin,,
qd,r0n2.0,DER ZWEITE,der_zweite,,
