corpus,drama,figure_surface,figure_id,Gender,Age
qd,k1ff.0,EINE ANDERE FRAU 2,eine_andere_frau_2,,
qd,k1ff.0,LAMPITO,lampito,,
qd,k1ff.0,ZWEITER HALBCHOR,zweiter_halbchor,,
qd,k1ff.0,ZWEITE FRAU,zweite_frau,,
qd,k1ff.0,DAS BÜBCHEN,das_bübchen,,
qd,k1ff.0,KINESIAS,kinesias,,
qd,k1ff.0,MYRRHINE,myrrhine,,
qd,k1ff.0,CHOR DER MÄNNER,chor_der_männer,,
qd,k1ff.0,CHOR DER SPARTANER,chor_der_spartaner,,
qd,k1ff.0,CHORFÜHRER,chorführer,,
qd,k1ff.0,FRAU 2,frau_2,,
qd,k1ff.0,EINE ANDERE,eine_andere,,
qd,k1ff.0,FRAU 3,frau_3,,
qd,k1ff.0,DRITTE FRAU 1,dritte_frau_1,,
qd,k1ff.0,ZWEITER HALBCHOR DER FRAUEN,zweiter_halbchor_der_frauen,,
qd,k1ff.0,DRITTE FRAU 2,dritte_frau_2,,
qd,k1ff.0,ERSTER HALBCHOR DER FRAUEN,erster_halbchor_der_frauen,,
qd,k1ff.0,SPARTANER 1,spartaner_1,,
qd,k1ff.0,"CHOR DER FRAUEN, ZWEITE HÄLFTE",chor_der_frauen_zweite_hälfte,,
qd,k1ff.0,ATHENER 1,athener_1,,
qd,k1ff.0,ERSTER HALBCHOR,erster_halbchor,,
qd,k1ff.0,DER CHOR DER ATHENER,der_chor_der_athener,,
qd,k1ff.0,"CHOR DER FRAUEN, EINE HÄLFTE",chor_der_frauen_eine_hälfte,,
qd,k1ff.0,RATSHERR,ratsherr,,
qd,k1ff.0,EINE ANDERE FRAU 3,eine_andere_frau_3,,
qd,k1ff.0,LYSISTRATE,lysistrate,,
qd,k1ff.0,DIENER,diener,,
qd,k1ff.0,FRAUEN PL,frauen_pl,,
qd,k1ff.0,FRAU 1,frau_1,,
qd,k1ff.0,EINE ANDERE FRAU 1,eine_andere_frau_1,,
qd,k1ff.0,CHORFÜHRERIN,chorführerin,,
qd,k1ff.0,CHOR DER WEIBER,chor_der_frauen,,
qd,k1ff.0,KALONIKE,kalonike,,
qd,k1ff.0,HEROLD,herold,,
qd,k1ff.0,ATHENER 2,athener_2,,
qd,k1ff.0,FRAU 4,frau_4,,
qd,k1ff.0,SPARTANER 2,spartaner_2,,
qd,k1ff.0,EINE FRAU,eine_frau,,
