corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,x4vx.0,mutter,10,
qd,x4vx.0,soldaten,20,
qd,x4vx.0,das_volk,17,
qd,x4vx.0,goffier,0,
qd,x4vx.0,walter,3,
qd,x4vx.0,baptist,13,
qd,x4vx.0,judith,16,
qd,x4vx.0,soudry,18,
qd,x4vx.0,opku,1,
qd,x4vx.0,soldat,4,
qd,x4vx.0,marie,21,
qd,x4vx.0,klara,12,
qd,x4vx.0,julia,7,
qd,x4vx.0,diakue,6,
qd,x4vx.0,die_offiziere_von_seinem_gefolg,19,
qd,x4vx.0,dessalines,2,
qd,x4vx.0,anna,15,
qd,x4vx.0,offizier,5,
qd,x4vx.0,offiziere,8,
qd,x4vx.0,pflanzer,9,
qd,x4vx.0,hortensia,11,
qd,x4vx.0,mädchen,14,
