corpus,drama,figure_surface,figure_id,Gender,Age
qd,jn6r.0,FLORIAN,florian,,
qd,jn6r.0,FÄHNLEIN,fähnlein,,
qd,jn6r.0,SEIN WEIB,sein_weib,,
qd,jn6r.0,HAMMER,hammer,,
qd,jn6r.0,FRAU SEITZER,frau_seitzer,,
qd,jn6r.0,ROST,rost,,
qd,jn6r.0,RELLMANN,rellmann,,
qd,jn6r.0,ADALGISE,adalgise,,
qd,jn6r.0,TATERL,taterl,,
qd,jn6r.0,SCHRAUBE,schrauber,,
qd,jn6r.0,ZWEITER SCHREIBER,zweiter_schreiber,,
qd,jn6r.0,EIN STROLCH,ein_strolch,,
qd,jn6r.0,ZÄNKER,zänker,,
qd,jn6r.0,DIE ANDERN,die_andern,,
qd,jn6r.0,JETTE,jette,,
qd,jn6r.0,THOMAS,thomas,,
qd,jn6r.0,HERMINE,hermine,,
qd,jn6r.0,EIN TEIL DER GESELLSCHAFT,ein_teil_der_gesellschaft,,
qd,jn6r.0,DIENSTMANN,dienstmann,,
qd,jn6r.0,FRAU XANDL,frau_xandl,,
qd,jn6r.0,ALWINE,alwine,,
qd,jn6r.0,ARBEITER,arbeiter,,
qd,jn6r.0,ERSTER SCHREIBER,erster_schreiber,,
qd,jn6r.0,FRAU HOLLER,frau_holler,,
qd,jn6r.0,SEITZER,seitzer,,
qd,jn6r.0,DIE ANDEREN,die_anderen,,
qd,jn6r.0,BURSCHE,bursche,,
qd,jn6r.0,ALTE HAMMER,alte_hammer,,
