corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,v3n4.0,395,25641,0,409,4368,0
qd,v3n4.0,395,25641,0,4381,8452,0
qd,v3n4.0,395,25641,0,8465,11097,0
qd,v3n4.0,395,25641,0,11110,12923,0
qd,v3n4.0,395,25641,0,12936,14767,0
qd,v3n4.0,395,25641,0,14780,18503,0
qd,v3n4.0,395,25641,0,18516,20815,0
qd,v3n4.0,395,25641,0,20828,24817,0
qd,v3n4.0,395,25641,0,24830,25641,0
qd,v3n4.0,25654,51654,0,25668,32058,0
qd,v3n4.0,25654,51654,0,32071,34914,0
qd,v3n4.0,25654,51654,0,34927,39334,0
qd,v3n4.0,25654,51654,0,39347,39734,0
qd,v3n4.0,25654,51654,0,39746,41435,0
qd,v3n4.0,25654,51654,0,41448,42206,0
qd,v3n4.0,25654,51654,0,42219,44832,0
qd,v3n4.0,25654,51654,0,44845,46094,0
qd,v3n4.0,25654,51654,0,46107,47376,0
qd,v3n4.0,25654,51654,0,47389,49067,0
qd,v3n4.0,25654,51654,0,49080,49538,0
qd,v3n4.0,25654,51654,0,49549,51654,0
qd,v3n4.0,51669,81734,0,51683,56626,0
qd,v3n4.0,51669,81734,0,56639,61098,0
qd,v3n4.0,51669,81734,0,61111,63733,0
qd,v3n4.0,51669,81734,0,63746,70126,0
qd,v3n4.0,51669,81734,0,70139,70663,0
qd,v3n4.0,51669,81734,0,70674,74428,0
qd,v3n4.0,51669,81734,0,74441,75002,0
qd,v3n4.0,51669,81734,0,75015,80587,0
qd,v3n4.0,51669,81734,0,80600,81734,0
qd,v3n4.0,81749,106098,0,81763,88286,0
qd,v3n4.0,81749,106098,0,88299,90446,0
qd,v3n4.0,81749,106098,0,90459,91581,0
qd,v3n4.0,81749,106098,0,91594,93481,0
qd,v3n4.0,81749,106098,0,93494,94681,0
qd,v3n4.0,81749,106098,0,94694,100790,0
qd,v3n4.0,81749,106098,0,100803,102534,0
qd,v3n4.0,81749,106098,0,102547,106098,0
qd,v3n4.0,106113,134694,0,106127,112206,0
qd,v3n4.0,106113,134694,0,112219,114042,0
qd,v3n4.0,106113,134694,0,114055,115496,0
qd,v3n4.0,106113,134694,0,115509,117835,0
qd,v3n4.0,106113,134694,0,117848,120049,0
qd,v3n4.0,106113,134694,0,120062,122273,0
qd,v3n4.0,106113,134694,0,122286,123751,0
qd,v3n4.0,106113,134694,0,123764,127676,0
qd,v3n4.0,106113,134694,0,127689,128620,0
qd,v3n4.0,106113,134694,0,128633,134694,0
