corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,kjgc.0,magog,11,
qd,kjgc.0,moritz,6,
qd,kjgc.0,melech,16,
qd,kjgc.0,abdon,14,
qd,kjgc.0,faust,0,
qd,kjgc.0,rochus,7,
qd,kjgc.0,gog,17,
qd,kjgc.0,herold,10,
qd,kjgc.0,dragon,18,
qd,kjgc.0,rudolph,21,
qd,kjgc.0,wagner,1,
qd,kjgc.0,stup,19,
qd,kjgc.0,ein_jude,23,
qd,kjgc.0,belial,12,
qd,kjgc.0,die_satane,15,
qd,kjgc.0,mariane,2,
qd,kjgc.0,theodora,5,
qd,kjgc.0,banquier,20,
qd,kjgc.0,satan,9,
qd,kjgc.0,xaver,3,
qd,kjgc.0,paulina,8,
qd,kjgc.0,ein_bedienter,22,
qd,kjgc.0,lisette,4,
qd,kjgc.0,sebub,13,
