corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,th0n.0,Die Gewaltlosen,de,"Rubiner, Ludwig",118603590,,,0,1919,0,0
