corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,rfbx.0,marie,2,
qd,rfbx.0,schwalbach,19,
qd,rfbx.0,anna,1,
qd,rfbx.0,schmidt,23,
qd,rfbx.0,clara,14,
qd,rfbx.0,mielisch,20,
qd,rfbx.0,die_wäscherin,6,
qd,rfbx.0,zernickow,0,
qd,rfbx.0,rudolf,15,
qd,rfbx.0,natalie,3,
qd,rfbx.0,erster_lieferant,16,
qd,rfbx.0,erster_kellner,21,
qd,rfbx.0,hempel,10,
qd,rfbx.0,emma,4,
qd,rfbx.0,wilhelm,12,
qd,rfbx.0,zweiter_lieferant,17,
qd,rfbx.0,minna,11,
qd,rfbx.0,leopold,13,
qd,rfbx.0,krümel,18,
qd,rfbx.0,stresow,8,
qd,rfbx.0,lipsky,9,
qd,rfbx.0,zweiter_kellner,22,
qd,rfbx.0,gottlieb,24,
qd,rfbx.0,carl,25,
qd,rfbx.0,mehlmeyer,5,
qd,rfbx.0,weigelt,7,
