corpus,drama,figure_surface,figure_id,Gender,Age
qd,kjfc.0,STRUENSEE,struensee,,
qd,kjfc.0,GULDBERG,guldberg,,
qd,kjfc.0,CONRAD,conrad,,
qd,kjfc.0,SCHACK,schack,,
qd,kjfc.0,GRÄFIN REEZ,gräfin_reez,,
qd,kjfc.0,WIRTHIN,wirthin,,
qd,kjfc.0,SVENNE,svenne,,
qd,kjfc.0,STIMMEN DER SOLDATEN,stimmen_der_soldaten,,
qd,kjfc.0,PFARRER,pfarrer_struensee,,
qd,kjfc.0,FLYNS,flyns,,
qd,kjfc.0,MATHILDE,mathilde,,
qd,kjfc.0,DETLEV,detlev,,
qd,kjfc.0,DIENER,diener,,
qd,kjfc.0,HAUSHOFMEISTER,haushofmeister,,
qd,kjfc.0,RANZAU,ranzau,,
qd,kjfc.0,DRITTER DIENER,dritter_diener,,
qd,kjfc.0,MASKE,maske,,
qd,kjfc.0,FÜRST,fürst,,
qd,kjfc.0,KERKERMEISTER,kerkermeister,,
qd,kjfc.0,ALLE BAUERN,alle_bauern,,
qd,kjfc.0,JOHANNES,johannes,,
qd,kjfc.0,JULIANE,juliane,,
qd,kjfc.0,PAGE,page,,
qd,kjfc.0,ANDREAS,andreas,,
qd,kjfc.0,EIN KAMMERHERR,ein_kammerherr,,
qd,kjfc.0,KAMMERDIENER,kammerdiener,,
qd,kjfc.0,ERSTER DIENER,erster_diener,,
qd,kjfc.0,KEITH,keith,,
qd,kjfc.0,KÖLLER,köller,,
qd,kjfc.0,ZWEITER DIENER,zweiter_diener,,
qd,kjfc.0,GRAF BRANDT,graf_brandt,,
qd,kjfc.0,HOOGE,hooge,,
qd,kjfc.0,SCHULMEISTER,schulmeister,,
qd,kjfc.0,EIN DIENER,ein_diener,,
qd,kjfc.0,BABE,babe,,
qd,kjfc.0,EMMY,emmy,,
qd,kjfc.0,EIN KAMMERDIENER,ein_kammerdiener,,
qd,kjfc.0,DAMEN,damen,,
qd,kjfc.0,VIERTER DIENER,vierter_diener,,
qd,kjfc.0,GRÄFIN UHLFELD,gräfin_uhlfeld,,
qd,kjfc.0,MEHRERE MASKEN,mehrere_masken,,
qd,kjfc.0,OFFICIER,ein_officier,,
qd,kjfc.0,ALLE OFFICIERE,alle_officiere,,
qd,kjfc.0,HAUPTMANN,hauptmann,,
