corpus,drama,figure_surface,figure_id,Gender,Age
qd,x3b4.0,ERSTER BEDIENTER,erster_bedienter,,
qd,x3b4.0,DER ZUSCHAUER,der_zuschauer,,
qd,x3b4.0,DIE GESELLEN,die_gesellen,,
qd,x3b4.0,ALMA,alma,,
qd,x3b4.0,DER SÖLDNER,der_söldner,,
qd,x3b4.0,DER LANDSTREICHER,ein_landstreicher,,
qd,x3b4.0,EINIGE BÜRGER,einige_stimmen,,
qd,x3b4.0,KÖNIG NICOLO,könig_nicolo,,
qd,x3b4.0,DER PROKURATOR DES KÖNIGS,der_prokurator_des_königs,,
qd,x3b4.0,MICHELE,michele,,
qd,x3b4.0,NOÈ,noè,,
qd,x3b4.0,DER OBERRICHTER,der_oberrichter,,
qd,x3b4.0,DER GUTSBESITZER,der_gutsbesitzer,,
qd,x3b4.0,DER SCHAUSPIELER,der_schauspieler,,
qd,x3b4.0,DIE ZUHÖRER,die_zuhörer,,
qd,x3b4.0,DER KUNSTREITER,der_kunstreiter,,
qd,x3b4.0,ANDREA VALORI,andrea_valori,,
qd,x3b4.0,KÖNIG PIETRO,könig_pietro,,
qd,x3b4.0,EIN EDELKNABE,ein_edelknabe,,
qd,x3b4.0,CHORUS,chorus,,
qd,x3b4.0,DER THEATERBESITZER,der_erste_theaterbesitzer,,
qd,x3b4.0,DIE KUPPLERIN,die_kupplerin,,
qd,x3b4.0,DER GERICHTSAKTUAR,der_gerichtsaktuar,,
qd,x3b4.0,DER ZWEITE THEATERBESITZER,der_zweite_theaterbesitzer,,
qd,x3b4.0,DIE ZUSCHAUER,die_zuschauer,,
qd,x3b4.0,BENEDETTO NARDI,benedetto_nardi,,
qd,x3b4.0,BATTISTA,battista,,
qd,x3b4.0,DER VERTEIDIGER,der_verteidiger,,
qd,x3b4.0,ZWEITER BEDIENTER,zweiter_bedienter,,
qd,x3b4.0,MEISTER PANDOLFO,meister_pandolfo,,
qd,x3b4.0,PRINZ FILIPO,prinz_filipo,,
qd,x3b4.0,DIE BÜRGER,die_bürger,,
qd,x3b4.0,DER GEFÄNGNISWÄRTER,der_gefängniswärter,,
