corpus,drama,figure_surface,figure_id,Gender,Age
qd,qkn4.0,SEKRETÄR,sekretär,,
qd,qkn4.0,JEAN,jean,,
qd,qkn4.0,HAUSHOFMEISTER,haushofmeister,,
qd,qkn4.0,BEDIENTE,bediente,,
qd,qkn4.0,STALLMEISTER,stallmeister,,
qd,qkn4.0,REKTOR,rektor,,
qd,qkn4.0,HERR VON POSERT,herr_von_posert,,
qd,qkn4.0,KAMMERDIENER,kammerdiener,,
qd,qkn4.0,BEDIENTER,bedienter,,
qd,qkn4.0,JAKOB,jakob,,
qd,qkn4.0,KARL,karl,,
qd,qkn4.0,LIEUTENANT,lieutenant,,
qd,qkn4.0,GENERAL,general,,
qd,qkn4.0,UNTEROFFIZIER,unteroffizier,,
qd,qkn4.0,HERR VON WALLENFELD,herr_von_wallenfeld,,
qd,qkn4.0,HOFRATH,hofrath,,
qd,qkn4.0,FRAU VON WALLENFELD,frau_von_wallenfeld,,
qd,qkn4.0,MAJOR STERN,major_stern,,
qd,qkn4.0,ADJUTANT,adjutant,,
qd,qkn4.0,GEHEIMERATH,geheimerath,,
