corpus,drama,figure_surface,figure_id,Gender,Age
qd,pn22.0,RUMOLT,rumolt,,
qd,pn22.0,DANKWART,dankwart,,
qd,pn22.0,GUNTHER,gunther,,
qd,pn22.0,TRUCHS,truchs,,
qd,pn22.0,KAPLAN,der_kaplan,,
qd,pn22.0,BRUNHILD,brunhild,,
qd,pn22.0,FRIGGA,frigga,,
qd,pn22.0,UTE,ute,,
qd,pn22.0,ANTWORT VON DRAUSSEN,antwort_von_draussen,,
qd,pn22.0,VOLKER,volker,,
qd,pn22.0,KRIEMHILD,kriemhild,,
qd,pn22.0,HAGEN,hagen,,
qd,pn22.0,KÄMMERER,kämmerer,,
qd,pn22.0,WULF,wulf,,
qd,pn22.0,GERENOT,gerenot,,
qd,pn22.0,SIEGFRIED,siegfried,,
qd,pn22.0,GISELHER,giselher,,
