corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,wpvj.0,adalbert,14,
qd,wpvj.0,pilger,13,
qd,wpvj.0,kunrad,0,
qd,wpvj.0,heinrich,1,
qd,wpvj.0,werner,12,
qd,wpvj.0,andrer,18,
qd,wpvj.0,odo,10,
qd,wpvj.0,warmann,6,
qd,wpvj.0,die_fürsten,7,
qd,wpvj.0,kriegsknecht,11,
qd,wpvj.0,mangold,5,
qd,wpvj.0,ritter,21,
qd,wpvj.0,hermann,4,
qd,wpvj.0,die_bischöfe,8,
qd,wpvj.0,ein_kriegsmann,17,
qd,wpvj.0,hugo,9,
qd,wpvj.0,wache,16,
qd,wpvj.0,dritter,19,
qd,wpvj.0,ernst,3,
qd,wpvj.0,gisela,2,
qd,wpvj.0,kriegsleute,20,
qd,wpvj.0,warin,15,
