corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,kmdw.0,leibdiener,27,
qd,kmdw.0,ein_ritter,26,
qd,kmdw.0,esther,16,
qd,kmdw.0,schelm_vom_berge,20,
qd,kmdw.0,ein_bürger,11,
qd,kmdw.0,dritter,18,
qd,kmdw.0,nollingen,21,
qd,kmdw.0,sonnenberg,5,
qd,kmdw.0,jutta,3,
qd,kmdw.0,spruchsprecher,32,
qd,kmdw.0,schultheiss,19,
qd,kmdw.0,zweiter_schauspieler,8,
qd,kmdw.0,beata,0,
qd,kmdw.0,vierter_schauspieler,10,
qd,kmdw.0,giulio,24,
qd,kmdw.0,conrad_von_stade,33,
qd,kmdw.0,der_kaiser,25,
qd,kmdw.0,dritter_schauspieler,9,
qd,kmdw.0,einer,15,
qd,kmdw.0,alessandro,22,
qd,kmdw.0,ralph,12,
qd,kmdw.0,bandini,1,
qd,kmdw.0,daniel,30,
qd,kmdw.0,thorwärtel,28,
qd,kmdw.0,trabant,29,
qd,kmdw.0,ein_schauspieler,7,
qd,kmdw.0,ein_anderer,17,
qd,kmdw.0,amalgundis,4,
qd,kmdw.0,ein_grieche,31,
qd,kmdw.0,die_ritter,34,
qd,kmdw.0,judith,14,
qd,kmdw.0,volk,13,
qd,kmdw.0,geheimschreiber,23,
qd,kmdw.0,röschen,2,
qd,kmdw.0,narr,6,
