corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,wc0g.0,464,32191,0,478,10214,0
qd,wc0g.0,464,32191,0,10228,11510,0
qd,wc0g.0,464,32191,0,11524,16931,0
qd,wc0g.0,464,32191,0,16945,21738,0
qd,wc0g.0,464,32191,0,21752,21954,0
qd,wc0g.0,464,32191,0,21968,23319,0
qd,wc0g.0,464,32191,0,23333,32191,0
qd,wc0g.0,32207,68243,0,32221,37284,0
qd,wc0g.0,32207,68243,0,37297,39659,0
qd,wc0g.0,32207,68243,0,39673,43543,0
qd,wc0g.0,32207,68243,0,43557,43740,0
qd,wc0g.0,32207,68243,0,43753,55910,0
qd,wc0g.0,32207,68243,0,55924,56953,0
qd,wc0g.0,32207,68243,0,56967,59185,0
qd,wc0g.0,32207,68243,0,59199,60010,0
qd,wc0g.0,32207,68243,0,60024,68243,0
qd,wc0g.0,68259,103161,0,68273,74902,0
qd,wc0g.0,68259,103161,0,74916,75400,0
qd,wc0g.0,68259,103161,0,75414,76362,0
qd,wc0g.0,68259,103161,0,76376,82625,0
qd,wc0g.0,68259,103161,0,82639,83258,0
qd,wc0g.0,68259,103161,0,83272,85256,0
qd,wc0g.0,68259,103161,0,85270,90423,0
qd,wc0g.0,68259,103161,0,90437,96272,0
qd,wc0g.0,68259,103161,0,96286,97707,0
qd,wc0g.0,68259,103161,0,97721,98054,0
qd,wc0g.0,68259,103161,0,98068,101310,0
qd,wc0g.0,68259,103161,0,101323,103161,0
