corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,sj6v.0,brimborius,8,
qd,sj6v.0,scheffler,3,
qd,sj6v.0,ludmilla,7,
qd,sj6v.0,wilhelmine,9,
qd,sj6v.0,steinkirch,5,
qd,sj6v.0,franz,10,
qd,sj6v.0,schnake,2,
qd,sj6v.0,diener,6,
qd,sj6v.0,hartwig,4,
qd,sj6v.0,bertha,1,
qd,sj6v.0,bolzau,0,
