corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,r0sb.0,Der zerbrochene Krug,de,"Kleist, Heinrich von",118563076,,,1806,0,0,0
