corpus,drama,figure_surface,figure_id,Gender,Age
qd,v3vp.0,BIANCA,bianca,,
qd,v3vp.0,KELLNER,kellner,,
qd,v3vp.0,CORA,cora,,
qd,v3vp.0,FRANZ,franz,,
qd,v3vp.0,MAX,max,,
qd,v3vp.0,GABRIELE,gabriele,,
qd,v3vp.0,EMILIE,emllie,,
qd,v3vp.0,ANATOL,anatol,,
qd,v3vp.0,ANNIE,annie,,
qd,v3vp.0,ILONAS STIMME,ilona,,
qd,v3vp.0,ELSE,else,,
