corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,nmfg.0,der_römische_kaiser_nero,21,
qd,nmfg.0,ein_bediente,13,
qd,nmfg.0,mollfels,16,
qd,nmfg.0,ein_diener,12,
qd,nmfg.0,wernthal,10,
qd,nmfg.0,tobies,1,
qd,nmfg.0,gottliebchen,2,
qd,nmfg.0,teufel,3,
qd,nmfg.0,freiherr,15,
qd,nmfg.0,dritter_naturhistoriker,6,
qd,nmfg.0,gretchen,17,
qd,nmfg.0,der_hauswirt,19,
qd,nmfg.0,baron,11,
qd,nmfg.0,erster_naturhistoriker,4,
qd,nmfg.0,die_spiessgesellen,18,
qd,nmfg.0,schulmeister,0,
qd,nmfg.0,der_schmied,14,
qd,nmfg.0,zweiter_naturhistoriker,5,
qd,nmfg.0,grabbe,22,
qd,nmfg.0,vierter_naturhistoriker,7,
qd,nmfg.0,rattengift,8,
qd,nmfg.0,liddy,9,
qd,nmfg.0,des_teufels_grossmutter,20,
