corpus,drama,figure_surface,figure_id,Gender,Age
qd,mvrf.0,BLEICH,bleich,,
qd,mvrf.0,MARIE,marie,,
qd,mvrf.0,LÜSTLING,lüstling,,
qd,mvrf.0,LOTHAR,lothar,,
qd,mvrf.0,FRAU WEBER,frau_weber,,
qd,mvrf.0,PÖBEL,pöbel,,
qd,mvrf.0,BRAUTMUTTER,brautmutter,,
qd,mvrf.0,BRAUTVATER,brautvater,,
qd,mvrf.0,FRAU HECHT,frau_hecht,,
qd,mvrf.0,BEAMTER,beamter,,
qd,mvrf.0,SELMA,selma,,
qd,mvrf.0,RUF,ruf,,
qd,mvrf.0,MARIECHEN,mariechen,,
qd,mvrf.0,JOHANNA,johanna,,
qd,mvrf.0,LÜSTLINGS STIMME,lüstlings_stimme,,
qd,mvrf.0,KARL,karl,,
qd,mvrf.0,WEIB,weib,,
qd,mvrf.0,HECHT,hecht,,
qd,mvrf.0,OBERST,stimme,,
qd,mvrf.0,ALLE GÄSTE,alle_gäste,,
