corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,x4q9.0,344,2739,0,344,2739,0
qd,x4q9.0,2750,37833,0,2764,5836,0
qd,x4q9.0,2750,37833,0,5850,8236,0
qd,x4q9.0,2750,37833,0,8249,15419,0
qd,x4q9.0,2750,37833,0,15432,17063,0
qd,x4q9.0,2750,37833,0,17076,23685,0
qd,x4q9.0,2750,37833,0,23699,24355,0
qd,x4q9.0,2750,37833,0,24368,30613,0
qd,x4q9.0,2750,37833,0,30627,31385,0
qd,x4q9.0,2750,37833,0,31399,31899,0
qd,x4q9.0,2750,37833,0,31914,33745,0
qd,x4q9.0,2750,37833,0,33758,37833,0
qd,x4q9.0,37850,82502,0,37864,45825,0
qd,x4q9.0,37850,82502,0,45839,46264,0
qd,x4q9.0,37850,82502,0,46278,55816,0
qd,x4q9.0,37850,82502,0,55829,62412,0
qd,x4q9.0,37850,82502,0,62425,65996,0
qd,x4q9.0,37850,82502,0,66010,70589,0
qd,x4q9.0,37850,82502,0,70602,72725,0
qd,x4q9.0,37850,82502,0,72740,73596,0
qd,x4q9.0,37850,82502,0,73609,82502,0
qd,x4q9.0,82518,132064,0,82532,88298,0
qd,x4q9.0,82518,132064,0,88312,89311,0
qd,x4q9.0,82518,132064,0,89324,94058,0
qd,x4q9.0,82518,132064,0,94073,96167,0
qd,x4q9.0,82518,132064,0,96180,97256,0
qd,x4q9.0,82518,132064,0,97269,100743,0
qd,x4q9.0,82518,132064,0,100756,101992,0
qd,x4q9.0,82518,132064,0,102006,102648,0
qd,x4q9.0,82518,132064,0,102661,116705,0
qd,x4q9.0,82518,132064,0,116719,117843,0
qd,x4q9.0,82518,132064,0,117856,119121,0
qd,x4q9.0,82518,132064,0,119135,128582,0
qd,x4q9.0,82518,132064,0,128597,129175,0
qd,x4q9.0,82518,132064,0,129189,132064,0
