corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,kjgv.0,franz,6,
qd,kjgv.0,röschen,5,
qd,kjgv.0,hugo,10,
qd,kjgv.0,hexen,17,
qd,kjgv.0,sycorax,16,
qd,kjgv.0,mephistopheles,1,
qd,kjgv.0,chor,7,
qd,kjgv.0,knappe,11,
qd,kjgv.0,faust,0,
qd,kjgv.0,moor,4,
qd,kjgv.0,eine_hexe,15,
qd,kjgv.0,begleiter_von_hugo,13,
qd,kjgv.0,chor_der_männer,19,
qd,kjgv.0,kunigunde,8,
qd,kjgv.0,kaylinger,3,
qd,kjgv.0,kunigundens_dienerin,12,
qd,kjgv.0,gulf,9,
qd,kjgv.0,wagner,2,
qd,kjgv.0,geister,14,
qd,kjgv.0,hochzeitsgäste,18,
qd,kjgv.0,wohlhaldt,20,
