corpus,drama,figure_surface,figure_id,Gender,Age
qd,n23j.0,WÄCHTER,wächter_1,,
qd,n23j.0,ERSTER VOGEL,erster_vogel,,
qd,n23j.0,ROLF,rolf,,
qd,n23j.0,KNECHT,knecht,,
qd,n23j.0,GIUKE,giuke,,
qd,n23j.0,BLÖDEL,blödel,,
qd,n23j.0,HIORDISA,hiordisa,,
qd,n23j.0,GUDRUNENS STIMME,gudruna,,
qd,n23j.0,EIN DRITTER,ein_dritter_2,,
qd,n23j.0,ZWEITES HALBCHOR,zweites_halbchor,,
qd,n23j.0,HOFMEISTER,hofmeister,,
qd,n23j.0,DER KRIEGER,erster_2,,
qd,n23j.0,HÖGNE,högne,,
qd,n23j.0,JUNGER FISCHER,junger_fischer,,
qd,n23j.0,AKE,ake,,
qd,n23j.0,SIGURD,sigurd,,
qd,n23j.0,DRITTE JUNGFRAU,dritte_jungfrau,,
qd,n23j.0,KÜCHENMEISTER,küchenmeister,,
qd,n23j.0,GUNNAR,gunnars_stimme,,
qd,n23j.0,EIN ZWEITER,ein_andrer_2,,
qd,n23j.0,ERSTES HALBCHOR,erstes_halbchor,,
qd,n23j.0,HEIMER,heimer,,
qd,n23j.0,BRYNHILDIS,brynhildis,,
qd,n23j.0,ERSTE JUNGFRAU,erste_jungfrau,,
qd,n23j.0,SKULD,skuld,,
qd,n23j.0,EIN ANDERER DIENER,ein_anderer_3.1,,
qd,n23j.0,NIFLUNG,niflung,,
qd,n23j.0,SKALDE,skalde,,
qd,n23j.0,ASMUND,asmund,,
qd,n23j.0,ORTLIEB,ortlieb,,
qd,n23j.0,PRIESTER,priester,,
qd,n23j.0,EINE ANDRE JUNGFRAU,eine_andre_jungfrau,,
qd,n23j.0,FAFFNER,faffner,,
qd,n23j.0,EIN DIENER,ein_diener_3.1,,
qd,n23j.0,EIN GOLDSCHMIDT,ein_goldschmidt,,
qd,n23j.0,KRIEGSLEUTE,kriegsleute,,
qd,n23j.0,ALSWIN,alswin,,
qd,n23j.0,EIN DIENER,diener,,
qd,n23j.0,DIE ANDERE SCHWALBE,andere_schwalbe,,
qd,n23j.0,KOSTBERA,kostbera,,
qd,n23j.0,ERSTER,erster_diener_2.2,,
qd,n23j.0,ZWEITER,zweiter_diener_2.2,,
qd,n23j.0,SCHWALBE,eine_schwalbe,,
qd,n23j.0,EIN SCHWIMMER,schwimmer,,
qd,n23j.0,DIETEREICH,dietereich,,
qd,n23j.0,DIE KRIEGER,die_krieger,,
qd,n23j.0,ZWEITER VOGEL,zweiter_vogel,,
qd,n23j.0,EIN ANDRER SCHIFFSBÄCKER,andre_schiffsbäcker,,
qd,n23j.0,KNUD,knud,,
qd,n23j.0,GUTTORM,guttorm,,
qd,n23j.0,EINE JUNGFRAU,jungfrau_2,,
qd,n23j.0,GLAMWOR,glamwor,,
qd,n23j.0,ASLAUGA,aslauga,,
qd,n23j.0,WERDANDI,werdandi,,
qd,n23j.0,WURDUR,wurdur,,
qd,n23j.0,ZOFE,zofe,,
qd,n23j.0,WINGO,wingo,,
qd,n23j.0,EIN DRITTER KRIEGSMANN,ein_dritter_3.1,,
qd,n23j.0,ALTER FISCHER,alter_fischer,,
qd,n23j.0,GREIS,greis,,
qd,n23j.0,STIMMEN,stimmen,,
qd,n23j.0,REIGEN,reigen,,
qd,n23j.0,EIN SCHIFFSBÄCKER,ein_schiffsbäcker,,
qd,n23j.0,EIN ANDERER KRIEGSMANN,ein_andrer_3.1,,
qd,n23j.0,WÄCHTER,wächter_3,,
qd,n23j.0,EINIGE KRIEGSLEUTE,einige_kriegsleute,,
qd,n23j.0,ATLE,atle,,
qd,n23j.0,RAGNAR,ragnar,,
qd,n23j.0,EINE ZOFE,eine_zofe,,
qd,n23j.0,DIE SCHIFFSBÄCKER,die_schiffsbäcker,,
qd,n23j.0,GRIMA,grima,,
qd,n23j.0,EIN ANDRER AUS DEM VOLK,ein_anderer_3.2,,
qd,n23j.0,REIDBOLDS STIMME,reidbold,,
qd,n23j.0,GRIMHILDIS,grimhildis,,
qd,n23j.0,RANGAR,rangar,,
qd,n23j.0,ERSTER KRIEGSMANN,ein_kriegsmann,,
qd,n23j.0,EYSTEIN,eystein,,
qd,n23j.0,ERSTER,einer_aus_dem_volke_3.2,,
qd,n23j.0,EINE ZOFE GUDRUNENS,eine_zofe_gudrunens,,
qd,n23j.0,DIETEREICHS KNECHT,dietereichs_knecht,,
qd,n23j.0,HARALD,harald,,
qd,n23j.0,EIN BOTE,ein_bote,,
qd,n23j.0,DAS VOLK (2. TEIL),einige_2,,
qd,n23j.0,HERKE,herke,,
qd,n23j.0,DAS VOLK,volk_3,,
qd,n23j.0,EIN DRITTER AUS DEM VOLK,ein_dritter_3.2,,
