corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,x3b4.0,erster_bedienter,2,
qd,x3b4.0,der_zuschauer,32,
qd,x3b4.0,die_gesellen,17,
qd,x3b4.0,prinzessin_alma,1,
qd,x3b4.0,der_söldner,10,
qd,x3b4.0,ein_landstreicher,12,
qd,x3b4.0,einige_bürger,7,
qd,x3b4.0,könig_nicolo,0,
qd,x3b4.0,der_prokurator_des_königs,19,
qd,x3b4.0,michele,14,
qd,x3b4.0,noè,15,
qd,x3b4.0,der_oberrichter,18,
qd,x3b4.0,der_gutsbesitzer,11,
qd,x3b4.0,der_schauspieler,26,
qd,x3b4.0,die_zuhörer,29,
qd,x3b4.0,der_kunstreiter,23,
qd,x3b4.0,andrea_valori,6,
qd,x3b4.0,pietro_folchi,4,
qd,x3b4.0,ein_edelknabe,31,
qd,x3b4.0,chorus,24,
qd,x3b4.0,ein_theaterbesitzer,25,
qd,x3b4.0,die_kupplerin,28,
qd,x3b4.0,der_gerichtsaktuar,20,
qd,x3b4.0,ein_anderer_theaterbesitzer,30,
qd,x3b4.0,die_zuschauer,27,
qd,x3b4.0,benedetto_nardi,9,
qd,x3b4.0,battista,16,
qd,x3b4.0,der_verteidiger,21,
qd,x3b4.0,zweiter_bedienter,3,
qd,x3b4.0,meister_pandolfo,13,
qd,x3b4.0,filipo_folchi,8,
qd,x3b4.0,die_bürger,5,
qd,x3b4.0,der_gefängniswärter,22,
