corpus,drama,figure_surface,figure_id,Gender,Age
qd,rfn5.0,ACHATIUS,achaz,,
qd,rfn5.0,IRMA,irma,,
qd,rfn5.0,AMBROSIA,ambrosia,,
qd,rfn5.0,VINCENZ,vincenz,,
