corpus,drama,figure_surface,figure_id,Gender,Age
qd,sc8m.0,SCHMALZ,schmalz,,
qd,sc8m.0,CHOR DER VIER DIENER,chor_der_vier_diener,,
qd,sc8m.0,CHOR DER SCHULDNER,chor_der_schuldner,,
qd,sc8m.0,ÖBSTLERIN,öbstlerin,,
qd,sc8m.0,LOTTCHEN,lottchen,,
qd,sc8m.0,FRAU STEIGERL,frau_steigerl,,
qd,sc8m.0,KOKETTERIE,koketterie,,
qd,sc8m.0,SCHANDE,schande,,
qd,sc8m.0,MODE,mode,,
qd,sc8m.0,MALCHEN,malchen,,
qd,sc8m.0,DAS KOMPLIMENT,das_kompliment,,
qd,sc8m.0,SCHUSTER,schuster,,
qd,sc8m.0,DIE BEGIERDE,die_begierde,,
qd,sc8m.0,FRITZ,fritz,,
qd,sc8m.0,SCHNEIDER,schneider,,
qd,sc8m.0,LASTER,laster,,
qd,sc8m.0,CHOR AUS ›ORPHEUS‹,chor_aus_orpheus,,
qd,sc8m.0,DIE AMORETTEN,die_amoretten,,
qd,sc8m.0,MAGIER,magier,,
qd,sc8m.0,CHOR,chor,,
qd,sc8m.0,KAPRICE,kaprice,,
qd,sc8m.0,STEIGERL,steigerl,,
qd,sc8m.0,SPECK,speck,,
qd,sc8m.0,DIE HOFFNUNG,die_hoffnung,,
qd,sc8m.0,KUTSCHER,kutscher,,
qd,sc8m.0,SATIRE,satire,,
qd,sc8m.0,JEAN,jean,,
qd,sc8m.0,LUXUS,luxus,,
qd,sc8m.0,MARIE,marie,,
qd,sc8m.0,ARMUT,armut,,
