corpus,drama,figure_surface,figure_id,Gender,Age
qd,pk6x.0,SOPHIE,frau_sophie_jagert,,
qd,pk6x.0,VERSCHIEDENE,verschiedene,,
qd,pk6x.0,EINE BREITE STIMME,eine_breite_stimme,,
qd,pk6x.0,EINE ARBEITERIN,die_arbeiterin,,
qd,pk6x.0,ALEXANDER,alexander,,
qd,pk6x.0,LIESCHEN,lieschen,,
qd,pk6x.0,EINE TIEFE BASSSTIMME,eine_tiefe_bassstimme,,
qd,pk6x.0,HEDWIG,hedwig,,
qd,pk6x.0,BERNHARD,bernhard,,
qd,pk6x.0,DER ALTE VERNIER,der_alte_vernier,,
qd,pk6x.0,VIELE STIMMEN,viele_stimmen,,
qd,pk6x.0,DER HAUSDIENER,der_hausdiener,,
qd,pk6x.0,DIE ZUSCHNEIDERIN,die_zuschneiderin,,
qd,pk6x.0,EDUARDS STIMME,eduards_stimme,,
qd,pk6x.0,FREUDENBERG,freudenberg,,
qd,pk6x.0,HANNA,hanna,,
qd,pk6x.0,EINE SINGENDE STIMME,eine_singende_stimme,,
qd,pk6x.0,KONRAD,konrads_stimme,,
