corpus,drama,figure_surface,figure_id,Gender,Age
qd,pj2h.0,MYRON,myron,,
qd,pj2h.0,POLYDOR,polydor,,
qd,pj2h.0,ALASTOR,alastor,,
qd,pj2h.0,TIMARCH,timarch,,
qd,pj2h.0,LYKON,lykon,,
qd,pj2h.0,EINIGE TECTOSAGEN,andere,,
qd,pj2h.0,NOVIO,novio,,
qd,pj2h.0,INGOMAR,ingomar,,
qd,pj2h.0,ADRAST,adrast,,
qd,pj2h.0,AMBIVAR,ambivar,,
qd,pj2h.0,AMYNTAS,amyntas,,
qd,pj2h.0,TRINOBANT,trinobant,,
qd,pj2h.0,ACTÄA,actäa,,
qd,pj2h.0,PARTHENIA,parthenia,,
qd,pj2h.0,STIMME DES HEROLDS,stimme_des_herolds,,
qd,pj2h.0,THEANO,theano,,
qd,pj2h.0,ELPENOR,elpenor,,
qd,pj2h.0,SAMO,samo,,
