corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,str8.0,gertrud,2,
qd,str8.0,kraps,3,
qd,str8.0,rab,20,
qd,str8.0,kutscher,14,
qd,str8.0,zangler,0,
qd,str8.0,zweiter_kellner,16,
qd,str8.0,sonders,1,
qd,str8.0,christoph,6,
qd,str8.0,marie,8,
qd,str8.0,hausmeister,9,
qd,str8.0,lisett,17,
qd,str8.0,philippine,11,
qd,str8.0,melchior,4,
qd,str8.0,weinberl,7,
qd,str8.0,brunninger,10,
qd,str8.0,wachter,19,
qd,str8.0,madame_knorr,12,
qd,str8.0,frau_von_fischer,13,
qd,str8.0,hupfer,5,
qd,str8.0,kellner,15,
qd,str8.0,fräulein_blumenblatt,18,
