corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,nkdt.0,chor,0,
qd,nkdt.0,bärbchen,11,
qd,nkdt.0,lukas,14,
qd,nkdt.0,ein_älterer_bauer,17,
qd,nkdt.0,michel,5,
qd,nkdt.0,der_obriste,7,
qd,nkdt.0,eve,16,
qd,nkdt.0,jeremis,2,
qd,nkdt.0,nathan,10,
qd,nkdt.0,fikfak,15,
qd,nkdt.0,paul,19,
qd,nkdt.0,dorchen,13,
qd,nkdt.0,jobst,3,
qd,nkdt.0,der_lieutenant,6,
qd,nkdt.0,suschen,12,
qd,nkdt.0,greif,4,
qd,nkdt.0,die_bauern,8,
qd,nkdt.0,lene,9,
qd,nkdt.0,tobis,1,
qd,nkdt.0,soldaten,18,
