corpus,drama,figure_surface,figure_id,Gender,Age
qd,r0hz.0,DER DRITTE HAUPTMANN,der_dritte_hauptmann,,
qd,r0hz.0,WINFRIED,winfried,,
qd,r0hz.0,DIE FELDHERRN (CHERUSKER),die_feldherrn_cherusker,,
qd,r0hz.0,ZWEITER ÄLTESTER,zweiter_ältester,,
qd,r0hz.0,DER ERSTE ÄLTESTE,der_erste_älteste,,
qd,r0hz.0,DER ERSTE HAUPTMANN,der_erste_hauptmann,,
qd,r0hz.0,DER ERSTE CHERUSKER,der_erste_cherusker,,
qd,r0hz.0,ASTOLF,astolf,,
qd,r0hz.0,VARUS,varus,,
qd,r0hz.0,EGBERT,egbert,,
qd,r0hz.0,DER MANN,der_mann,,
qd,r0hz.0,VENTIDIUS,ventidius,,
qd,r0hz.0,DER ZWEITE CHERUSKER,der_zweite_cherusker,,
qd,r0hz.0,CRASSUS,crassus,,
qd,r0hz.0,SCÄPIO,scäpio,,
qd,r0hz.0,TEUTHOLD,teuthold,,
qd,r0hz.0,EIN FÜRST,ein_fürst,,
qd,r0hz.0,EIN ANDERES,ein_anderes,,
qd,r0hz.0,EIN WEIB,ein_weib,,
qd,r0hz.0,EIN HAUPTMANN,der_hauptmann_5.1,,
qd,r0hz.0,THUSNELDA,thusnelda,,
qd,r0hz.0,DIE SUEVISCHEN FELDHERRN,die_suevischen_feldherrn,,
qd,r0hz.0,DRITTER FELDHERR,dritter_feldherr,,
qd,r0hz.0,EINE DRITTE,eine_dritte,,
qd,r0hz.0,DER ZWEITE VETTER,der_zweite_vetter,,
qd,r0hz.0,DER ZWEITE HAUPTMANN,der_zweite_hauptmann,,
qd,r0hz.0,EIN JUNGES MÄDCHEN,ein_junges_mädchen,,
qd,r0hz.0,CHOR DER BARDEN,chor_der_barden,,
qd,r0hz.0,ZWEITER FELDHERR,zweiter_feldherr,,
qd,r0hz.0,EINE STIMME,eine_stimme,,
qd,r0hz.0,ADELHART,adelhart,,
qd,r0hz.0,EGINHARDT,eginhardt,,
qd,r0hz.0,DAS VOLK,das_volk,,
qd,r0hz.0,DAS CHERUSKERHEER,das_cheruskerheer,,
qd,r0hz.0,EIN CHERUSKER,ein_cherusker,,
qd,r0hz.0,EIN FELDHERR,ein_feldherr,,
qd,r0hz.0,EINIGE STIMMEN,einige_stimmen,,
qd,r0hz.0,DER RÖMER,der_römer,,
qd,r0hz.0,DAS GEFOLGE,das_gefolge,,
qd,r0hz.0,ERSTER FELDHERR,erster_feldherr,,
qd,r0hz.0,FUST,fust,,
qd,r0hz.0,ATTARIN,attarin,,
qd,r0hz.0,DER GREIS,der_greis,,
qd,r0hz.0,HERMANN,hermann,,
qd,r0hz.0,RINOLD,rinold,,
qd,r0hz.0,KOMAR,komar,,
qd,r0hz.0,LUITGAR,luitgar,,
qd,r0hz.0,MARBOD,marbod,,
qd,r0hz.0,SELGAR,selgar,,
qd,r0hz.0,EINE ANDERE,eine_andere,,
qd,r0hz.0,DER HAUPTMANN 4.1,der_hauptmann_4.1,,
qd,r0hz.0,DIE FÜRSTEN,die_fürsten,,
qd,r0hz.0,SEPTIMIUS,septimius,,
qd,r0hz.0,GERTRUD,gertrud,,
qd,r0hz.0,DER TRABANT,der_trabant,,
qd,r0hz.0,THUISKOMAR,thuiskomar,,
qd,r0hz.0,EIN ANDERER,ein_anderer,,
qd,r0hz.0,EIN DRITTER,ein_dritter,,
qd,r0hz.0,DIE ALRAUNE,die_alraune,,
qd,r0hz.0,DER ERSTE DER BEIDEN VETTERN,der_erste_der_beiden_vettern,,
qd,r0hz.0,DIE MUTTER,die_mutter,,
qd,r0hz.0,HAUPTLEUTE (CHERUSKER),hauptleute_cherusker,,
qd,r0hz.0,DER CHERUSKER,der_cherusker,,
qd,r0hz.0,GUELTAR,gueltar,,
qd,r0hz.0,DAGOBERT,dagobert,,
qd,r0hz.0,WOLF,wolf,,
qd,r0hz.0,DER DRITTE CHERUSKER,der_dritte_cherusker,,
qd,r0hz.0,DIE FELDHERRN,die_feldherrn,,
qd,r0hz.0,CHILDERICH,childerich,,
qd,r0hz.0,MEHRERE STIMMEN,mehrere_stimmen,,
qd,r0hz.0,ARISTAN,aristan,,
qd,r0hz.0,DER HEROLD,der_herold,,
qd,r0hz.0,DIE BEIDEN VETTERN,die_beiden_vettern,,
