corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,v0fv.0,spiegelberg,3,
qd,v0fv.0,einer_von_der_bande,13,
qd,v0fv.0,franz_von_moor,0,
qd,v0fv.0,ein_zweiter,14,
qd,v0fv.0,hermann,11,
qd,v0fv.0,amalia,10,
qd,v0fv.0,volk,21,
qd,v0fv.0,kosinsky,17,
qd,v0fv.0,moser,20,
qd,v0fv.0,bedienter,19,
qd,v0fv.0,die_räuber,18,
qd,v0fv.0,ein_alter_räuber,23,
qd,v0fv.0,karl_von_moor,2,
qd,v0fv.0,roller,4,
qd,v0fv.0,ein_dritter,15,
qd,v0fv.0,der_alte_moor,1,
qd,v0fv.0,grimm,5,
qd,v0fv.0,pater,16,
qd,v0fv.0,ein_dritter_räuber,24,
qd,v0fv.0,daniel,12,
qd,v0fv.0,schwarz,6,
qd,v0fv.0,ein_räuber,22,
qd,v0fv.0,schufterle,7,
qd,v0fv.0,schweizer,9,
qd,v0fv.0,razmann,8,
