corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,k936.0,8897,50048,0,8911,25194,0
qd,k936.0,8897,50048,0,25207,28354,0
qd,k936.0,8897,50048,0,28367,43046,0
qd,k936.0,8897,50048,0,43059,50048,0
qd,k936.0,50063,72098,0,50063,72098,0
qd,k936.0,72111,103581,0,72125,79464,0
qd,k936.0,72111,103581,0,79477,84679,0
qd,k936.0,72111,103581,0,84692,94277,0
qd,k936.0,72111,103581,0,94290,103581,0
qd,k936.0,103596,140755,0,103596,140755,0
qd,k936.0,140768,164884,0,140768,164884,0
