corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,tv65.0,Die Welt geht unter!,de,"Scheerbart, Paul",118606816,,,0,0,0,0
