corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,kp19.0,248,26933,0,248,5377,0
qd,kp19.0,248,26933,0,5390,8963,0
qd,kp19.0,248,26933,0,8976,11083,0
qd,kp19.0,248,26933,0,11096,18891,0
qd,kp19.0,248,26933,0,18904,26758,0
