corpus,drama,figure_surface,figure_id,Gender,Age
qd,spd6.0,ANNE,anne,,
qd,spd6.0,DRAGONES,dragones,,
qd,spd6.0,ERSTER MÖRDER,erster_mörder,,
qd,spd6.0,ALLE RITTER,alle_ritter,,
qd,spd6.0,HEINRICH,heinrich,,
qd,spd6.0,CHRISTINE,christine,,
qd,spd6.0,DREY STIMMEN,drey_stimmen,,
qd,spd6.0,BLUTRICHTER,blutrichter,,
qd,spd6.0,RITTER,ritter,,
qd,spd6.0,ADOLF,adolf,,
qd,spd6.0,HEROLD,herold,,
qd,spd6.0,BERNHARD,bernhard,,
qd,spd6.0,EIN ANDRER,ein_andrer,,
qd,spd6.0,EIN WEIB,ein_weib,,
qd,spd6.0,DRITTER WÄCHTER,dritter_wächter,,
qd,spd6.0,MÄDCHEN,mädchen,,
qd,spd6.0,ZWEYTER WÄCHTER,zweyter_wächter,,
qd,spd6.0,REITKNECHT,reitknecht,,
qd,spd6.0,CARL,carl,,
qd,spd6.0,ZWEYTER MÖRDER,zweyter_mörder,,
qd,spd6.0,DER JUNGE ERWIN,der_junge_erwin,,
qd,spd6.0,DOCTOR,doctor,,
qd,spd6.0,KNECHT,knecht,,
qd,spd6.0,JULIE,julie,,
qd,spd6.0,OBERJÄGER,oberjäger,,
qd,spd6.0,BRANDFUCHS,brandfuchs,,
qd,spd6.0,CHOR,chor,,
qd,spd6.0,FRANCISKANER,franciskaner,,
qd,spd6.0,ERSTER BEDIENTER,erster_bedienter,,
qd,spd6.0,WÄCHTER,wächter,,
qd,spd6.0,GENOVEFA,genovefa,,
qd,spd6.0,SCHMERZENREICH,schmerzenreich,,
qd,spd6.0,MARGRETHE,margrethe,,
qd,spd6.0,SOLDAT,soldat,,
qd,spd6.0,FÖRSTER,förster,,
qd,spd6.0,VOLK,alles_volk,,
qd,spd6.0,ANDRER BEDIENTER,andrer_bedienter,,
qd,spd6.0,ZWEYTER BEDIENTER,zweyter_bediente,,
qd,spd6.0,STEFFEN,steffen,,
qd,spd6.0,GOLO,golo,,
qd,spd6.0,ERSTER WÄCHTER,erster_wächter,,
qd,spd6.0,WALLROD,wallrod,,
qd,spd6.0,SIEGFRIED,siegfried,,
qd,spd6.0,ULRICH,ulrich,,
qd,spd6.0,KAMMERFRAU,kammerfrau,,
qd,spd6.0,ZWEY STIMMEN,zwey_stimmen,,
qd,spd6.0,EIN MANN,ein_mann,,
qd,spd6.0,BEDIENTER,bedienter,,
qd,spd6.0,CHRISTOPH,christoph,,
qd,spd6.0,EINE STIMME,eine_stimme,,
qd,spd6.0,MATHILDE,mathilde,,
qd,spd6.0,KNAPPE,knappe,,
qd,spd6.0,ADAM,adam,,
qd,spd6.0,JÄGER,jäger,,
