corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,v0nx.0,buttler,11,
qd,v0nx.0,neubrunn,23,
qd,v0nx.0,terzky,2,
qd,v0nx.0,zweiter_bedienter,31,
qd,v0nx.0,kammerdiener_1.7,5,
qd,v0nx.0,octavio,7,
qd,v0nx.0,adjutant,9,
qd,v0nx.0,bedienter,12,
qd,v0nx.0,seni,1,
qd,v0nx.0,kammerdiener_5.4,6,
qd,v0nx.0,page,15,
qd,v0nx.0,thekla,13,
qd,v0nx.0,kammerfrau,29,
qd,v0nx.0,gräfin_terzky,16,
qd,v0nx.0,wallenstein,0,
qd,v0nx.0,isolani,10,
qd,v0nx.0,gordon,21,
qd,v0nx.0,zweiter_kürassier,18,
qd,v0nx.0,max,8,
qd,v0nx.0,gefreiter,17,
qd,v0nx.0,deveroux,28,
qd,v0nx.0,neumann,20,
qd,v0nx.0,wrangel,4,
qd,v0nx.0,stallmeister,25,
qd,v0nx.0,dritter_kürassier,19,
qd,v0nx.0,illo,3,
qd,v0nx.0,erster_bedienter,30,
qd,v0nx.0,herzogin,14,
qd,v0nx.0,bürgermeister,22,
qd,v0nx.0,geraldin,26,
qd,v0nx.0,hauptmann,24,
qd,v0nx.0,macdonald,27,
