corpus,drama,figure_surface,figure_id,Gender,Age
qd,vn3t.0,NARR,narr,,
qd,vn3t.0,ERSTER EDELMANN 3,erster_edelmann_3,,
qd,vn3t.0,DIENER,diener,,
qd,vn3t.0,EDELMANN 3,edelmann_3,,
qd,vn3t.0,ERSTER EDELMANN 2,erster_edelmann_2,,
qd,vn3t.0,ZWEITER EDELMANN 3,zweiter_edelmann_3,,
qd,vn3t.0,ZWEITER LORD,zweiter_lord,,
qd,vn3t.0,BERTRAM,bertram,,
qd,vn3t.0,ERSTER EDELMANN 4,erster_edelmann_4,,
qd,vn3t.0,MARIANA,mariana,,
qd,vn3t.0,ERSTER LORD,erster_lord,,
qd,vn3t.0,DIANA,diana,,
qd,vn3t.0,EDELMANN 2,edelmann_2,,
qd,vn3t.0,ERSTER EDELMANN 1,erster_edelmann_1,,
qd,vn3t.0,HAUSHOFMEISTER,haushofmeister,,
qd,vn3t.0,HOFHERREN,hofherren,,
qd,vn3t.0,VIERTER EDELMANN,vierter_edelmann,,
qd,vn3t.0,DOLMETSCHER,dolmetscher,,
qd,vn3t.0,SOLDATEN,soldaten,,
qd,vn3t.0,HERZOG,herzog,,
qd,vn3t.0,LAFEU,lafeu,,
qd,vn3t.0,PAGE,page,,
qd,vn3t.0,WITWE,witwe,,
qd,vn3t.0,GRÄFIN,gräfin,,
qd,vn3t.0,HELENA,helena,,
qd,vn3t.0,ZWEITER EDELMANN 4,zweiter_edelmann_4,,
qd,vn3t.0,ZWEITER EDELMANN 1,zweiter_edelmann_1,,
qd,vn3t.0,ZWEITER EDELMANN 2,zweiter_edelmann_2,,
qd,vn3t.0,DRITTER EDELMANN,dritter_edelmann,,
qd,vn3t.0,KÖNIG,könig,,
qd,vn3t.0,EDELMANN 1,edelmann_1,,
qd,vn3t.0,PAROLLES,parolles,,
qd,vn3t.0,SOLDAT 2,soldat_2,,
