corpus,drama,figure_surface,figure_id,Gender,Age
qd,tvg7.0,ONKEL,onkel,,
qd,tvg7.0,KNEETSCHKE,kneetschke,,
qd,tvg7.0,MAMA,mama,,
qd,tvg7.0,PAPA,papa,,
qd,tvg7.0,GEIST,geist,,
qd,tvg7.0,POSTBOTE,postbote,,
qd,tvg7.0,WLADIMIR,wladimir,,
qd,tvg7.0,TANTE,tante,,
qd,tvg7.0,KATHI,kathi,,
qd,tvg7.0,DIE BEIDEN DOMESTIKEN,die_beiden_domestiken,,
