corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,kd4z.0,1082,35723,0,1096,4694,0
qd,kd4z.0,1082,35723,0,4708,5936,0
qd,kd4z.0,1082,35723,0,5950,8187,0
qd,kd4z.0,1082,35723,0,8201,9445,0
qd,kd4z.0,1082,35723,0,9459,13922,0
qd,kd4z.0,1082,35723,0,13935,14859,0
qd,kd4z.0,1082,35723,0,14873,15542,0
qd,kd4z.0,1082,35723,0,15555,21389,0
qd,kd4z.0,1082,35723,0,21403,30864,0
qd,kd4z.0,1082,35723,0,30878,31722,0
qd,kd4z.0,1082,35723,0,31735,34951,0
qd,kd4z.0,1082,35723,0,34965,35723,0
qd,kd4z.0,35738,74545,0,35752,36888,0
qd,kd4z.0,35738,74545,0,36901,38100,0
qd,kd4z.0,35738,74545,0,38114,39919,0
qd,kd4z.0,35738,74545,0,39932,43134,0
qd,kd4z.0,35738,74545,0,43147,44350,0
qd,kd4z.0,35738,74545,0,44364,44988,0
qd,kd4z.0,35738,74545,0,45002,45489,0
qd,kd4z.0,35738,74545,0,45503,45849,0
qd,kd4z.0,35738,74545,0,45862,46344,0
qd,kd4z.0,35738,74545,0,46357,47126,0
qd,kd4z.0,35738,74545,0,47140,52756,0
qd,kd4z.0,35738,74545,0,52769,55271,0
qd,kd4z.0,35738,74545,0,55285,56157,0
qd,kd4z.0,35738,74545,0,56170,58500,0
qd,kd4z.0,35738,74545,0,58514,59586,0
qd,kd4z.0,35738,74545,0,59599,60681,0
qd,kd4z.0,35738,74545,0,60695,61284,0
qd,kd4z.0,35738,74545,0,61298,70871,0
qd,kd4z.0,35738,74545,0,70885,71878,0
qd,kd4z.0,35738,74545,0,71892,74545,0
qd,kd4z.0,74561,104767,0,74575,76333,0
qd,kd4z.0,74561,104767,0,76347,82055,0
qd,kd4z.0,74561,104767,0,82068,82562,0
qd,kd4z.0,74561,104767,0,82576,83610,0
qd,kd4z.0,74561,104767,0,83623,84912,0
qd,kd4z.0,74561,104767,0,84926,90099,0
qd,kd4z.0,74561,104767,0,90113,93015,0
qd,kd4z.0,74561,104767,0,93028,93879,0
qd,kd4z.0,74561,104767,0,93892,94745,0
qd,kd4z.0,74561,104767,0,94758,102451,0
qd,kd4z.0,74561,104767,0,102464,103655,0
qd,kd4z.0,74561,104767,0,103669,104767,0
qd,kd4z.0,104782,122911,0,104796,107549,0
qd,kd4z.0,104782,122911,0,107562,109265,0
qd,kd4z.0,104782,122911,0,109278,110926,0
qd,kd4z.0,104782,122911,0,110939,111772,0
qd,kd4z.0,104782,122911,0,111786,113171,0
qd,kd4z.0,104782,122911,0,113184,121034,0
qd,kd4z.0,104782,122911,0,121048,122911,0
