corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,tbf2.0,plumkett,10,
qd,tbf2.0,erste_magd,14,
qd,tbf2.0,pächter_und_pächterinnen,20,
qd,tbf2.0,die_knechte,21,
qd,tbf2.0,pächter,9,
qd,tbf2.0,dritte_magd,18,
qd,tbf2.0,zweite_magd,16,
qd,tbf2.0,mägde,7,
qd,tbf2.0,richter,13,
qd,tbf2.0,lady,2,
qd,tbf2.0,eine_pächterin,17,
qd,tbf2.0,erster_diener,3,
qd,tbf2.0,dritter_diener,5,
qd,tbf2.0,lyonel,11,
qd,tbf2.0,landleute,8,
qd,tbf2.0,vier_mägde,19,
qd,tbf2.0,dienerinnen,0,
qd,tbf2.0,sir_tristan,6,
qd,tbf2.0,nancy,1,
qd,tbf2.0,ein_pächter,15,
qd,tbf2.0,volk,12,
qd,tbf2.0,jägerinnen,23,
qd,tbf2.0,hofgesellschaft,24,
qd,tbf2.0,das_gesinde,22,
qd,tbf2.0,zweiter_diener,4,
