corpus,drama,figure_surface,figure_id,Gender,Age
qd,ndtw.0,BEDIENTER,bedienter,,
qd,ndtw.0,ALCIMNA,alcimna,,
qd,ndtw.0,DER ANDRE,der_andre,,
qd,ndtw.0,ZWEYTE AUFWÆRTERIN,zweyte_aufwærterin,,
qd,ndtw.0,EVANDER,evander,,
qd,ndtw.0,JUNGER HERR,junger_herr,,
qd,ndtw.0,MILON,milon,,
qd,ndtw.0,CHLOE,chloe,,
qd,ndtw.0,ERSTE AUFWÆRTERIN,erste_aufwærterin,,
qd,ndtw.0,ARATES,arates,,
qd,ndtw.0,LAMON,lamon,,
qd,ndtw.0,PYRHUS,pyrhus,,
qd,ndtw.0,GELEHRTER,gelehrter,,
qd,ndtw.0,OFFICIER,officier,,
