corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,pb6v.0,königin,3,
qd,pb6v.0,könig,2,
qd,pb6v.0,nikator,0,
qd,pb6v.0,die_soldaten,6,
qd,pb6v.0,esla,1,
qd,pb6v.0,adonia,4,
qd,pb6v.0,totila,5,
