corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,t96r.0,amtmann,25,
qd,t96r.0,schatten,20,
qd,t96r.0,hänfling,18,
qd,t96r.0,eine_stimme,23,
qd,t96r.0,kohlenbauer,27,
qd,t96r.0,volk,1,
qd,t96r.0,ariel,12,
qd,t96r.0,carambuco,16,
qd,t96r.0,genius_der_tugend,21,
qd,t96r.0,kerkermeister,28,
qd,t96r.0,erster_geist,6,
qd,t96r.0,alle_bediente,7,
qd,t96r.0,mirzel,11,
qd,t96r.0,genius,13,
qd,t96r.0,hassar,2,
qd,t96r.0,rossi,19,
qd,t96r.0,genius_der_vergänglichkeit,22,
qd,t96r.0,gluthahn,8,
qd,t96r.0,hans,10,
qd,t96r.0,ein_häuptling,15,
qd,t96r.0,hoanghu,14,
qd,t96r.0,aktuar,26,
qd,t96r.0,alzinde,4,
qd,t96r.0,ossa,17,
qd,t96r.0,leiser_chor_der_genien,24,
qd,t96r.0,omar,0,
qd,t96r.0,mansor,3,
qd,t96r.0,moisasur,5,
qd,t96r.0,trautel,9,
