corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,str4.0,902,43602,0,916,1669,0
qd,str4.0,902,43602,0,1683,2727,0
qd,str4.0,902,43602,0,2740,3626,0
qd,str4.0,902,43602,0,3639,6018,0
qd,str4.0,902,43602,0,6032,6538,0
qd,str4.0,902,43602,0,6552,10498,0
qd,str4.0,902,43602,0,10511,11368,0
qd,str4.0,902,43602,0,11381,11998,0
qd,str4.0,902,43602,0,12011,15211,0
qd,str4.0,902,43602,0,15224,16917,0
qd,str4.0,902,43602,0,16931,17564,0
qd,str4.0,902,43602,0,17578,21261,0
qd,str4.0,902,43602,0,21274,27277,0
qd,str4.0,902,43602,0,27290,31904,0
qd,str4.0,902,43602,0,31917,32723,0
qd,str4.0,902,43602,0,32737,35738,0
qd,str4.0,902,43602,0,35752,37912,0
qd,str4.0,902,43602,0,37925,38954,0
qd,str4.0,902,43602,0,38967,39485,0
qd,str4.0,902,43602,0,39498,40132,0
qd,str4.0,902,43602,0,40145,40549,0
qd,str4.0,902,43602,0,40562,41230,0
qd,str4.0,902,43602,0,41243,43602,0
qd,str4.0,43617,74673,0,43631,46845,0
qd,str4.0,43617,74673,0,46859,48382,0
qd,str4.0,43617,74673,0,48395,48884,0
qd,str4.0,43617,74673,0,48897,51975,0
qd,str4.0,43617,74673,0,51988,53173,0
qd,str4.0,43617,74673,0,53186,55413,0
qd,str4.0,43617,74673,0,55426,58495,0
qd,str4.0,43617,74673,0,58508,68730,0
qd,str4.0,43617,74673,0,68744,70669,0
qd,str4.0,43617,74673,0,70682,72083,0
qd,str4.0,43617,74673,0,72096,72594,0
qd,str4.0,43617,74673,0,72608,74673,0
qd,str4.0,74688,127648,0,74702,75707,0
qd,str4.0,74688,127648,0,75721,77039,0
qd,str4.0,74688,127648,0,77053,77520,0
qd,str4.0,74688,127648,0,77533,78291,0
qd,str4.0,74688,127648,0,78305,78916,0
qd,str4.0,74688,127648,0,78930,79465,0
qd,str4.0,74688,127648,0,79479,80439,0
qd,str4.0,74688,127648,0,80453,81751,0
qd,str4.0,74688,127648,0,81764,82278,0
qd,str4.0,74688,127648,0,82292,83430,0
qd,str4.0,74688,127648,0,83443,84249,0
qd,str4.0,74688,127648,0,84262,85159,0
qd,str4.0,74688,127648,0,85173,86253,0
qd,str4.0,74688,127648,0,86267,86688,0
qd,str4.0,74688,127648,0,86702,87507,0
qd,str4.0,74688,127648,0,87520,95055,0
qd,str4.0,74688,127648,0,95068,100064,0
qd,str4.0,74688,127648,0,100077,100695,0
qd,str4.0,74688,127648,0,100708,100994,0
qd,str4.0,74688,127648,0,101008,101522,0
qd,str4.0,74688,127648,0,101536,102484,0
qd,str4.0,74688,127648,0,102497,104326,0
qd,str4.0,74688,127648,0,104340,109751,0
qd,str4.0,74688,127648,0,109764,110838,0
qd,str4.0,74688,127648,0,110852,111261,0
qd,str4.0,74688,127648,0,111274,111733,0
qd,str4.0,74688,127648,0,111747,112204,0
qd,str4.0,74688,127648,0,112217,112517,0
qd,str4.0,74688,127648,0,112530,113089,0
qd,str4.0,74688,127648,0,113103,114390,0
qd,str4.0,74688,127648,0,114403,115583,0
qd,str4.0,74688,127648,0,115596,118012,0
qd,str4.0,74688,127648,0,118025,122586,0
qd,str4.0,74688,127648,0,122599,127648,0
