corpus,drama,Entity.surface,Entity.id,Entity.group_members
qd,pvxk.0,der_alte,20,
qd,pvxk.0,mons,16,
qd,pvxk.0,ménschikof,12,
qd,pvxk.0,peter,7,
qd,pvxk.0,costa,0,
qd,pvxk.0,gordon,8,
qd,pvxk.0,mehrere,11,
qd,pvxk.0,dolgorúki,6,
qd,pvxk.0,die_alten,21,
qd,pvxk.0,glébof,4,
qd,pvxk.0,offizier,18,
qd,pvxk.0,tolstoí,13,
qd,pvxk.0,iwánuschka,15,
qd,pvxk.0,kíkin,5,
qd,pvxk.0,soldat,17,
qd,pvxk.0,awdótja,9,
qd,pvxk.0,abrám,10,
qd,pvxk.0,alexéj,3,
qd,pvxk.0,kammerdiener,14,
qd,pvxk.0,afanássjitsch,1,
qd,pvxk.0,afróssja,2,
qd,pvxk.0,katharina,19,
