corpus,drama,documentTitle,language,Name,Pnd,Translator.Name,Translator.Pnd,Date.Written,Date.Printed,Date.Premiere,Date.Translation
qd,s8br.0,Jungfern Köchinnen,de,"Malß, Karl",119098911,,,0,1836,1835,0
