corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,n2kq.0,575,28637,0,589,28637,0
qd,n2kq.0,28653,65713,0,28667,43228,0
qd,n2kq.0,28653,65713,0,43241,65713,0
qd,n2kq.0,65728,94446,0,65742,94446,0
qd,n2kq.0,94462,131512,0,94476,108300,0
qd,n2kq.0,94462,131512,0,108314,131512,0
qd,n2kq.0,131527,143484,0,131541,143484,0
