corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
qd,n79j.0,288,40948,0,302,9172,0
qd,n79j.0,288,40948,0,9185,14870,0
qd,n79j.0,288,40948,0,14883,15371,0
qd,n79j.0,288,40948,0,15385,20546,0
qd,n79j.0,288,40948,0,20559,21359,0
qd,n79j.0,288,40948,0,21372,28406,0
qd,n79j.0,288,40948,0,28419,28931,0
qd,n79j.0,288,40948,0,28944,33321,0
qd,n79j.0,288,40948,0,33334,40948,0
qd,n79j.0,40963,69539,0,40977,51020,0
qd,n79j.0,40963,69539,0,51033,51531,0
qd,n79j.0,40963,69539,0,51544,55866,0
qd,n79j.0,40963,69539,0,55879,62206,0
qd,n79j.0,40963,69539,0,62219,69539,0
qd,n79j.0,69554,113620,0,69568,73638,0
qd,n79j.0,69554,113620,0,73651,82972,0
qd,n79j.0,69554,113620,0,82985,85953,0
qd,n79j.0,69554,113620,0,85966,90486,0
qd,n79j.0,69554,113620,0,90499,92276,0
qd,n79j.0,69554,113620,0,92289,93129,0
qd,n79j.0,69554,113620,0,93142,93757,0
qd,n79j.0,69554,113620,0,93771,101892,0
qd,n79j.0,69554,113620,0,101905,103394,0
qd,n79j.0,69554,113620,0,103407,106893,0
qd,n79j.0,69554,113620,0,106907,113620,0
