corpus,drama,figure_surface,figure_id,Gender,Age
qd,x400.0,CHOR,chor,,
qd,x400.0,FRIEDREICH,friedreich,,
qd,x400.0,ITHURIEL,ithuriel,,
qd,x400.0,SCHÖNHEITLIEB,schönheitlieb,,
qd,x400.0,RAUFGERN,raufgern,,
qd,x400.0,SPURAUS,spuraus,,
qd,x400.0,HELENA,helena,,
qd,x400.0,SORGENVOLL,sorgenvoll,,
qd,x400.0,DONNERSCHLAG,donnerschlag,,
qd,x400.0,WAGNER,wagner,,
qd,x400.0,FAUST,faust,,
qd,x400.0,WAISENPLAG,waisenplag,,
qd,x400.0,SILBERGEITZ,silbergeitz,,
qd,x400.0,EMILIE,emilie,,
qd,x400.0,ELISABETH,elisabeth,,
qd,x400.0,THEODOR,theodor,,
qd,x400.0,MEPHISTOPHELES,mephistopheles,,
